from_sub,to_sub,voltage_kv,length_km,category,circuits,X_pu,MVAmax,intersects
26,30,115,9.158,neighbor_2,1,0.055395,174,False
42,785,115,9.266,neighbor_2,1,0.056054,174,False
47,801,115,9.312,neighbor_2,1,0.056330,174,False
27,837,115,10.020,neighbor_2,1,0.060613,174,False
47,921,115,9.060,neighbor_2,1,0.054806,174,False
789,836,115,4.349,mst,1,0.026308,174,False
319,798,115,4.313,mst,1,0.026093,174,False
154,850,115,4.414,mst,1,0.026700,174,False
2,890,115,4.361,mst,1,0.026379,174,False
318,804,115,3.630,mst,1,0.021959,174,False
459,460,115,4.116,mst,1,0.024898,174,False
314,904,115,4.211,mst,1,0.025472,174,False
19,869,115,3.874,mst,1,0.023432,174,False
26,27,115,4.269,mst,1,0.025825,174,False
6,8,115,3.799,mst,1,0.022982,174,False
154,851,115,4.016,mst,1,0.024291,174,False
799,1184,115,2.405,mst,1,0.014550,174,False
497,1279,115,3.334,mst,1,0.020170,174,False
808,819,115,6.400,delaunay,1,0.038715,174,False
780,929,115,6.303,delaunay,1,0.038129,174,False
300,309,115,5.131,delaunay,1,0.031037,174,False
556,809,115,5.976,delaunay,1,0.036149,174,False
309,311,115,6.479,delaunay,1,0.039193,174,False
309,314,115,6.282,delaunay,1,0.037998,174,False
140,819,115,6.473,delaunay,1,0.039154,174,False
806,817,115,6.501,delaunay,1,0.039324,174,False
316,319,115,6.096,delaunay,1,0.036876,174,False
42,802,115,6.340,delaunay,1,0.038351,174,False
786,828,115,6.253,delaunay,1,0.037827,174,False
814,1202,115,6.559,delaunay,1,0.039674,174,False
553,842,115,6.332,delaunay,1,0.038306,174,False
832,833,115,4.563,mst,1,0.027605,174,False
781,929,115,2.077,mst,1,0.012566,174,False
784,837,115,4.488,mst,1,0.027147,174,False
466,854,115,4.576,mst,1,0.027678,174,False
140,875,115,4.605,mst,1,0.027853,174,False
7,1159,115,4.582,mst,1,0.027717,174,False
2,3,115,4.798,mst,1,0.029023,174,False
459,463,115,4.707,mst,1,0.028475,174,False
30,48,115,4.789,mst,1,0.028972,174,False
20,869,115,4.625,mst,1,0.027980,174,False
835,1019,115,3.579,mst,1,0.021649,174,False
21,963,115,4.413,mst,1,0.026694,174,False
139,878,115,3.572,mst,1,0.021608,174,False
14,875,115,11.239,neighbor_2,1,0.067989,174,False
14,808,115,10.456,neighbor_2,1,0.063247,174,False
20,890,115,10.845,neighbor_2,1,0.065605,174,False
15,139,115,11.903,neighbor_2,1,0.072001,174,False
5,890,115,11.363,neighbor_2,1,0.068735,174,False
2,21,115,11.077,neighbor_2,1,0.067006,174,False
16,963,115,11.810,neighbor_2,1,0.071442,174,False
8,23,115,9.993,neighbor_2,1,0.060447,174,False
46,785,115,11.280,neighbor_2,1,0.068237,174,False
6,10,115,12.040,neighbor_2,1,0.072830,174,False
4,7,115,11.013,neighbor_2,1,0.066621,174,False
46,1202,115,12.015,neighbor_2,1,0.072678,174,False
42,45,115,10.765,neighbor_2,1,0.065118,174,False
152,1088,115,4.880,mst,1,0.029520,174,False
152,790,115,4.891,mst,1,0.029588,174,False
804,848,115,4.799,mst,1,0.029028,174,False
311,846,115,4.817,mst,1,0.029136,174,False
798,799,115,4.909,mst,1,0.029693,174,False
462,901,115,3.854,mst,1,0.023315,174,False
784,840,115,4.480,delaunay,1,0.027098,174,False
860,1040,115,4.273,mst,1,0.025849,174,False
320,799,115,4.152,delaunay,1,0.025118,174,False
320,1184,115,2.436,mst,1,0.014733,174,False
546,547,115,4.212,mst,1,0.025482,174,False
306,1063,115,3.325,mst,1,0.020113,174,False
793,926,115,3.610,mst,1,0.021838,174,False
553,554,115,5.081,mst,1,0.030736,174,False
460,1078,115,5.091,mst,1,0.030796,174,False
312,319,115,4.933,delaunay,1,0.029842,174,False
296,312,115,4.933,delaunay,1,0.029838,174,False
46,834,115,4.962,mst,1,0.030018,174,False
462,844,115,5.111,mst,1,0.030915,174,False
777,835,115,5.016,mst,1,0.030345,174,False
163,164,115,4.998,mst,1,0.030237,174,False
470,471,115,4.706,mst,1,0.028465,174,False
392,852,115,5.017,mst,1,0.030348,174,False
465,469,115,4.889,mst,1,0.029576,174,False
465,901,115,4.077,mst,1,0.024662,174,False
39,934,115,4.918,mst,1,0.029747,174,False
825,877,115,7.190,delaunay,1,0.043495,174,False
373,375,115,7.104,delaunay,1,0.042973,174,False
152,797,115,7.024,delaunay,1,0.042486,174,False
317,877,115,6.786,delaunay,1,0.041050,174,False
359,821,115,7.136,delaunay,1,0.043168,174,False
557,820,115,6.597,delaunay,1,0.039908,174,False
554,872,115,6.732,delaunay,1,0.040723,174,False
299,312,115,6.538,delaunay,1,0.039547,174,False
787,821,115,6.110,delaunay,1,0.036963,174,False
299,319,115,7.097,delaunay,1,0.042928,174,False
809,816,115,6.874,delaunay,1,0.041582,174,False
555,820,115,7.193,delaunay,1,0.043510,174,False
322,359,115,7.176,delaunay,1,0.043408,174,False
155,832,115,5.297,mst,1,0.032043,174,False
375,1251,115,4.851,mst,1,0.029343,174,False
1118,1268,115,5.193,mst,1,0.031411,174,False
299,1063,115,1.787,mst,1,0.010812,174,False
805,813,115,5.164,mst,1,0.031238,174,False
453,1281,115,5.137,mst,1,0.031077,174,False
555,556,115,3.254,mst,1,0.019683,174,False
463,465,115,5.340,mst,1,0.032301,174,False
796,802,115,5.171,mst,1,0.031280,174,False
834,838,115,5.384,mst,1,0.032567,174,False
11,838,115,5.433,mst,1,0.032867,174,False
774,1308,115,5.305,mst,1,0.032091,174,False
150,790,115,5.170,mst,1,0.031275,174,False
20,926,115,13.054,neighbor_2,1,0.078966,174,False
13,793,115,14.600,neighbor_2,1,0.088316,174,False
19,926,115,14.712,neighbor_2,1,0.088998,174,False
19,864,115,13.280,neighbor_2,1,0.080335,174,False
19,144,115,13.431,neighbor_2,1,0.081246,174,False
21,978,115,12.944,neighbor_2,1,0.078302,174,False
5,978,115,14.674,neighbor_2,1,0.088765,174,False
15,41,115,13.950,neighbor_2,1,0.084387,174,False
14,885,115,14.730,neighbor_2,1,0.089106,174,False
33,42,115,14.662,neighbor_2,1,0.088695,174,False
33,802,115,12.275,neighbor_2,1,0.074254,174,False
9,30,115,13.611,neighbor_2,1,0.082336,174,False
9,1159,115,13.975,neighbor_2,1,0.084536,174,False
153,155,115,5.647,mst,1,0.034160,174,False
878,1088,115,5.748,mst,1,0.034769,174,False
554,898,115,5.712,mst,1,0.034554,174,False
449,466,115,5.735,mst,1,0.034692,174,False
788,1034,115,5.608,mst,1,0.033921,174,False
557,905,115,5.534,mst,1,0.033476,174,False
787,822,115,5.528,mst,1,0.033437,174,False
896,963,115,5.751,mst,1,0.034790,174,False
318,880,115,5.360,mst,1,0.032426,174,False
464,468,115,5.479,mst,1,0.033144,174,False
428,429,115,5.322,mst,1,0.032196,174,False
810,871,115,4.425,mst,1,0.026769,174,False
473,882,115,5.201,mst,1,0.031463,174,False
164,833,115,5.840,mst,1,0.035325,174,False
844,948,115,5.902,mst,1,0.035701,174,False
151,851,115,5.888,mst,1,0.035615,174,False
27,803,115,5.872,mst,1,0.035518,174,False
457,459,115,5.366,delaunay,1,0.032457,174,False
803,923,115,5.829,mst,1,0.035260,174,False
11,803,115,5.936,delaunay,1,0.035910,174,False
460,882,115,5.627,mst,1,0.034037,174,False
591,1293,115,3.717,mst,1,0.022482,174,False
899,1097,115,0.730,mst,1,0.004417,174,False
496,860,115,5.768,mst,1,0.034892,174,False
742,1273,115,5.213,mst,1,0.031532,174,False
818,1078,115,2.209,mst,1,0.013364,174,False
152,850,115,7.631,delaunay,1,0.046161,174,False
797,851,115,7.408,delaunay,1,0.044813,174,False
155,839,115,7.464,delaunay,1,0.045151,174,False
797,843,115,7.470,delaunay,1,0.045186,174,False
818,854,115,7.121,delaunay,1,0.043079,174,False
828,873,115,7.899,delaunay,1,0.047780,174,False
295,823,115,7.850,delaunay,1,0.047487,174,False
832,839,115,7.697,delaunay,1,0.046563,174,False
306,308,115,7.744,delaunay,1,0.046844,174,False
831,832,115,7.415,delaunay,1,0.044854,174,False
839,874,115,6.825,delaunay,1,0.041284,174,False
341,804,115,7.465,delaunay,1,0.045159,174,False
793,831,115,6.864,delaunay,1,0.041520,174,False
317,373,115,5.949,mst,1,0.035983,174,False
154,857,115,6.047,mst,1,0.036578,174,False
1123,1253,115,6.040,mst,1,0.036536,174,False
811,820,115,5.942,mst,1,0.035945,174,False
303,967,115,6.056,mst,1,0.036635,174,False
306,848,115,6.101,mst,1,0.036905,174,False
343,359,115,6.059,mst,1,0.036652,174,False
316,827,115,6.194,mst,1,0.037470,174,False
465,470,115,6.165,mst,1,0.037292,174,False
308,848,115,6.009,mst,1,0.036350,174,False
43,856,115,6.217,mst,1,0.037608,174,False
498,499,115,6.251,mst,1,0.037812,174,False
822,876,115,6.098,mst,1,0.036891,174,False
42,856,115,15.695,neighbor_2,1,0.094940,174,False
45,856,115,10.448,neighbor_2,1,0.063204,174,False
1,803,115,13.587,neighbor_2,1,0.082191,174,False
46,847,115,16.012,neighbor_3,1,0.096860,174,False
4,24,115,15.761,neighbor_2,1,0.095342,174,False
10,24,115,16.916,neighbor_2,1,0.102329,174,False
15,146,115,15.028,neighbor_2,1,0.090909,174,False
39,847,115,13.639,neighbor_2,1,0.082507,174,False
1,6,115,11.971,neighbor_2,1,0.072411,174,False
11,28,115,15.679,neighbor_2,1,0.094843,174,False
43,1235,115,14.309,neighbor_2,1,0.086560,174,False
1,8,115,12.242,neighbor_2,1,0.074054,174,False
46,856,115,15.648,neighbor_3,1,0.094656,174,False
816,994,115,6.259,mst,1,0.037859,174,False
464,854,115,6.349,mst,1,0.038409,174,False
773,845,115,6.604,mst,1,0.039947,174,False
339,341,115,6.434,mst,1,0.038918,174,False
977,1309,115,5.949,mst,1,0.035985,174,False
438,1298,115,6.489,mst,1,0.039252,174,False
500,503,115,6.542,mst,1,0.039574,174,False
458,948,115,6.507,delaunay,1,0.039364,174,False
320,849,115,5.589,mst,1,0.033808,174,False
514,881,115,5.664,mst,1,0.034261,174,False
372,1251,115,6.252,mst,1,0.037816,174,False
336,340,115,4.993,mst,1,0.030204,174,False
500,520,115,4.232,mst,1,0.025599,174,False
546,552,115,8.178,delaunay,1,0.049472,174,False
357,359,115,8.674,delaunay,1,0.052472,174,False
295,303,115,8.016,delaunay,1,0.048492,174,False
464,800,115,8.542,delaunay,1,0.051672,174,False
825,866,115,8.599,delaunay,1,0.052014,174,False
772,1019,115,8.426,delaunay,1,0.050968,174,False
41,815,115,8.701,delaunay,1,0.052636,174,False
810,948,115,8.737,delaunay,1,0.052852,174,False
802,815,115,8.718,delaunay,1,0.052739,174,False
554,889,115,8.153,delaunay,1,0.049320,174,False
42,829,115,7.170,delaunay,1,0.043371,174,False
15,897,115,7.329,delaunay,1,0.044337,174,False
318,336,115,7.942,delaunay,1,0.048043,174,False
552,811,115,7.218,mst,1,0.043665,174,False
800,927,115,6.840,mst,1,0.041373,174,False
295,873,115,6.789,mst,1,0.041065,174,False
371,830,115,6.996,mst,1,0.042321,174,False
499,512,115,6.870,mst,1,0.041558,174,False
315,846,115,7.447,mst,1,0.045048,174,False
512,513,115,7.429,mst,1,0.044939,174,False
371,951,115,7.343,mst,1,0.044417,174,False
528,811,115,7.431,mst,1,0.044952,174,False
503,521,115,6.959,mst,1,0.042096,174,False
315,353,115,7.209,mst,1,0.043609,174,False
859,1097,115,7.013,mst,1,0.042422,174,False
355,876,115,7.500,mst,1,0.045370,174,False
328,329,115,7.871,mst,1,0.047612,174,False
328,879,115,7.530,mst,1,0.045548,174,False
1132,1302,115,7.797,mst,1,0.047167,174,False
852,1005,115,7.574,mst,1,0.045814,174,False
470,472,115,7.820,mst,1,0.047303,174,False
363,370,115,7.885,mst,1,0.047695,174,False
895,1019,115,7.591,mst,1,0.045920,174,False
370,823,115,7.829,mst,1,0.047360,174,False
792,1166,115,7.099,mst,1,0.042941,174,False
392,393,115,7.228,mst,1,0.043725,174,False
329,331,115,7.166,mst,1,0.043348,174,False
923,940,115,6.614,mst,1,0.040009,174,False
830,1055,115,6.916,mst,1,0.041836,174,False
42,936,115,19.278,neighbor_2,1,0.116615,174,False
21,168,115,21.130,neighbor_3,1,0.127818,174,False
22,963,115,17.073,neighbor_2,1,0.103280,174,False
12,856,115,18.402,neighbor_2,1,0.111314,174,False
35,856,115,16.019,neighbor_2,1,0.096899,174,False
22,158,115,21.668,neighbor_2,1,0.131076,174,False
16,157,115,18.798,neighbor_2,1,0.113712,174,False
22,841,115,18.715,neighbor_2,1,0.113209,174,False
22,30,115,20.180,neighbor_2,1,0.122069,174,False
8,1052,115,19.498,neighbor_3,1,0.117944,174,False
4,1052,115,14.455,neighbor_2,1,0.087439,174,False
21,158,115,19.702,neighbor_2,1,0.119181,174,False
9,1122,115,19.124,neighbor_2,1,0.115683,174,False
749,954,115,7.993,mst,1,0.048348,174,False
369,830,115,8.019,mst,1,0.048506,174,False
363,364,115,7.937,mst,1,0.048009,174,False
25,803,115,6.662,delaunay,1,0.040298,174,False
841,883,115,6.026,mst,1,0.036449,174,False
307,1063,115,7.655,delaunay,1,0.046307,174,False
845,895,115,7.530,mst,1,0.045552,174,False
773,1022,115,7.223,mst,1,0.043695,174,False
782,1083,115,7.212,mst,1,0.043626,174,False
42,972,115,8.115,mst,1,0.049092,174,False
6,25,115,6.065,mst,1,0.036690,174,False
461,810,115,7.689,mst,1,0.046514,174,False
471,782,115,7.841,delaunay,1,0.047434,174,False
328,880,115,9.387,delaunay,1,0.056783,174,False
301,331,115,9.810,delaunay,1,0.059344,174,False
369,373,115,9.931,delaunay,1,0.060074,174,False
823,1055,115,10.360,delaunay,1,0.062666,174,False
805,830,115,10.319,delaunay,1,0.062420,174,False
805,1055,115,9.323,delaunay,1,0.056397,174,False
370,1055,115,9.054,delaunay,1,0.054770,174,False
307,348,115,9.707,delaunay,1,0.058716,174,False
545,555,115,9.917,delaunay,1,0.059991,174,False
354,904,115,9.124,delaunay,1,0.055192,174,False
339,859,115,10.591,delaunay,1,0.064068,174,False
1040,1279,115,10.074,delaunay,1,0.060938,174,False
321,349,115,9.533,delaunay,1,0.057667,174,False
153,156,115,8.820,mst,1,0.053352,174,False
870,1077,115,8.989,mst,1,0.054377,174,False
170,903,115,8.756,mst,1,0.052964,174,False
248,870,115,9.164,mst,1,0.055436,174,False
526,538,115,8.880,mst,1,0.053714,174,False
220,1187,115,8.820,mst,1,0.053353,174,False
726,861,115,8.263,mst,1,0.049981,174,False
430,1296,115,8.210,mst,1,0.049665,174,False
354,358,115,8.668,mst,1,0.052437,174,False
307,321,115,4.967,mst,1,0.030044,174,False
348,349,115,9.245,mst,1,0.055924,174,False
342,343,115,8.765,mst,1,0.053023,174,False
774,845,115,8.217,mst,1,0.049703,174,False
903,1198,115,9.445,mst,1,0.057135,174,False
537,547,115,9.669,mst,1,0.058488,174,False
911,1252,115,9.878,mst,1,0.059756,174,False
329,1013,115,9.660,mst,1,0.058437,174,False
526,898,115,9.448,mst,1,0.057154,174,False
697,915,115,9.612,mst,1,0.058146,174,False
995,1210,115,9.382,mst,1,0.056753,174,False
775,1007,115,9.433,mst,1,0.057061,174,False
521,1145,115,9.252,mst,1,0.055967,174,False
501,956,115,9.448,mst,1,0.057155,174,False
1136,1275,115,8.378,mst,1,0.050682,174,False
498,881,115,8.156,mst,1,0.049340,174,False
1226,1290,115,8.447,mst,1,0.051097,174,False
32,1254,115,28.955,neighbor_2,1,0.175151,174,False
87,993,115,25.425,neighbor_2,1,0.153801,174,False
33,1133,115,25.857,neighbor_2,1,0.156415,174,False
34,1043,115,27.609,neighbor_2,1,0.167009,174,False
95,993,115,25.258,neighbor_2,1,0.152790,174,False
89,988,115,29.406,neighbor_2,1,0.177881,174,False
86,1053,115,28.030,neighbor_2,1,0.169560,174,False
103,1157,115,29.499,neighbor_2,1,0.178444,174,False
87,89,115,28.346,neighbor_2,1,0.171467,174,False
94,988,115,27.053,neighbor_2,1,0.163648,174,False
24,53,115,24.917,neighbor_2,1,0.150728,174,False
66,76,115,27.376,neighbor_2,1,0.165599,174,False
32,1029,115,29.360,neighbor_2,1,0.177602,174,False
862,880,115,8.262,delaunay,1,0.049975,174,False
824,998,115,8.401,mst,1,0.050821,174,False
506,1102,115,9.195,mst,1,0.055619,174,False
28,1246,115,8.726,mst,1,0.052784,174,False
467,471,115,8.607,mst,1,0.052065,174,False
977,1040,115,7.718,mst,1,0.046690,174,False
468,952,115,7.086,mst,1,0.042865,174,False
329,887,115,7.860,delaunay,1,0.047545,174,False
1149,1297,115,8.475,mst,1,0.051264,174,False
827,862,115,4.872,mst,1,0.029473,174,False
331,887,115,7.743,mst,1,0.046841,174,False
499,504,115,5.399,mst,1,0.032662,174,False
316,862,115,7.112,delaunay,1,0.043019,174,False
141,935,115,11.914,delaunay,1,0.072069,174,False
533,547,115,13.014,delaunay,1,0.078721,174,False
697,995,115,11.752,delaunay,1,0.071087,174,False
542,545,115,13.043,delaunay,1,0.078899,174,False
453,1292,115,13.073,delaunay,1,0.079082,174,False
788,1232,115,12.920,delaunay,1,0.078157,174,False
1003,1281,115,13.240,delaunay,1,0.080091,174,False
1000,1016,115,11.740,delaunay,1,0.071017,174,False
774,1280,115,11.816,delaunay,1,0.071477,174,False
835,1280,115,11.724,delaunay,1,0.070919,174,False
777,1280,115,11.632,delaunay,1,0.070363,174,False
842,1000,115,11.885,delaunay,1,0.071894,174,False
952,979,115,10.434,delaunay,1,0.063117,174,False
151,935,115,10.740,mst,1,0.064970,174,False
1164,1305,115,11.289,mst,1,0.068287,174,False
357,1116,115,10.299,mst,1,0.062302,174,False
911,1219,115,10.975,mst,1,0.066392,174,False
220,855,115,11.038,mst,1,0.066773,174,False
1302,1309,115,9.925,mst,1,0.060037,174,False
870,1095,115,10.128,mst,1,0.061267,174,False
990,1275,115,10.887,mst,1,0.065855,174,False
528,539,115,10.331,mst,1,0.062496,174,False
511,513,115,9.993,mst,1,0.060451,174,False
472,909,115,9.704,mst,1,0.058703,174,False
221,855,115,10.483,mst,1,0.063414,174,False
333,914,115,11.320,mst,1,0.068479,174,False
142,857,115,12.085,mst,1,0.073101,174,False
213,893,115,12.003,mst,1,0.072611,174,False
728,861,115,11.389,mst,1,0.068896,174,False
969,1266,115,11.374,mst,1,0.068801,174,False
772,1007,115,11.819,mst,1,0.071494,174,False
540,779,115,11.703,mst,1,0.070792,174,False
1243,1312,115,11.909,mst,1,0.072041,174,False
1156,1309,115,12.103,mst,1,0.073216,174,False
931,951,115,11.524,mst,1,0.069712,174,False
792,928,115,11.635,mst,1,0.070385,174,False
383,1252,115,12.040,mst,1,0.072832,174,False
508,913,115,10.683,mst,1,0.064622,174,False
234,1299,115,11.082,mst,1,0.067035,174,False
1151,1268,115,14.304,delaunay,1,0.086527,174,False
34,955,115,14.490,delaunay,1,0.087651,174,False
331,365,115,13.460,delaunay,1,0.081424,174,False
156,1245,115,13.986,delaunay,1,0.084601,174,False
383,1108,115,14.041,delaunay,1,0.084938,174,False
1000,1089,115,14.318,delaunay,1,0.086610,174,False
303,365,115,14.210,delaunay,1,0.085959,174,False
353,1238,115,13.139,delaunay,1,0.079481,174,False
853,855,115,13.340,delaunay,1,0.080694,174,False
308,337,115,12.871,delaunay,1,0.077856,174,False
774,776,115,5.694,delaunay,1,0.034442,174,False
427,469,115,13.018,delaunay,1,0.078749,174,False
337,859,115,9.394,delaunay,1,0.056825,174,False
1015,1268,115,13.098,mst,1,0.079229,174,False
943,1015,115,12.510,mst,1,0.075675,174,False
1015,1151,115,10.668,mst,1,0.064532,174,False
213,855,115,13.154,mst,1,0.079572,174,False
1006,1261,115,12.521,mst,1,0.075744,174,False
871,1017,115,13.171,mst,1,0.079672,174,False
993,1053,115,12.950,mst,1,0.078337,174,False
1210,1312,115,13.179,mst,1,0.079720,174,False
1011,1282,115,13.000,mst,1,0.078637,174,False
515,1286,115,13.311,mst,1,0.080519,174,False
944,1083,115,13.339,mst,1,0.080689,174,False
469,1109,115,12.215,mst,1,0.073892,174,False
10,1135,115,12.768,mst,1,0.077236,174,False
15,1045,115,30.112,neighbor_3,1,0.182154,174,False
32,1026,115,30.904,neighbor_2,1,0.186945,174,False
34,936,115,30.038,neighbor_2,1,0.181707,174,False
15,147,115,22.013,neighbor_2,1,0.133160,174,False
110,117,115,28.041,neighbor_2,1,0.169623,174,False
36,1235,115,28.801,neighbor_2,1,0.174223,174,False
56,62,115,28.525,neighbor_2,1,0.172555,174,False
70,72,115,23.915,neighbor_2,1,0.144665,174,False
61,992,115,28.797,neighbor_2,1,0.174198,174,False
52,62,115,30.491,neighbor_2,1,0.184446,174,False
66,946,115,29.991,neighbor_2,1,0.181422,174,False
85,89,115,29.899,neighbor_2,1,0.180865,174,False
41,147,115,30.736,neighbor_3,1,0.185928,174,False
955,1254,115,13.470,mst,1,0.081481,174,False
434,1017,115,13.756,mst,1,0.083209,174,False
540,1270,115,13.583,mst,1,0.082165,174,False
531,1257,115,13.609,mst,1,0.082321,174,False
961,1099,115,13.748,mst,1,0.083166,174,False
110,1277,115,13.426,mst,1,0.081216,174,False
642,788,115,13.664,mst,1,0.082653,174,False
454,455,115,13.473,mst,1,0.081502,174,False
992,1084,115,13.497,mst,1,0.081647,174,False
1106,1289,115,13.715,mst,1,0.082965,174,False
362,959,115,13.683,mst,1,0.082773,174,False
151,1250,115,13.407,mst,1,0.081100,174,False
364,985,115,10.873,mst,1,0.065771,174,False
508,1200,115,16.005,delaunay,1,0.096818,174,False
292,1289,115,15.956,delaunay,1,0.096521,174,False
506,986,115,16.280,delaunay,1,0.098480,174,False
857,1120,115,16.258,delaunay,1,0.098347,174,False
34,996,115,15.527,delaunay,1,0.093924,174,False
342,1205,115,15.710,delaunay,1,0.095032,174,False
860,894,115,12.374,delaunay,1,0.074853,174,False
951,1012,115,15.340,delaunay,1,0.092794,174,False
641,1232,115,14.704,delaunay,1,0.088947,174,False
358,1205,115,15.473,delaunay,1,0.093600,174,False
333,352,115,14.559,delaunay,1,0.088069,174,False
500,514,115,6.875,delaunay,1,0.041591,174,False
338,352,115,14.735,delaunay,1,0.089134,174,False
245,1271,115,14.313,mst,1,0.086580,174,False
191,1208,115,14.320,mst,1,0.086625,174,False
248,1181,115,14.123,mst,1,0.085435,174,False
918,999,115,14.182,mst,1,0.085790,174,False
145,1117,115,13.981,mst,1,0.084573,174,False
749,1211,115,13.828,mst,1,0.083649,174,False
740,1263,115,14.027,mst,1,0.084852,174,False
975,1148,115,14.031,mst,1,0.084877,174,False
338,348,115,7.504,mst,1,0.045391,174,False
342,1221,115,13.835,mst,1,0.083692,174,False
510,1304,115,3.795,mst,1,0.022957,174,False
335,1013,115,13.800,mst,1,0.083479,174,False
323,914,115,11.198,mst,1,0.067738,174,False
74,82,115,31.636,neighbor_2,1,0.191371,174,False
114,117,115,31.708,neighbor_2,1,0.191804,174,False
93,127,115,31.421,neighbor_2,1,0.190073,174,False
29,61,115,30.921,neighbor_2,1,0.187048,174,False
105,115,115,31.088,neighbor_2,1,0.188053,174,False
37,1029,115,31.131,neighbor_2,1,0.188317,174,False
114,138,115,31.152,neighbor_2,1,0.188442,174,False
58,72,115,31.609,neighbor_2,1,0.191209,174,False
10,1169,115,31.099,neighbor_3,1,0.188123,174,False
29,1071,115,28.594,neighbor_2,1,0.172968,174,False
56,1075,115,27.930,neighbor_2,1,0.168952,174,False
90,1053,115,31.367,neighbor_2,1,0.189741,174,False
114,1023,115,30.130,neighbor_2,1,0.182261,174,False
225,1181,115,14.597,mst,1,0.088299,174,False
397,400,115,14.480,mst,1,0.087595,174,False
725,975,115,14.554,mst,1,0.088036,174,False
443,938,115,14.555,mst,1,0.088044,174,False
105,1277,115,9.587,mst,1,0.057995,174,False
858,1075,115,13.781,mst,1,0.083361,174,False
622,1300,115,14.358,mst,1,0.086856,174,False
919,961,115,14.108,mst,1,0.085342,174,False
458,824,115,6.158,mst,1,0.037253,174,False
953,1259,115,11.014,mst,1,0.066627,174,False
937,1306,115,14.492,mst,1,0.087663,174,False
513,960,115,13.533,mst,1,0.081863,174,False
60,1297,115,9.461,mst,1,0.057229,174,False
170,180,115,14.675,mst,1,0.088772,174,False
72,76,115,14.724,mst,1,0.089068,174,False
418,420,115,14.613,mst,1,0.088397,174,False
376,377,115,14.631,mst,1,0.088504,174,False
993,1227,115,14.795,mst,1,0.089499,174,False
517,1286,115,11.433,mst,1,0.069159,174,False
1213,1295,115,0.157,mst,1,0.000948,174,False
475,863,115,14.813,mst,1,0.089609,174,False
395,1256,115,4.988,mst,1,0.030171,174,False
84,1029,115,14.580,mst,1,0.088195,174,False
698,709,115,14.773,mst,1,0.089367,174,False
478,1310,115,1.949,mst,1,0.011787,174,False
663,1276,115,8.128,mst,1,0.049170,174,False
1181,1271,115,18.090,delaunay,1,0.109429,174,False
335,943,115,16.332,delaunay,1,0.098794,174,False
340,943,115,17.019,delaunay,1,0.102948,174,False
899,1015,115,17.488,delaunay,1,0.105787,174,False
899,943,115,17.328,delaunay,1,0.104818,174,False
323,1151,115,17.227,delaunay,1,0.104207,174,False
232,245,115,17.166,delaunay,1,0.103841,174,False
552,983,115,18.383,delaunay,1,0.111204,174,False
229,230,115,16.591,delaunay,1,0.100362,174,False
