GEN UID,Bus ID,Unit Group,Unit Type,Fuel,PMin MW,PMax MW,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Fuel Price $/MMBTU,Fixed Cost($/hr),Output_pct_0,Output_pct_1,Output_pct_2,HR_avg_0,HR_incr_1,HR_incr_2
EIA_2486_H1,537,H_2486,Hydro,Hydro,0.0,4.8,0,0,0.96,0,0,0,0,0,0,0.0,2.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2486_H2,537,H_2486,Hydro,Hydro,0.0,4.8,0,0,0.96,0,0,0,0,0,0,0.0,2.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2486_H3,537,H_2486,Hydro,Hydro,0.0,4.8,0,0,0.96,0,0,0,0,0,0,0.0,2.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2487_GT1,506,G_2487,Gas,Gas,6.06,20.2,2,2,1.01,4,2,1,30,15,8,3.5,10.1,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2490_2,129,G_2490,Gas,Gas,108.66,362.2,2,2,18.11,4,2,1,30,15,8,3.5,181.1,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2490_3,129,G_2490,Gas,Gas,156.81,522.7,2,2,26.14,4,2,1,30,15,8,3.5,261.35,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2490_GT1,129,G_2490,Gas,Gas,3.69,12.3,2,2,0.62,4,2,1,30,15,8,3.5,6.15,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2493_1,128,G_2493,Gas,Gas,45.45,151.5,2,2,7.58,4,2,1,30,15,8,3.5,75.75,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2493_2,128,G_2493,Gas,Gas,46.5,155.0,2,2,7.75,4,2,1,30,15,8,3.5,77.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2493_6,128,G_2493,Gas,Gas,42.42,141.4,2,2,7.07,4,2,1,30,15,8,3.5,70.7,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2493_7,128,G_2493,Gas,Gas,54.72,182.4,2,2,9.12,4,2,1,30,15,8,3.5,91.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT11,128,O_2494,Oil,Oil,3.82,19.1,1,1,1.91,2,1,0,10,5,2,12.0,9.55,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT12,128,O_2494,Oil,Oil,3.42,17.1,1,1,1.71,2,1,0,10,5,2,12.0,8.55,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT13,128,O_2494,Oil,Oil,3.44,17.2,1,1,1.72,2,1,0,10,5,2,12.0,8.6,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT14,128,O_2494,Oil,Oil,3.42,17.1,1,1,1.71,2,1,0,10,5,2,12.0,8.55,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT15,128,O_2494,Oil,Oil,3.3,16.5,1,1,1.65,2,1,0,10,5,2,12.0,8.25,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT16,128,O_2494,Oil,Oil,3.6,18.0,1,1,1.8,2,1,0,10,5,2,12.0,9.0,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT17,128,O_2494,Oil,Oil,3.52,17.6,1,1,1.76,2,1,0,10,5,2,12.0,8.8,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT21,128,G_2494,Gas,Gas,5.37,17.9,2,2,0.9,4,2,1,30,15,8,3.5,8.95,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT22,128,G_2494,Gas,Gas,5.64,18.8,2,2,0.94,4,2,1,30,15,8,3.5,9.4,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT23,128,G_2494,Gas,Gas,6.18,20.6,2,2,1.03,4,2,1,30,15,8,3.5,10.3,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT24,128,G_2494,Gas,Gas,5.79,19.3,2,2,0.97,4,2,1,30,15,8,3.5,9.65,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT25,128,G_2494,Gas,Gas,5.58,18.6,2,2,0.93,4,2,1,30,15,8,3.5,9.3,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT26,128,G_2494,Gas,Gas,6.09,20.3,2,2,1.02,4,2,1,30,15,8,3.5,10.15,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT27,128,G_2494,Gas,Gas,5.88,19.6,2,2,0.98,4,2,1,30,15,8,3.5,9.8,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT28,128,G_2494,Gas,Gas,5.31,17.7,2,2,0.89,4,2,1,30,15,8,3.5,8.85,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT31,128,G_2494,Gas,Gas,5.31,17.7,2,2,0.89,4,2,1,30,15,8,3.5,8.85,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT32,128,G_2494,Gas,Gas,5.31,17.7,2,2,0.89,4,2,1,30,15,8,3.5,8.85,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT33,128,G_2494,Gas,Gas,5.94,19.8,2,2,0.99,4,2,1,30,15,8,3.5,9.9,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT34,128,G_2494,Gas,Gas,5.37,17.9,2,2,0.9,4,2,1,30,15,8,3.5,8.95,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT35,128,G_2494,Gas,Gas,5.7,19.0,2,2,0.95,4,2,1,30,15,8,3.5,9.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT36,128,G_2494,Gas,Gas,5.28,17.6,2,2,0.88,4,2,1,30,15,8,3.5,8.8,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT37,128,G_2494,Gas,Gas,5.43,18.1,2,2,0.91,4,2,1,30,15,8,3.5,9.05,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT38,128,G_2494,Gas,Gas,5.7,19.0,2,2,0.95,4,2,1,30,15,8,3.5,9.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2494_GT41,128,O_2494,Oil,Oil,3.36,16.8,1,1,1.68,2,1,0,10,5,2,12.0,8.4,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT42,128,O_2494,Oil,Oil,3.46,17.3,1,1,1.73,2,1,0,10,5,2,12.0,8.65,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT43,128,O_2494,Oil,Oil,3.52,17.6,1,1,1.76,2,1,0,10,5,2,12.0,8.8,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT44,128,O_2494,Oil,Oil,3.42,17.1,1,1,1.71,2,1,0,10,5,2,12.0,8.55,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT45,128,O_2494,Oil,Oil,3.42,17.1,1,1,1.71,2,1,0,10,5,2,12.0,8.55,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT46,128,O_2494,Oil,Oil,3.72,18.6,1,1,1.86,2,1,0,10,5,2,12.0,9.3,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT47,128,O_2494,Oil,Oil,3.32,16.6,1,1,1.66,2,1,0,10,5,2,12.0,8.3,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2494_GT48,128,O_2494,Oil,Oil,3.8,19.0,1,1,1.9,2,1,0,10,5,2,12.0,9.5,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2499_NT11,128,G_2499,Gas,Gas,6.3,21.0,2,2,1.05,4,2,1,30,15,8,3.5,10.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT12,128,G_2499,Gas,Gas,5.85,19.5,2,2,0.98,4,2,1,30,15,8,3.5,9.75,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT13,128,G_2499,Gas,Gas,6.12,20.4,2,2,1.02,4,2,1,30,15,8,3.5,10.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT14,128,G_2499,Gas,Gas,6.03,20.1,2,2,1.01,4,2,1,30,15,8,3.5,10.05,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT15,128,G_2499,Gas,Gas,5.94,19.8,2,2,0.99,4,2,1,30,15,8,3.5,9.9,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT16,128,G_2499,Gas,Gas,5.67,18.9,2,2,0.94,4,2,1,30,15,8,3.5,9.45,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT17,128,G_2499,Gas,Gas,5.52,18.4,2,2,0.92,4,2,1,30,15,8,3.5,9.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT18,128,G_2499,Gas,Gas,5.97,19.9,2,2,0.99,4,2,1,30,15,8,3.5,9.95,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT21,128,G_2499,Gas,Gas,5.82,19.4,2,2,0.97,4,2,1,30,15,8,3.5,9.7,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT22,128,G_2499,Gas,Gas,5.61,18.7,2,2,0.94,4,2,1,30,15,8,3.5,9.35,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT23,128,G_2499,Gas,Gas,5.52,18.4,2,2,0.92,4,2,1,30,15,8,3.5,9.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT24,128,G_2499,Gas,Gas,5.52,18.4,2,2,0.92,4,2,1,30,15,8,3.5,9.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT25,128,G_2499,Gas,Gas,5.97,19.9,2,2,0.99,4,2,1,30,15,8,3.5,9.95,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT26,128,G_2499,Gas,Gas,5.43,18.1,2,2,0.91,4,2,1,30,15,8,3.5,9.05,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT27,128,G_2499,Gas,Gas,6.21,20.7,2,2,1.03,4,2,1,30,15,8,3.5,10.35,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2499_NT28,128,G_2499,Gas,Gas,5.25,17.5,2,2,0.88,4,2,1,30,15,8,3.5,8.75,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2500_1,397,G_2500,Gas,Gas,110.55,368.5,2,2,18.43,4,2,1,30,15,8,3.5,184.25,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2500_2,397,G_2500,Gas,Gas,112.35,374.5,2,2,18.73,4,2,1,30,15,8,3.5,187.25,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2500_3,397,G_2500,Gas,Gas,296.19,987.3,2,2,49.37,4,2,1,30,15,8,3.5,493.65,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2500_4,397,G_2500,Gas,Gas,45.12,150.4,2,2,7.52,4,2,1,30,15,8,3.5,75.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2500_4S,397,G_2500,Gas,Gas,21.84,72.8,2,2,3.64,4,2,1,30,15,8,3.5,36.4,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2503_GT1,397,G_2503,Gas,Gas,4.17,13.9,2,2,0.7,4,2,1,30,15,8,3.5,6.95,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2504_GT1,397,O_2504,Oil,Oil,3.7,18.5,1,1,1.85,2,1,0,10,5,2,12.0,9.25,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2504_GT2,397,O_2504,Oil,Oil,3.86,19.3,1,1,1.93,2,1,0,10,5,2,12.0,9.65,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2511_10,431,G_2511,Gas,Gas,12.18,40.6,2,2,2.03,4,2,1,30,15,8,3.5,20.3,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_11,431,G_2511,Gas,Gas,12.03,40.1,2,2,2.01,4,2,1,30,15,8,3.5,20.05,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_12,431,G_2511,Gas,Gas,12.27,40.9,2,2,2.04,4,2,1,30,15,8,3.5,20.45,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_3,431,G_2511,Gas,Gas,5.31,17.7,2,2,0.89,4,2,1,30,15,8,3.5,8.85,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_4,431,G_2511,Gas,Gas,5.04,16.8,2,2,0.84,4,2,1,30,15,8,3.5,8.4,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_5,431,G_2511,Gas,Gas,5.28,17.6,2,2,0.88,4,2,1,30,15,8,3.5,8.8,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_6,431,G_2511,Gas,Gas,4.92,16.4,2,2,0.82,4,2,1,30,15,8,3.5,8.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_8,431,G_2511,Gas,Gas,4.53,15.1,2,2,0.76,4,2,1,30,15,8,3.5,7.55,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_9,431,G_2511,Gas,Gas,12.36,41.2,2,2,2.06,4,2,1,30,15,8,3.5,20.6,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_GT1,431,G_2511,Gas,Gas,5.22,17.4,2,2,0.87,4,2,1,30,15,8,3.5,8.7,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_GT2,431,G_2511,Gas,Gas,5.28,17.6,2,2,0.88,4,2,1,30,15,8,3.5,8.8,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_ST1,431,G_2511,Gas,Gas,58.26,194.2,2,2,9.71,4,2,1,30,15,8,3.5,97.1,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2511_ST2,431,G_2511,Gas,Gas,53.4,178.0,2,2,8.9,4,2,1,30,15,8,3.5,89.0,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2514_GT2,443,O_2514,Oil,Oil,9.8,49.0,1,1,4.9,2,1,0,10,5,2,12.0,24.5,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2514_GT3,443,O_2514,Oil,Oil,11.02,55.1,1,1,5.51,2,1,0,10,5,2,12.0,27.55,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2516_2,456,G_2516,Gas,Gas,119.4,398.0,2,2,19.9,4,2,1,30,15,8,3.5,199.0,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2516_3,456,G_2516,Gas,Gas,119.55,398.5,2,2,19.93,4,2,1,30,15,8,3.5,199.25,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2516_4,456,G_2516,Gas,Gas,119.4,398.0,2,2,19.9,4,2,1,30,15,8,3.5,199.0,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2516_GT1,456,O_2516,Oil,Oil,2.36,11.8,1,1,1.18,2,1,0,10,5,2,12.0,5.9,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2516_ST1,456,G_2516,Gas,Gas,119.31,397.7,2,2,19.89,4,2,1,30,15,8,3.5,198.85,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2517_3,436,G_2517,Gas,Gas,57.6,192.0,2,2,9.6,4,2,1,30,15,8,3.5,96.0,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2517_4,436,G_2517,Gas,Gas,57.9,193.0,2,2,9.65,4,2,1,30,15,8,3.5,96.5,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2517_GT1,436,O_2517,Oil,Oil,2.58,12.9,1,1,1.29,2,1,0,10,5,2,12.0,6.45,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2517_GT2,436,G_2517,Gas,Gas,12.78,42.6,2,2,2.13,4,2,1,30,15,8,3.5,21.3,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2517_GT3,436,G_2517,Gas,Gas,12.03,40.1,2,2,2.01,4,2,1,30,15,8,3.5,20.05,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2518_GT1,437,O_2518,Oil,Oil,9.96,49.8,1,1,4.98,2,1,0,10,5,2,12.0,24.9,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2518_GT2,437,O_2518,Oil,Oil,3.18,15.9,1,1,1.59,2,1,0,10,5,2,12.0,7.95,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2522_2,142,H_2522,Hydro,Hydro,0.0,1.2,0,0,0.24,0,0,0,0,0,0,0.0,0.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2522_3,142,H_2522,Hydro,Hydro,0.0,3.1,0,0,0.62,0,0,0,0,0,0,0.0,1.55,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2527_4,721,G_2527,Gas,Gas,31.35,104.5,2,2,5.23,4,2,1,30,15,8,3.5,52.25,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2528_1,549,O_2528,Oil,Oil,0.34,1.7,1,1,0.17,2,1,0,10,5,2,12.0,0.85,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2528_2,549,O_2528,Oil,Oil,0.46,2.3,1,1,0.23,2,1,0,10,5,2,12.0,1.15,0.0,0.2,1.0,0.0,80.0,80.0
EIA_2530_1,142,H_2530,Hydro,Hydro,0.0,4.0,0,0,0.8,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2530_3,142,H_2530,Hydro,Hydro,0.0,7.0,0,0,1.4,0,0,0,0,0,0,0.0,3.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2539_5,153,G_2539,Gas,Gas,53.52,178.4,2,2,8.92,4,2,1,30,15,8,3.5,89.2,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2539_6,153,G_2539,Gas,Gas,53.91,179.7,2,2,8.98,4,2,1,30,15,8,3.5,89.85,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2539_7,153,G_2539,Gas,Gas,53.37,177.9,2,2,8.9,4,2,1,30,15,8,3.5,88.95,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2539_8,153,G_2539,Gas,Gas,83.85,279.5,2,2,13.98,4,2,1,30,15,8,3.5,139.75,0.0,0.3,1.0,0.0,35.0,35.0
EIA_2540_1,120,H_2540,Hydro,Hydro,0.0,3.5,0,0,0.7,0,0,0,0,0,0,0.0,1.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2543_1,471,H_2543,Hydro,Hydro,0.0,8.5,0,0,1.7,0,0,0,0,0,0,0.0,4.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2543_2,471,H_2543,Hydro,Hydro,0.0,8.1,0,0,1.62,0,0,0,0,0,0,0.0,4.05,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2544_1,53,H_2544,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2544_2,53,H_2544,Hydro,Hydro,0.0,0.5,0,0,0.1,0,0,0,0,0,0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2544_3,53,H_2544,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2545_1,520,H_2545,Hydro,Hydro,0.0,8.4,0,0,1.68,0,0,0,0,0,0,0.0,4.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2545_2,520,H_2545,Hydro,Hydro,0.0,8.4,0,0,1.68,0,0,0,0,0,0,0.0,4.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2545_3,520,H_2545,Hydro,Hydro,0.0,6.3,0,0,1.26,0,0,0,0,0,0,0.0,3.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2545_4,520,H_2545,Hydro,Hydro,0.0,7.2,0,0,1.44,0,0,0,0,0,0,0.0,3.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2546_1,319,H_2546,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2546_2,319,H_2546,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2546_3,319,H_2546,Hydro,Hydro,0.0,1.5,0,0,0.3,0,0,0,0,0,0,0.0,0.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2547_1,70,H_2547,Hydro,Hydro,0.0,14.2,0,0,2.84,0,0,0,0,0,0,0.0,7.1,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2548_1,104,H_2548,Hydro,Hydro,0.0,7.9,0,0,1.58,0,0,0,0,0,0,0.0,3.95,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2548_2,104,H_2548,Hydro,Hydro,0.0,7.9,0,0,1.58,0,0,0,0,0,0,0.0,3.95,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2550_1,169,H_2550,Hydro,Hydro,0.0,0.5,0,0,0.1,0,0,0,0,0,0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2550_2,169,H_2550,Hydro,Hydro,0.0,0.5,0,0,0.1,0,0,0,0,0,0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2550_3,169,H_2550,Hydro,Hydro,0.0,0.6,0,0,0.12,0,0,0,0,0,0,0.0,0.3,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2551_1,74,H_2551,Hydro,Hydro,0.0,9.9,0,0,1.98,0,0,0,0,0,0,0.0,4.95,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2551_2,74,H_2551,Hydro,Hydro,0.0,10.3,0,0,2.06,0,0,0,0,0,0,0.0,5.15,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2551_3,74,H_2551,Hydro,Hydro,0.0,9.5,0,0,1.9,0,0,0,0,0,0,0.0,4.75,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2552_1,490,H_2552,Hydro,Hydro,0.0,3.6,0,0,0.72,0,0,0,0,0,0,0.0,1.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2552_2,490,H_2552,Hydro,Hydro,0.0,3.6,0,0,0.72,0,0,0,0,0,0,0.0,1.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2552_3,490,H_2552,Hydro,Hydro,0.0,3.6,0,0,0.72,0,0,0,0,0,0,0.0,1.8,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2555_1,503,H_2555,Hydro,Hydro,0.0,1.4,0,0,0.28,0,0,0,0,0,0,0.0,0.7,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2555_2,503,H_2555,Hydro,Hydro,0.0,1.2,0,0,0.24,0,0,0,0,0,0,0.0,0.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2555_3,503,H_2555,Hydro,Hydro,0.0,1.2,0,0,0.24,0,0,0,0,0,0,0.0,0.6,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2555_4,503,H_2555,Hydro,Hydro,0.0,2.0,0,0,0.4,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2556_1,141,H_2556,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2556_2,141,H_2556,Hydro,Hydro,0.0,0.8,0,0,0.16,0,0,0,0,0,0,0.0,0.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2556_3,141,H_2556,Hydro,Hydro,0.0,0.8,0,0,0.16,0,0,0,0,0,0,0.0,0.4,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2557_1,372,H_2557,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2557_2,372,H_2557,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2557_3,372,H_2557,Hydro,Hydro,0.0,0.4,0,0,0.08,0,0,0,0,0,0,0.0,0.2,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2557_4,372,H_2557,Hydro,Hydro,0.0,1.7,0,0,0.34,0,0,0,0,0,0,0.0,0.85,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2559_1,53,H_2559,Hydro,Hydro,0.0,1.0,0,0,0.2,0,0,0,0,0,0,0.0,0.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2559_2,53,H_2559,Hydro,Hydro,0.0,1.0,0,0,0.2,0,0,0,0,0,0,0.0,0.5,0.0,0.0,1.0,0.0,5.0,5.0
EIA_2560_1,631,H_2560,Hydro,Hydro,0.0,0.9,0,0,0.18,0,0,0,0,0,0,0.0,0.45,0.0,0.0,1.0,0.0,5.0,5.0
