timestamp,zone,lmp,date
2024-06-17T13:30:12,LZ_WEST,-2.86,2024-06-17
2024-06-17T13:25:11,LZ_WEST,-1.8,2024-06-17
2024-06-17T13:20:12,LZ_WEST,-2.92,2024-06-17
2024-06-17T13:15:12,LZ_WEST,-2.41,2024-06-17
2024-06-17T13:10:13,LZ_WEST,-3.23,2024-06-17
2024-06-17T13:05:12,LZ_WEST,1.96,2024-06-17
2024-06-17T13:00:15,LZ_WEST,-1.38,2024-06-17
2024-06-17T12:55:11,LZ_WEST,-2.14,2024-06-17
2024-06-17T12:50:13,LZ_WEST,-2.72,2024-06-17
2024-06-17T12:45:13,LZ_WEST,-1.69,2024-06-17
2024-06-17T12:40:12,LZ_WEST,-1.3,2024-06-17
2024-06-17T12:35:13,LZ_WEST,-1.14,2024-06-17
2024-06-17T12:30:13,LZ_WEST,-1.35,2024-06-17
2024-06-17T12:25:12,LZ_WEST,-1.68,2024-06-17
2024-06-17T12:20:12,LZ_WEST,-2.66,2024-06-17
2024-06-17T12:15:11,LZ_WEST,-2.41,2024-06-17
2024-06-17T12:10:13,LZ_WEST,-2.13,2024-06-17
2024-06-17T12:05:12,LZ_WEST,-2.33,2024-06-17
2024-06-17T12:00:15,LZ_WEST,-2.36,2024-06-17
2024-06-17T11:56:18,LZ_WEST,-2.74,2024-06-17
2024-06-17T11:55:13,LZ_WEST,-3.1,2024-06-17
2024-06-17T11:50:11,LZ_WEST,-2.83,2024-06-17
2024-06-17T11:45:11,LZ_WEST,-2.54,2024-06-17
2024-06-17T11:40:10,LZ_WEST,-2.9,2024-06-17
2024-06-17T11:35:10,LZ_WEST,-2.98,2024-06-17
2024-06-17T11:30:12,LZ_WEST,-2.99,2024-06-17
2024-06-17T11:25:11,LZ_WEST,-2.72,2024-06-17
2024-06-17T11:20:11,LZ_WEST,-2.88,2024-06-17
2024-06-17T11:15:10,LZ_WEST,-2.99,2024-06-17
2024-06-17T11:10:11,LZ_WEST,-3.05,2024-06-17
2024-06-17T11:05:11,LZ_WEST,-2.98,2024-06-17
2024-06-17T11:00:15,LZ_WEST,-3.04,2024-06-17
2024-06-17T10:55:11,LZ_WEST,-3.16,2024-06-17
2024-06-17T10:50:13,LZ_WEST,-3.73,2024-06-17
2024-06-17T10:45:12,LZ_WEST,-3.22,2024-06-17
2024-06-17T10:40:10,LZ_WEST,-3.51,2024-06-17
2024-06-17T10:35:10,LZ_WEST,-3.34,2024-06-17
2024-06-17T10:30:11,LZ_WEST,-2.88,2024-06-17
2024-06-17T10:25:12,LZ_WEST,-3.37,2024-06-17
2024-06-17T10:20:10,LZ_WEST,-3.44,2024-06-17
2024-06-17T10:15:10,LZ_WEST,-3.46,2024-06-17
2024-06-17T10:10:12,LZ_WEST,-3.18,2024-06-17
2024-06-17T10:05:13,LZ_WEST,-3.42,2024-06-17
2024-06-17T10:00:16,LZ_WEST,-3.54,2024-06-17
2024-06-17T09:55:15,LZ_WEST,-3.49,2024-06-17
2024-06-17T09:50:10,LZ_WEST,-2.93,2024-06-17
2024-06-17T09:45:10,LZ_WEST,-3.24,2024-06-17
2024-06-17T09:40:13,LZ_WEST,-3.16,2024-06-17
2024-06-17T09:35:11,LZ_WEST,-3.44,2024-06-17
2024-06-17T09:30:11,LZ_WEST,-3.2,2024-06-17
2024-06-17T09:25:11,LZ_WEST,-3.01,2024-06-17
2024-06-17T09:20:11,LZ_WEST,-3.02,2024-06-17
2024-06-17T09:15:10,LZ_WEST,-3.02,2024-06-17
2024-06-17T09:10:14,LZ_WEST,-2.8,2024-06-17
2024-06-17T09:05:17,LZ_WEST,-2.8,2024-06-17
2024-06-17T09:00:12,LZ_WEST,-2.97,2024-06-17
2024-06-17T08:55:11,LZ_WEST,-2.96,2024-06-17
2024-06-17T08:50:10,LZ_WEST,-2.87,2024-06-17
2024-06-17T08:45:10,LZ_WEST,-2.74,2024-06-17
2024-06-17T08:40:11,LZ_WEST,-3.06,2024-06-17
2024-06-17T08:35:10,LZ_WEST,-3.89,2024-06-17
2024-06-17T08:30:09,LZ_WEST,-3.16,2024-06-17
2024-06-17T08:25:10,LZ_WEST,-3.01,2024-06-17
2024-06-17T08:20:11,LZ_WEST,-2.65,2024-06-17
2024-06-17T08:15:12,LZ_WEST,-2.45,2024-06-17
2024-06-17T08:10:12,LZ_WEST,-2.25,2024-06-17
2024-06-17T08:05:13,LZ_WEST,-1.69,2024-06-17
2024-06-17T08:00:14,LZ_WEST,-1.59,2024-06-17
2024-06-17T07:55:10,LZ_WEST,-1.35,2024-06-17
2024-06-17T07:50:11,LZ_WEST,-1.22,2024-06-17
2024-06-17T07:45:10,LZ_WEST,-1.2,2024-06-17
2024-06-17T07:40:11,LZ_WEST,-1.2,2024-06-17
2024-06-17T07:35:10,LZ_WEST,-0.26,2024-06-17
2024-06-17T07:30:11,LZ_WEST,0.32,2024-06-17
2024-06-17T07:25:10,LZ_WEST,0.4,2024-06-17
2024-06-17T07:20:10,LZ_WEST,0.48,2024-06-17
2024-06-17T07:15:10,LZ_WEST,0.68,2024-06-17
2024-06-17T07:10:10,LZ_WEST,1.21,2024-06-17
2024-06-17T07:05:11,LZ_WEST,2.92,2024-06-17
2024-06-17T07:00:15,LZ_WEST,8.29,2024-06-17
2024-06-17T06:55:11,LZ_WEST,2.92,2024-06-17
2024-06-17T06:50:12,LZ_WEST,2.85,2024-06-17
2024-06-17T06:45:10,LZ_WEST,4.7,2024-06-17
2024-06-17T06:40:09,LZ_WEST,3.26,2024-06-17
2024-06-17T06:35:10,LZ_WEST,3.37,2024-06-17
2024-06-17T06:30:12,LZ_WEST,3.25,2024-06-17
2024-06-17T06:25:10,LZ_WEST,3.77,2024-06-17
2024-06-17T06:20:11,LZ_WEST,5.53,2024-06-17
2024-06-17T06:15:10,LZ_WEST,3.05,2024-06-17
2024-06-17T06:10:10,LZ_WEST,3.05,2024-06-17
2024-06-17T06:05:10,LZ_WEST,0.66,2024-06-17
2024-06-17T06:00:15,LZ_WEST,-0.09,2024-06-17
2024-06-17T05:55:12,LZ_WEST,6.69,2024-06-17
2024-06-17T05:50:09,LZ_WEST,3.44,2024-06-17
2024-06-17T05:45:10,LZ_WEST,3.43,2024-06-17
2024-06-17T05:40:11,LZ_WEST,6.2,2024-06-17
2024-06-17T05:35:10,LZ_WEST,6.73,2024-06-17
2024-06-17T05:30:10,LZ_WEST,3.41,2024-06-17
2024-06-17T05:25:10,LZ_WEST,3.41,2024-06-17
2024-06-17T05:20:09,LZ_WEST,6.67,2024-06-17
2024-06-17T05:15:09,LZ_WEST,3.43,2024-06-17
2024-06-17T05:10:10,LZ_WEST,3.37,2024-06-17
2024-06-17T05:05:13,LZ_WEST,3.42,2024-06-17
2024-06-17T05:00:14,LZ_WEST,3.4,2024-06-17
2024-06-17T04:55:10,LZ_WEST,13.12,2024-06-17
2024-06-17T04:50:11,LZ_WEST,13.05,2024-06-17
2024-06-17T04:45:09,LZ_WEST,13.38,2024-06-17
2024-06-17T04:40:09,LZ_WEST,13.33,2024-06-17
2024-06-17T04:35:11,LZ_WEST,12.9,2024-06-17
2024-06-17T04:30:15,LZ_WEST,13.33,2024-06-17
2024-06-17T04:25:10,LZ_WEST,13.28,2024-06-17
2024-06-17T04:20:10,LZ_WEST,10.11,2024-06-17
2024-06-17T04:15:11,LZ_WEST,11.7,2024-06-17
2024-06-17T04:10:11,LZ_WEST,12.31,2024-06-17
2024-06-17T04:05:12,LZ_WEST,12.6,2024-06-17
2024-06-17T04:00:16,LZ_WEST,9.85,2024-06-17
2024-06-17T03:55:12,LZ_WEST,9.48,2024-06-17
2024-06-17T03:50:10,LZ_WEST,10.63,2024-06-17
2024-06-17T03:45:11,LZ_WEST,10.63,2024-06-17
2024-06-17T03:40:11,LZ_WEST,10.19,2024-06-17
2024-06-17T03:35:09,LZ_WEST,10.21,2024-06-17
2024-06-17T03:30:11,LZ_WEST,10.23,2024-06-17
2024-06-17T03:25:09,LZ_WEST,10.21,2024-06-17
2024-06-17T03:20:11,LZ_WEST,10.26,2024-06-17
2024-06-17T03:15:10,LZ_WEST,9.94,2024-06-17
2024-06-17T03:10:10,LZ_WEST,9.94,2024-06-17
2024-06-17T03:05:11,LZ_WEST,9.64,2024-06-17
2024-06-17T03:00:14,LZ_WEST,7.79,2024-06-17
2024-06-17T02:55:11,LZ_WEST,9.8,2024-06-17
2024-06-17T02:50:09,LZ_WEST,7.75,2024-06-17
2024-06-17T02:45:10,LZ_WEST,7.17,2024-06-17
2024-06-17T02:40:10,LZ_WEST,7.76,2024-06-17
2024-06-17T02:35:09,LZ_WEST,7.75,2024-06-17
2024-06-17T02:30:10,LZ_WEST,5.32,2024-06-17
2024-06-17T02:25:09,LZ_WEST,7.32,2024-06-17
2024-06-17T02:20:09,LZ_WEST,6.08,2024-06-17
2024-06-17T02:15:12,LZ_WEST,3.68,2024-06-17
2024-06-17T02:10:12,LZ_WEST,1.27,2024-06-17
2024-06-17T02:05:11,LZ_WEST,0.64,2024-06-17
2024-06-17T02:00:16,LZ_WEST,0.65,2024-06-17
2024-06-17T01:55:12,LZ_WEST,13.09,2024-06-17
2024-06-17T01:50:11,LZ_WEST,16.33,2024-06-17
2024-06-17T01:45:10,LZ_WEST,11.87,2024-06-17
2024-06-17T01:40:10,LZ_WEST,11.88,2024-06-17
2024-06-17T01:35:10,LZ_WEST,12.23,2024-06-17
2024-06-17T01:30:12,LZ_WEST,6.96,2024-06-17
2024-06-17T01:25:09,LZ_WEST,6.94,2024-06-17
2024-06-17T01:20:10,LZ_WEST,6.92,2024-06-17
2024-06-17T01:15:12,LZ_WEST,12.03,2024-06-17
2024-06-17T01:10:13,LZ_WEST,3.85,2024-06-17
2024-06-17T01:05:12,LZ_WEST,3.77,2024-06-17
2024-06-17T01:00:21,LZ_WEST,3.91,2024-06-17
2024-06-17T00:55:12,LZ_WEST,-0.37,2024-06-17
2024-06-17T00:50:12,LZ_WEST,-0.31,2024-06-17
2024-06-17T00:45:14,LZ_WEST,-0.35,2024-06-17
2024-06-17T00:40:11,LZ_WEST,0.03,2024-06-17
2024-06-17T00:35:11,LZ_WEST,1.14,2024-06-17
2024-06-17T00:30:11,LZ_WEST,-0.61,2024-06-17
2024-06-17T00:25:12,LZ_WEST,1.41,2024-06-17
2024-06-17T00:20:11,LZ_WEST,1.83,2024-06-17
2024-06-17T00:15:12,LZ_WEST,1.4,2024-06-17
2024-06-17T00:10:11,LZ_WEST,1.7,2024-06-17
2024-06-17T00:05:13,LZ_WEST,4.25,2024-06-17
2024-06-17T00:00:17,LZ_WEST,4.07,2024-06-17
2024-06-17T23:55:12,LZ_NORTH,21.73,2024-06-17
2024-06-17T23:50:13,LZ_NORTH,21.66,2024-06-17
2024-06-17T23:45:12,LZ_NORTH,21.73,2024-06-17
2024-06-17T23:40:13,LZ_NORTH,21.4,2024-06-17
2024-06-17T23:35:12,LZ_NORTH,21.59,2024-06-17
2024-06-17T23:30:14,LZ_NORTH,21.44,2024-06-17
2024-06-17T23:25:11,LZ_NORTH,21.46,2024-06-17
2024-06-17T23:20:12,LZ_NORTH,21.69,2024-06-17
2024-06-17T23:15:12,LZ_NORTH,21.74,2024-06-17
2024-06-17T23:10:12,LZ_NORTH,21.79,2024-06-17
2024-06-17T23:05:12,LZ_NORTH,21.77,2024-06-17
2024-06-17T23:00:15,LZ_NORTH,21.74,2024-06-17
2024-06-17T22:55:14,LZ_NORTH,21.7,2024-06-17
2024-06-17T22:50:11,LZ_NORTH,20.86,2024-06-17
2024-06-17T22:45:13,LZ_NORTH,20.99,2024-06-17
2024-06-17T22:40:13,LZ_NORTH,21.96,2024-06-17
2024-06-17T22:35:11,LZ_NORTH,22.14,2024-06-17
2024-06-17T22:30:12,LZ_NORTH,22.2,2024-06-17
2024-06-17T22:25:10,LZ_NORTH,22.43,2024-06-17
2024-06-17T22:20:13,LZ_NORTH,23.31,2024-06-17
2024-06-17T22:15:11,LZ_NORTH,24.66,2024-06-17
2024-06-17T22:10:13,LZ_NORTH,24.11,2024-06-17
2024-06-17T22:05:24,LZ_NORTH,24.22,2024-06-17
2024-06-17T22:00:16,LZ_NORTH,24.41,2024-06-17
2024-06-17T21:55:13,LZ_NORTH,23.08,2024-06-17
2024-06-17T21:50:13,LZ_NORTH,25.79,2024-06-17
2024-06-17T21:45:13,LZ_NORTH,29.38,2024-06-17
2024-06-17T21:40:11,LZ_NORTH,30.11,2024-06-17
2024-06-17T21:35:11,LZ_NORTH,29.44,2024-06-17
2024-06-17T21:30:12,LZ_NORTH,30.21,2024-06-17
2024-06-17T21:25:12,LZ_NORTH,29.48,2024-06-17
2024-06-17T21:20:10,LZ_NORTH,28.12,2024-06-17
2024-06-17T21:15:14,LZ_NORTH,28.84,2024-06-17
2024-06-17T21:10:12,LZ_NORTH,28.69,2024-06-17
2024-06-17T21:05:13,LZ_NORTH,29.19,2024-06-17
2024-06-17T21:00:18,LZ_NORTH,28.85,2024-06-17
2024-06-17T20:55:13,LZ_NORTH,26.55,2024-06-17
2024-06-17T20:50:11,LZ_NORTH,29.05,2024-06-17
2024-06-17T20:45:12,LZ_NORTH,30.28,2024-06-17
2024-06-17T20:40:12,LZ_NORTH,28.06,2024-06-17
2024-06-17T20:35:13,LZ_NORTH,28.04,2024-06-17
2024-06-17T20:30:13,LZ_NORTH,28.64,2024-06-17
2024-06-17T20:25:13,LZ_NORTH,29.21,2024-06-17
2024-06-17T20:20:13,LZ_NORTH,28.88,2024-06-17
2024-06-17T20:15:11,LZ_NORTH,29.0,2024-06-17
2024-06-17T20:10:11,LZ_NORTH,31.66,2024-06-17
2024-06-17T20:05:15,LZ_NORTH,29.58,2024-06-17
2024-06-17T20:00:14,LZ_NORTH,38.39,2024-06-17
2024-06-17T19:55:14,LZ_NORTH,49.8,2024-06-17
2024-06-17T19:50:13,LZ_NORTH,49.27,2024-06-17
2024-06-17T19:45:13,LZ_NORTH,49.02,2024-06-17
2024-06-17T19:40:12,LZ_NORTH,71.11,2024-06-17
2024-06-17T19:35:12,LZ_NORTH,58.66,2024-06-17
2024-06-17T19:30:12,LZ_NORTH,62.23,2024-06-17
2024-06-17T19:25:12,LZ_NORTH,92.95,2024-06-17
2024-06-17T19:20:12,LZ_NORTH,81.28,2024-06-17
2024-06-17T19:15:13,LZ_NORTH,62.24,2024-06-17
2024-06-17T19:10:13,LZ_NORTH,51.96,2024-06-17
2024-06-17T19:05:13,LZ_NORTH,43.11,2024-06-17
2024-06-17T19:00:18,LZ_NORTH,52.58,2024-06-17
2024-06-17T18:55:12,LZ_NORTH,27.05,2024-06-17
2024-06-17T18:50:13,LZ_NORTH,42.9,2024-06-17
2024-06-17T18:45:13,LZ_NORTH,29.03,2024-06-17
2024-06-17T18:40:13,LZ_NORTH,28.24,2024-06-17
2024-06-17T18:35:12,LZ_NORTH,25.08,2024-06-17
2024-06-17T18:30:12,LZ_NORTH,27.88,2024-06-17
2024-06-17T18:25:11,LZ_NORTH,28.19,2024-06-17
2024-06-17T18:22:49,LZ_NORTH,23.03,2024-06-17
2024-06-17T18:20:11,LZ_NORTH,22.02,2024-06-17
2024-06-17T18:15:12,LZ_NORTH,27.4,2024-06-17
2024-06-17T18:10:11,LZ_NORTH,24.61,2024-06-17
2024-06-17T18:05:14,LZ_NORTH,22.87,2024-06-17
2024-06-17T18:00:16,LZ_NORTH,58.09,2024-06-17
2024-06-17T17:55:16,LZ_NORTH,45.42,2024-06-17
2024-06-17T17:50:12,LZ_NORTH,117.12,2024-06-17
2024-06-17T17:45:12,LZ_NORTH,45.26,2024-06-17
2024-06-17T17:40:14,LZ_NORTH,33.14,2024-06-17
2024-06-17T17:38:18,LZ_NORTH,36.96,2024-06-17
2024-06-17T17:35:13,LZ_NORTH,28.45,2024-06-17
2024-06-17T17:33:53,LZ_NORTH,26.1,2024-06-17
2024-06-17T17:30:14,LZ_NORTH,41.51,2024-06-17
2024-06-17T17:25:12,LZ_NORTH,25.39,2024-06-17
2024-06-17T17:20:11,LZ_NORTH,28.58,2024-06-17
2024-06-17T17:15:12,LZ_NORTH,30.42,2024-06-17
2024-06-17T17:10:12,LZ_NORTH,32.22,2024-06-17
2024-06-17T17:05:13,LZ_NORTH,22.31,2024-06-17
2024-06-17T17:00:16,LZ_NORTH,25.44,2024-06-17
2024-06-17T16:55:17,LZ_NORTH,24.36,2024-06-17
2024-06-17T16:50:13,LZ_NORTH,43.44,2024-06-17
2024-06-17T16:45:12,LZ_NORTH,60.83,2024-06-17
2024-06-17T16:40:13,LZ_NORTH,56.06,2024-06-17
2024-06-17T16:35:12,LZ_NORTH,30.45,2024-06-17
2024-06-17T16:30:14,LZ_NORTH,27.52,2024-06-17
2024-06-17T16:25:14,LZ_NORTH,33.71,2024-06-17
2024-06-17T16:20:13,LZ_NORTH,28.36,2024-06-17
2024-06-17T16:15:14,LZ_NORTH,27.67,2024-06-17
2024-06-17T16:10:12,LZ_NORTH,22.42,2024-06-17
2024-06-17T16:05:13,LZ_NORTH,21.64,2024-06-17
2024-06-17T16:00:16,LZ_NORTH,21.66,2024-06-17
2024-06-17T15:55:14,LZ_NORTH,23.74,2024-06-17
2024-06-17T15:50:12,LZ_NORTH,20.01,2024-06-17
2024-06-17T15:45:12,LZ_NORTH,20.85,2024-06-17
2024-06-17T15:40:11,LZ_NORTH,20.82,2024-06-17
2024-06-17T15:35:11,LZ_NORTH,20.67,2024-06-17
2024-06-17T15:30:13,LZ_NORTH,21.87,2024-06-17
2024-06-17T15:25:13,LZ_NORTH,38.64,2024-06-17
2024-06-17T15:20:11,LZ_NORTH,43.13,2024-06-17
2024-06-17T15:15:13,LZ_NORTH,21.42,2024-06-17
2024-06-17T15:10:12,LZ_NORTH,20.58,2024-06-17
2024-06-17T15:05:12,LZ_NORTH,44.49,2024-06-17
2024-06-17T15:00:15,LZ_NORTH,22.37,2024-06-17
2024-06-17T14:55:14,LZ_NORTH,21.41,2024-06-17
2024-06-17T14:50:13,LZ_NORTH,21.31,2024-06-17
2024-06-17T14:45:12,LZ_NORTH,21.16,2024-06-17
2024-06-17T14:40:12,LZ_NORTH,21.73,2024-06-17
2024-06-17T14:35:11,LZ_NORTH,21.61,2024-06-17
2024-06-17T14:30:13,LZ_NORTH,21.96,2024-06-17
2024-06-17T14:25:12,LZ_NORTH,20.62,2024-06-17
2024-06-17T14:20:12,LZ_NORTH,20.21,2024-06-17
2024-06-17T14:15:12,LZ_NORTH,22.14,2024-06-17
2024-06-17T14:10:14,LZ_NORTH,19.78,2024-06-17
2024-06-17T14:05:12,LZ_NORTH,20.68,2024-06-17
2024-06-17T14:00:18,LZ_NORTH,19.56,2024-06-17
2024-06-17T13:55:16,LZ_NORTH,20.26,2024-06-17
2024-06-17T13:50:11,LZ_NORTH,20.27,2024-06-17
2024-06-17T13:45:12,LZ_NORTH,22.64,2024-06-17
2024-06-17T13:40:12,LZ_NORTH,26.23,2024-06-17
2024-06-17T13:35:11,LZ_NORTH,31.59,2024-06-17
2024-06-17T13:30:12,LZ_NORTH,93.08,2024-06-17
2024-06-17T13:25:11,LZ_NORTH,152.29,2024-06-17
2024-06-17T13:20:12,LZ_NORTH,111.75,2024-06-17
2024-06-17T13:15:12,LZ_NORTH,68.85,2024-06-17
2024-06-17T13:10:13,LZ_NORTH,172.47,2024-06-17
2024-06-17T13:05:12,LZ_NORTH,394.4,2024-06-17
2024-06-17T13:00:15,LZ_NORTH,116.73,2024-06-17
