bus_id,lat,lng,mw_load,sub_name,sub_num
153,40.71013563337778,-74.00862826665427,118.498,Sub_153,153
154,40.744879276104925,-73.99946567318682,150.508,Sub_154,154
155,40.83631403297274,-73.94076143078148,173.234,Sub_155,155
156,40.86253140092965,-73.92751879276943,174.26,Sub_156,156
157,40.76649589927602,-73.95899332113821,170.724,Sub_157,157
158,40.81025643337985,-73.91247200980708,156.214,Sub_158,158
159,40.68053427327983,-73.97002315671925,195.126,Sub_159,159
160,40.76683531984783,-73.92926068380365,130.906,Sub_160,160
161,40.72641754884723,-74.00367386106092,161.524,Sub_161,161
162,40.73683434936635,-73.79217919661474,115.678,Sub_162,162
163,40.94934131242932,-73.8804307112246,168.006,Sub_163,163
164,40.75552634978678,-73.87995797147123,187.6,Sub_164,164
165,40.66122585313381,-73.99168229808488,192.992,Sub_165,165
166,40.68115503983365,-73.82040399831969,190.442,Sub_166,166
167,40.763852900856676,-73.90427074768851,129.57,Sub_167,167
168,40.601210805713215,-74.0845698902128,170.202,Sub_168,168
169,40.66628919499705,-73.74500835784761,149.192,Sub_169,169
170,40.82290728417542,-73.8913280107387,119.94,Sub_170,170
171,40.68585327334179,-73.85163876050859,193.794,Sub_171,171
172,40.746263009874255,-73.93336412164645,127.402,Sub_172,172
173,40.721933568008595,-73.86995416519463,161.906,Sub_173,173
174,40.810183008775674,-73.94596974778364,178.22,Sub_174,174
175,42.92280405694023,-76.55920797122376,78.398,Sub_175,175
176,40.700046443444315,-73.80092311300754,192.642,Sub_176,176
177,40.885083303890625,-73.90571050876494,185.626,Sub_177,177
178,40.71543738348221,-73.78533470036454,187.62800000000001,Sub_178,178
179,40.700896469432465,-73.74705723875597,172.536,Sub_179,179
180,40.66770031693657,-73.542698411265,138.198,Sub_180,180
181,40.77349223244783,-73.83186434078586,153.058,Sub_181,181
182,40.89071656890212,-73.85077540898033,180.038,Sub_182,182
183,40.76619981902292,-73.7850350551922,168.17600000000002,Sub_183,183
184,40.904908730182015,-73.82699747337983,117.242,Sub_184,184
185,40.91071622152616,-73.78292434291635,123.552,Sub_185,185
186,40.91973630043124,-73.87800380689986,141.916,Sub_186,186
187,40.786892628284484,-73.9420487026276,189.984,Sub_187,187
188,40.734052511926606,-73.7123033219717,128.62,Sub_188,188
189,42.43283760786102,-76.49626551893492,133.774,Sub_189,189
190,40.71352373488725,-73.91590760905541,171.61,Sub_190,190
191,40.63954601921951,-73.71284506138537,102.5,Sub_191,191
192,40.703610274836,-73.61150829195634,173.478,Sub_192,192
193,40.73486713419645,-73.75143691385286,161.584,Sub_193,193
194,42.65464343978349,-73.33586175236806,1.478,Sub_194,194
195,40.72693664185013,-73.96664022406478,189.954,Sub_195,195
196,40.62977509337045,-74.11065420427906,160.222,Sub_196,196
197,40.68742774072621,-73.70422441093233,173.284,Sub_197,197
198,40.68449621667424,-73.38898938354652,184.812,Sub_198,198
199,43.90757864806867,-75.44634380686695,5.5920000000000005,Sub_199,199
200,40.56486251586777,-74.13348477085762,166.43800000000002,Sub_200,200
201,40.83643720658991,-73.83256132980748,192.294,Sub_201,201
202,40.52442455378047,-74.22622828550124,97.898,Sub_202,202
203,40.714163086947494,-73.83078573195169,192.622,Sub_203,203
204,40.673658609927315,-73.46233960017395,193.16400000000002,Sub_204,204
205,40.74325315752723,-73.63824001868282,138.63,Sub_205,205
206,42.876707232142856,-73.3511302917223,11.984,Sub_206,206
207,42.98482849707201,-78.86977345795448,171.79,Sub_207,207
208,42.38441720462046,-79.45251482178219,7.272,Sub_208,208
209,40.72358253155932,-73.24641803423344,167.906,Sub_209,209
210,44.70275899371252,-73.47160717645689,68.708,Sub_210,210
211,43.186853716605164,-76.56110256236163,8.13,Sub_211,211
212,40.94070437046272,-73.81734570053635,154.002,Sub_212,212
213,43.14608744726236,-77.60425659000231,138.952,Sub_213,213
214,42.940064378061486,-78.83099924511252,165.116,Sub_214,214
215,40.67730077416988,-73.78163842114596,163.53,Sub_215,215
216,42.35037166036157,-77.343911300385,23.896,Sub_216,216
217,40.65519478499771,-73.59221717284684,188.398,Sub_217,217
218,42.90823660175169,-78.87669167572457,160.302,Sub_218,218
219,41.01892347201791,-73.68203395912353,90.272,Sub_219,219
220,40.687332839185366,-73.98470504563232,177.94400000000002,Sub_220,220
221,43.25239167161353,-77.66832539829555,122.50200000000001,Sub_221,221
222,42.03661388873673,-78.29844129270798,5.8420000000000005,Sub_222,222
223,40.60303491362042,-73.75602131062494,173.328,Sub_223,223
224,42.629178926398176,-73.5158102704204,15.842,Sub_224,224
225,40.651785986900926,-73.65176682675953,192.38,Sub_225,225
226,40.582578280342574,-73.94801880243139,160.89600000000002,Sub_226,226
227,40.861351296728685,-73.05650953650667,146.302,Sub_227,227
228,40.58762393983875,-73.81584392392513,113.36200000000001,Sub_228,228
229,40.985188062478805,-73.85318037409483,100.258,Sub_229,229
230,41.00477802850408,-73.77373739126455,174.782,Sub_230,230
231,43.06459858419011,-76.14299893138943,164.96,Sub_231,231
232,40.741945523029024,-73.56890067903925,179.86,Sub_232,232
233,43.21582124711716,-75.46152508962663,83.078,Sub_233,233
234,40.77999639011903,-73.73412550366567,134.764,Sub_234,234
235,40.8536918671386,-73.30769260849483,139.002,Sub_235,235
236,42.87700102380265,-78.81977008475876,180.064,Sub_236,236
237,40.96023836540676,-73.72784526093311,135.46,Sub_237,237
238,43.43852962086106,-76.45759653798409,71.214,Sub_238,238
239,42.909488290686184,-78.7321659134983,157.916,Sub_239,239
240,40.59665938867713,-74.00065333225282,178.93,Sub_240,240
241,40.8025944828777,-73.91681272622733,173.75,Sub_241,241
242,43.73816447943445,-74.36599999228793,1.556,Sub_242,242
243,42.729046239085235,-76.20733731226612,14.43,Sub_243,243
244,40.77280313407103,-73.50603382276911,174.236,Sub_244,244
245,40.8029754691117,-73.09318998619439,172.104,Sub_245,245
246,40.807635455487436,-73.37274870539073,170.626,Sub_246,246
247,40.83683609182777,-73.50569394587413,95.592,Sub_247,247
248,43.596788249999996,-73.49355490625,0.768,Sub_248,248
249,43.75742345483764,-75.53183084085116,18.046,Sub_249,249
250,43.197788325401476,-77.5657742040495,149.94400000000002,Sub_250,250
251,41.10790500645569,-73.81311081534265,129.808,Sub_251,251
252,41.37037012726225,-74.3548879881268,34.7,Sub_252,252
253,41.048418283888765,-73.79800263681504,134.13,Sub_253,253
254,43.044180468183995,-78.67576029601531,58.524,Sub_254,254
255,40.59199643330026,-73.64669814672044,94.738,Sub_255,255
256,40.71891148903065,-73.67134969560469,184.97,Sub_256,256
257,41.24632958995996,-73.55696338672767,27.968,Sub_257,257
258,42.7499284792645,-73.90265002599808,111.162,Sub_258,258
259,44.859523918770584,-75.11956054774973,3.644,Sub_259,259
260,42.50575210762607,-76.6848328607011,13.008000000000001,Sub_260,260
261,42.58506210226804,-75.11878127670103,4.8500000000000005,Sub_261,261
262,42.80871569167458,-73.8928485943653,126.36,Sub_262,262
263,43.17560334829819,-77.63254840321734,194.322,Sub_263,263
264,42.08081872365345,-79.26437206181997,88.968,Sub_264,264
265,40.728942730704766,-73.38965326936273,177.79,Sub_265,265
266,40.811882787562524,-73.67369645721918,152.732,Sub_266,266
267,42.9794123110491,-78.74870840072433,168.43,Sub_267,267
268,42.04810006543823,-76.37846669690525,8.466,Sub_268,268
269,43.66260427764706,-74.07510127388235,4.25,Sub_269,269
270,41.37121822348965,-73.9693696442151,33.138,Sub_270,270
271,41.01219001272412,-72.16643410237133,34.58,Sub_271,271
272,43.52451943693108,-73.79263902916588,10.766,Sub_272,272
273,40.86486563911487,-73.60854974873351,121.202,Sub_273,273
274,42.21908980943904,-76.83531741403075,43.818,Sub_274,274
275,42.76180074276132,-73.60537525969615,138.354,Sub_275,275
276,41.29930810154045,-73.69603363085733,49.596000000000004,Sub_276,276
277,44.09860980859917,-74.9896501705964,1.442,Sub_277,277
278,42.20319646973486,-75.53873649674837,7.996,Sub_278,278
279,43.81498622740873,-76.2134742160383,3.342,Sub_279,279
280,43.35591008405716,-73.33707350294199,14.276,Sub_280,280
281,42.409168017010934,-75.41878026123938,4.938,Sub_281,281
282,44.654906389958654,-74.92631158795038,33.86,Sub_282,282
283,40.76518780762349,-73.18444719826978,121.834,Sub_283,283
284,42.88081657289735,-77.47233377431316,11.866,Sub_284,284
285,44.29722066963351,-75.95901394921466,3.8200000000000003,Sub_285,285
286,40.85971920762983,-72.98086833465733,156.596,Sub_286,286
287,43.7167771032371,-74.98953186526684,2.286,Sub_287,287
288,42.04380023978356,-75.86523434586496,49.528,Sub_288,288
289,41.08039937094213,-73.97182296720284,191.48000000000002,Sub_289,289
290,43.07052177507751,-76.60387424252424,19.998,Sub_290,290
291,43.74557329268292,-75.3105842020906,3.444,Sub_291,291
292,42.603187694915256,-78.21804149152541,5.192,Sub_292,292
293,42.64358059897868,-78.0689341862421,6.658,Sub_293,293
294,43.13931750867208,-76.1781306734023,178.85,Sub_294,294
295,42.72760202173912,-75.10647846669005,5.704,Sub_295,295
296,43.13832209751522,-74.33013839821585,52.238,Sub_296,296
297,43.348306817121184,-75.53213725171358,13.714,Sub_297,297
298,42.703533757640585,-77.68519443245721,6.5440000000000005,Sub_298,298
299,42.41355637169518,-74.40092960031106,2.572,Sub_299,299
300,43.05312919483589,-76.25841292461456,90.548,Sub_300,300
301,43.25590337866109,-75.83845750348674,5.736,Sub_301,301
302,43.05935953594591,-78.81230734435958,159.74,Sub_302,302
303,41.8293572343121,-74.20184123644329,16.892,Sub_303,303
304,43.0756509562371,-75.80308882275145,45.518,Sub_304,304
305,42.429594581137835,-74.88797956662847,5.238,Sub_305,305
306,41.50425606190256,-73.91839597093377,82.226,Sub_306,306
307,42.82502158000253,-78.78249131679513,142.458,Sub_307,307
308,43.16747834671552,-77.71571315404344,191.05,Sub_308,308
309,42.48619164987105,-76.31527339317596,20.164,Sub_309,309
310,42.33546202660754,-75.11733359645233,4.51,Sub_310,310
311,43.32450033766896,-78.5683454297373,7.8420000000000005,Sub_311,311
312,43.01094835584415,-74.40341436103895,30.03,Sub_312,312
313,42.64904726983332,-73.78346733058916,147.70600000000002,Sub_313,313
314,42.97784603009229,-73.87499115681399,102.95,Sub_314,314
315,43.574732634920636,-74.40083553174604,1.512,Sub_315,315
316,44.31844510640496,-75.7790402035124,3.872,Sub_316,316
317,43.27899806288569,-78.74904440885494,20.418,Sub_317,317
318,40.89576982044563,-73.3963152923058,145.772,Sub_318,318
319,42.573789020999,-76.20237390350788,58.098,Sub_319,319
320,41.39733643299792,-73.59496837270405,50.088,Sub_320,320
321,42.0545694683597,-76.53739294796004,19.216,Sub_321,321
322,42.988852382000076,-77.39169716919785,55.178000000000004,Sub_322,322
323,42.56438081959228,-77.55388371243009,11.086,Sub_323,323
324,42.207062353875024,-75.72830965853659,13.858,Sub_324,324
325,43.33084682841823,-78.08099994101876,7.46,Sub_325,325
326,42.41932983636966,-78.680575451474,6.038,Sub_326,326
327,44.072691375771605,-73.4841325447531,7.776,Sub_327,327
328,43.53488253154319,-75.97132257198318,6.182,Sub_328,328
329,42.748980777433935,-78.73494158439067,64.628,Sub_329,329
330,44.580496937208096,-75.1427871541256,23.124,Sub_330,330
331,41.444661020943144,-74.18269582981928,42.496,Sub_331,331
332,42.88950295556896,-73.5091582402493,9.948,Sub_332,332
333,43.087508581579705,-77.05892027572789,41.628,Sub_333,333
334,42.66087788867562,-75.64157437619963,5.21,Sub_334,334
335,42.73615853308128,-77.24687582986768,6.348,Sub_335,335
336,40.85201315222602,-73.19611922183084,191.912,Sub_336,336
337,42.41413248176247,-73.49141105631747,6.854,Sub_337,337
338,42.21811939876303,-73.75138296375867,36.864000000000004,Sub_338,338
339,42.54310822602836,-78.88795327319949,14.246,Sub_339,339
340,42.29215042556617,-75.43826234270688,18.634,Sub_340,340
341,43.2442513941646,-78.95263033883842,21.798000000000002,Sub_341,341
342,42.582305246659445,-77.16126729758035,5.538,Sub_342,342
343,42.1806951871345,-74.9424163380117,3.42,Sub_343,343
344,42.20820231708316,-78.32341849405981,14.646,Sub_344,344
345,44.70811899332094,-73.65886231848158,23.656,Sub_345,345
346,40.91261193419515,-72.39530786288937,29.086000000000002,Sub_346,346
347,41.45479029968735,-74.68038793702546,8.956,Sub_347,347
348,42.19190607943714,-74.50181561915569,4.406,Sub_348,348
349,42.570908878108845,-77.88972723122383,8.122,Sub_349,349
350,42.60278410094432,-76.396381487789,18.426000000000002,Sub_350,350
351,40.923591054374505,-73.09409207380288,192.296,Sub_351,351
352,44.04741360901274,-75.79844676198623,44.426,Sub_352,352
353,43.672638474543085,-73.634342683094,6.128,Sub_353,353
354,42.408466514621225,-73.68343872100698,26.058,Sub_354,354
355,42.753896409530114,-73.73612697670798,187.532,Sub_355,355
356,40.65944688750828,-73.91289292403908,193.15200000000002,Sub_356,356
357,41.58828435614307,-74.54488751982893,15.432,Sub_357,357
358,42.61680550507224,-79.03334462196433,26.024,Sub_358,358
359,42.169633897268234,-79.14934756538797,13.764000000000001,Sub_359,359
360,43.10047860410299,-77.52923637203924,174.702,Sub_360,360
361,44.83270350564727,-73.55141357688966,11.51,Sub_361,361
362,41.92504618859365,-74.7372905469864,9.258000000000001,Sub_362,362
363,43.0785639776739,-77.82157973681605,36.37,Sub_363,363
364,41.256781623879625,-74.35633067498074,49.314,Sub_364,364
365,42.455141534263184,-77.47126622437841,9.894,Sub_365,365
366,42.07547639648866,-79.45819676444769,10.936,Sub_366,366
367,41.508766249522935,-74.30984241279292,52.404,Sub_367,367
368,42.6037193634851,-78.39228953032824,13.222,Sub_368,368
369,41.86890371868171,-74.02038242084097,22.878,Sub_369,369
370,42.07818912346843,-74.49039028463713,2.122,Sub_370,370
371,44.287426882352946,-74.61997847058824,0.272,Sub_371,371
372,41.73817723673071,-74.06198514040437,67.562,Sub_372,372
373,44.202982494568325,-75.74821041738136,10.494,Sub_373,373
374,42.54239988794233,-74.33610784316296,9.156,Sub_374,374
375,42.792015213128245,-78.59667612599696,63.192,Sub_375,375
376,42.218888368766734,-77.9841010737047,8.222,Sub_376,376
377,43.08070094166871,-76.0063016026658,73.374,Sub_377,377
378,44.302182625616766,-74.13809971312054,19.862000000000002,Sub_378,378
379,41.51095387673956,-74.84868924850895,9.054,Sub_379,379
380,43.22495924901703,-75.66742834649409,12.208,Sub_380,380
381,40.805237939496685,-72.83366635859045,182.866,Sub_381,381
382,42.66343339233285,-74.0150772882236,31.198,Sub_382,382
383,43.24982473684993,-73.53008886511421,26.882,Sub_383,383
384,42.49117231665228,-74.64617005608284,4.636,Sub_384,384
385,41.44047582728682,-74.4812521791291,120.014,Sub_385,385
386,42.97666612604129,-73.64316140383919,16.566,Sub_386,386
387,41.3267319789319,-74.1946429090411,160.622,Sub_387,387
388,42.603839557167234,-74.54738759215017,7.032,Sub_388,388
389,42.94435747709924,-75.64644552970462,12.052,Sub_389,389
390,42.91969479768358,-76.34436829528093,32.464,Sub_390,390
391,43.02030055001466,-73.37056796890585,13.636000000000001,Sub_391,391
392,43.35264988539582,-75.16192606058874,6.998,Sub_392,392
393,42.44386755249465,-75.19883087725742,6.534,Sub_393,393
394,42.233365481971155,-74.18433523958333,4.992,Sub_394,394
395,40.70549713494274,-73.50865847847774,192.452,Sub_395,395
396,43.091726390230676,-73.54978134880145,22.11,Sub_396,396
397,42.6758595882246,-73.84695351456577,175.892,Sub_397,397
398,43.98011972378277,-75.60291169073032,21.36,Sub_398,398
399,42.98309671600089,-78.92901076604527,90.12,Sub_399,399
400,42.17118508552089,-75.18434730262507,12.114,Sub_400,400
401,42.654632088968725,-75.28344757375316,9.464,Sub_401,401
402,42.78817027259944,-76.63363241181197,9.956,Sub_402,402
403,42.75266740555446,-73.41210522375418,10.154,Sub_403,403
404,42.87116393905417,-73.76588116449892,120.402,Sub_404,404
405,42.94109672812881,-74.18223515198709,60.742000000000004,Sub_405,405
406,43.53090928196721,-73.98448786557377,2.44,Sub_406,406
407,44.794258288726816,-74.9750953976534,12.614,Sub_407,407
408,42.584774034482756,-74.17885268965517,5.742,Sub_408,408
409,42.83191371252922,-77.61634467789419,23.098,Sub_409,409
410,41.54115199068808,-73.59767008832387,35.868,Sub_410,410
411,42.484142319924096,-79.16156991941808,15.81,Sub_411,411
412,42.14050818827506,-77.0592325529663,62.738,Sub_412,412
413,42.84045214239819,-78.31220346451856,21.166,Sub_413,413
414,44.758338627866834,-75.22658843896424,8.11,Sub_414,414
415,42.96118044332419,-75.99415317970198,53.956,Sub_415,415
416,42.065057821986606,-78.14584041043527,7.168,Sub_416,416
417,42.8709392304038,-74.38088045368171,8.42,Sub_417,417
418,42.524732427276234,-73.85078836426183,31.104,Sub_418,418
419,44.4681838704955,-75.33810866328828,5.328,Sub_419,419
420,41.29142151622958,-73.86470187451685,192.488,Sub_420,420
421,44.50831048291336,-73.76098254884363,5.7940000000000005,Sub_421,421
422,42.60418696632768,-74.76598261898305,8.85,Sub_422,422
423,40.830160489884506,-73.8167773533112,176.46200000000002,Sub_423,423
424,43.34986303946132,-74.0107003382399,6.386,Sub_424,424
425,40.75456079698631,-73.01979349584337,195.11,Sub_425,425
426,42.27517896554279,-77.20583409040385,10.796,Sub_426,426
427,43.302885034448074,-76.5929534231833,15.908,Sub_427,427
428,44.212475581395346,-74.86385297674418,1.032,Sub_428,428
429,43.01487877516547,-76.14444364967798,179.492,Sub_429,429
430,42.72633699758329,-74.90666415933022,11.586,Sub_430,430
431,42.16759730281836,-75.92366666034847,144.978,Sub_431,431
432,41.41513591531059,-73.75265441090231,119.09400000000001,Sub_432,432
433,41.69298460305957,-74.82766124932904,7.452,Sub_433,433
434,42.440010791500754,-79.32146086996539,61.276,Sub_434,434
435,40.57075510389905,-74.17983239491154,176.556,Sub_435,435
436,43.07359120220671,-74.66743169455079,17.764,Sub_436,436
437,42.318292985913864,-73.58865649174459,17.322,Sub_437,437
438,42.284576761099366,-74.37439121934462,3.7840000000000003,Sub_438,438
439,42.0786210743427,-77.62760730009067,4.412,Sub_439,439
440,43.20155542852826,-77.88050247567242,79.416,Sub_440,440
441,42.53628296843537,-73.39911487510204,7.3500000000000005,Sub_441,441
442,43.08826425588862,-75.26480634193128,168.8,Sub_442,442
443,42.32523653133705,-78.15168591016713,5.744,Sub_443,443
444,43.111420109685085,-77.40405435413633,156.612,Sub_444,444
445,42.56581496398799,-74.94734427975992,5.998,Sub_445,445
446,44.5796045432703,-75.39646704449387,8.99,Sub_446,446
447,42.21390789608496,-76.64820769096211,9.604000000000001,Sub_447,447
448,43.18834496259923,-76.08488848931991,48.876,Sub_448,448
449,41.98406947935328,-74.02138170625705,90.426,Sub_449,449
450,43.64322134697933,-73.83580905166932,5.032,Sub_450,450
451,43.19033859260691,-73.89338596922124,25.862000000000002,Sub_451,451
452,42.507077412219104,-75.33357060042134,8.544,Sub_452,452
453,42.891278272742504,-75.20106166979393,11.938,Sub_453,453
454,42.70201953550567,-78.86588696186428,130.796,Sub_454,454
455,42.71908082146652,-77.5285373103082,9.41,Sub_455,455
456,42.084057713019874,-78.44632111942207,50.108000000000004,Sub_456,456
457,42.804717721780136,-75.36599436310051,6.7860000000000005,Sub_457,457
458,41.57528479595531,-73.8341558383014,134.794,Sub_458,458
459,43.06498382738166,-76.44336237584531,16.858,Sub_459,459
460,42.060016221665435,-74.1239953696389,13.57,Sub_460,460
461,43.44907887306407,-73.48535070649864,13.172,Sub_461,461
462,42.66085152032007,-77.05739601473995,28.494,Sub_462,462
463,41.18763687721478,-73.99498868525731,165.818,Sub_463,463
464,42.77102830689207,-74.74379578413524,4.614,Sub_464,464
465,42.452124056935986,-78.50277151012013,12.154,Sub_465,465
466,42.405874283295994,-74.05920082561613,16.068,Sub_466,466
467,43.02347786990415,-75.40061742025559,31.3,Sub_467,467
468,42.08935376775747,-73.95431459931953,52.316,Sub_468,468
469,42.84014749916644,-74.02099140869232,119.968,Sub_469,469
470,42.09066792163009,-76.21674390689655,38.28,Sub_470,470
