substation_id,lat,lng,mw_load,assigned_generators,total_assigned_gen_mw,substation_type,has_high_voltage_345kv,has_high_voltage_115kv
93,42.917854,-75.363169,6.47,,0.0,A,False,True
94,43.460774,-75.552463,1.076,,0.0,A,False,True
95,43.968892,-75.906501,73.964,,0.0,A,False,True
96,44.26094,-75.613698,3.396,,0.0,A,False,True
97,44.870613,-74.750443,5.396,,0.0,A,False,True
98,44.114766,-76.290981,3.0500000000000003,,0.0,A,False,True
99,44.538101,-74.928377,2.94,,0.0,A,False,True
100,43.830086,-75.734774,4.542,CPHGN,79.9,B,False,True
101,44.335388,-75.455879,20.11,,0.0,A,False,True
102,44.150623,-75.318207,4.112,,0.0,A,False,True
103,44.432661,-75.186773,3.088,,0.0,A,False,True
104,43.738005,-75.86338,0.764,,0.0,A,False,True
105,44.933698,-74.883295,32.358000000000004,,0.0,A,False,True
106,44.04846,-75.434366,1.252,,0.0,A,False,True
107,44.668123,-75.483114,31.740000000000002,,0.0,A,False,True
108,44.167379,-75.116735,0.9520000000000001,,0.0,A,False,True
109,44.470543,-74.660706,0.878,,0.0,A,False,True
110,44.356596,-75.013141,1.684,,0.0,A,False,True
111,44.439018,-74.838177,0.916,,0.0,A,False,True
112,43.985747,-76.246105,0.8160000000000001,,0.0,A,False,True
113,44.754714,-74.810347,3.552,,0.0,A,False,True
114,42.30696,-74.926915,11.022,,0.0,A,False,True
115,42.088461,-75.447935,5.766,,0.0,A,False,True
116,42.359214,-75.759499,10.916,,0.0,A,False,True
117,41.993662,-75.266006,5.3180000000000005,,0.0,A,False,True
118,42.456883,-76.067124,8.262,,0.0,A,False,True
119,42.234926,-76.164054,7.976,,0.0,A,False,True
120,42.547866,-75.530855,25.802,,0.0,A,False,True
121,42.483412,-75.036892,44.314,,0.0,A,False,True
122,42.437694,-75.627357,10.238,,0.0,A,False,True
123,42.033057,-75.617207,12.406,,0.0,A,False,True
124,43.157758,-78.701995,99.584,,0.0,A,False,True
125,43.235972,-78.216477,27.342000000000002,,0.0,A,False,True
126,42.856357,-77.303497,56.11,,0.0,A,False,True
127,42.570141,-77.733764,22.548000000000002,,0.0,A,False,True
128,43.205212,-78.057685,14.662,,0.0,A,False,True
129,42.645223,-77.39977,9.084,,0.0,A,False,True
130,42.964101,-77.032088,7.996,,0.0,A,False,True
131,42.765059,-76.848967,9.168000000000001,,0.0,A,False,True
132,42.735221,-78.171092,11.82,,0.0,A,False,True
133,42.356494,-77.982064,2.842,,0.0,A,False,True
134,42.183745,-79.361923,6.102,,0.0,A,False,True
135,42.046328,-79.66983,5.446,,0.0,A,False,True
136,42.32905,-78.428611,8.544,,0.0,A,False,True
137,42.055006,-79.084541,6.638,,0.0,A,False,True
138,42.192604,-78.146295,4.8420000000000005,,0.0,A,False,True
139,42.233756,-78.804596,6.292,,0.0,A,False,True
140,42.490667,-77.026107,11.894,,0.0,A,False,True
141,42.320079,-77.646339,24.894000000000002,,0.0,A,False,True
142,42.02979,-77.134956,2.464,,0.0,A,False,True
143,42.34315,-76.618094,10.862,,0.0,A,False,True
144,42.08144,-77.940922,17.914,,0.0,A,False,True
145,42.020695,-77.792636,1.544,,0.0,A,False,True
146,42.053364,-77.4295,3.544,,0.0,A,False,True
147,41.17426662499999,-74.127691325,0.0,,0.0,A,False,True
148,40.77591925827853,-73.98333432927895,137.464,,0.0,A,False,True
149,40.74279561909324,-73.97994382997435,175.35,,0.0,A,False,True
150,40.756515270156804,-73.96947999561284,95.278,,0.0,A,True,True
151,40.77534991791679,-73.95430344835847,143.586,,0.0,A,False,True
152,40.76252636991219,-73.98878598145005,163.774,,0.0,A,True,True
153,40.71013563337778,-74.00862826665427,118.498,,0.0,A,False,True
154,40.744879276104925,-73.99946567318682,150.508,,0.0,A,True,True
155,40.83631403297274,-73.94076143078148,173.234,,0.0,A,False,True
156,40.86253140092965,-73.92751879276943,174.26,,0.0,A,False,True
157,40.76649589927602,-73.95899332113821,170.724,,0.0,A,False,True
158,40.81025643337985,-73.91247200980708,156.214,,0.0,A,True,True
159,40.68053427327983,-73.97002315671925,195.126,,0.0,A,False,True
160,40.76683531984783,-73.92926068380365,130.906,,0.0,A,False,True
161,40.72641754884723,-74.00367386106092,161.524,,0.0,A,False,True
162,40.73683434936635,-73.79217919661474,115.678,,0.0,A,False,True
163,40.94934131242932,-73.8804307112246,168.006,,0.0,A,True,True
164,40.75552634978678,-73.87995797147123,187.6,,0.0,A,False,True
165,40.66122585313381,-73.99168229808488,192.992,,0.0,A,True,True
166,40.68115503983365,-73.82040399831969,190.442,,0.0,A,True,True
167,40.763852900856676,-73.90427074768851,129.57,,0.0,A,True,True
168,40.601210805713215,-74.0845698902128,170.202,ESSFH;N01;1;NT21;NT22;NT23,121.5,B,False,True
169,40.66628919499705,-73.74500835784761,149.192,,0.0,A,False,True
170,40.82290728417542,-73.8913280107387,119.94,,0.0,A,False,True
171,40.68585327334179,-73.85163876050859,193.794,,0.0,A,False,True
172,40.746263009874255,-73.93336412164645,127.402,,0.0,A,False,True
173,40.721933568008595,-73.86995416519463,161.906,,0.0,A,False,True
174,40.810183008775674,-73.94596974778364,178.22,,0.0,A,True,True
175,42.92280405694023,-76.55920797122376,78.398,,0.0,A,False,True
176,40.700046443444315,-73.80092311300754,192.642,ST2,250.0,B,False,True
177,40.885083303890625,-73.90571050876494,185.626,,0.0,A,False,True
178,40.71543738348221,-73.78533470036454,187.62800000000001,,0.0,A,False,True
179,40.700896469432465,-73.74705723875597,172.536,ESS98;1;2;MER01;S049;ST2,317.0,B,True,True
180,40.66770031693657,-73.542698411265,138.198,,0.0,A,False,True
181,40.77349223244783,-73.83186434078586,153.058,,0.0,A,True,True
182,40.89071656890212,-73.85077540898033,180.038,,0.0,A,False,True
183,40.76619981902292,-73.7850350551922,168.17600000000002,,0.0,A,True,True
184,40.904908730182015,-73.82699747337983,117.242,,0.0,A,False,True
185,40.91071622152616,-73.78292434291635,123.552,,0.0,A,False,True
186,40.91973630043124,-73.87800380689986,141.916,,0.0,A,False,True
187,40.786892628284484,-73.9420487026276,189.984,,0.0,A,True,True
188,40.734052511926606,-73.7123033219717,128.62,,0.0,A,False,True
189,42.43283760786102,-76.49626551893492,133.774,,0.0,A,False,True
190,40.71352373488725,-73.91590760905541,171.61,,0.0,A,True,True
191,40.63954601921951,-73.71284506138537,102.5,,0.0,A,False,True
192,40.703610274836,-73.61150829195634,173.478,,0.0,A,False,True
193,40.73486713419645,-73.75143691385286,161.584,,0.0,A,True,True
194,42.65464343978349,-73.33586175236806,1.478,,0.0,A,False,True
195,40.72693664185013,-73.96664022406478,189.954,,0.0,A,True,True
196,40.62977509337045,-74.11065420427906,160.222,,0.0,A,False,True
197,40.68742774072621,-73.70422441093233,173.284,14;12;13;11;10;9;GEN1;GEN2;GEN3;ST1,338.6,B,False,True
198,40.68449621667424,-73.38898938354652,184.812,CG1;CG2;CG3;CG4;CG5;SLBAB;GEN1;CTG;STG;DNN1;NRT1;CEDR1;GEN5,173.8,B,False,True
199,43.90757864806867,-75.44634380686695,5.5920000000000005,,0.0,A,False,True
200,40.56486251586777,-74.13348477085762,166.43800000000002,,0.0,A,False,True
201,40.83643720658991,-73.83256132980748,192.294,ND001;ND002;GEN2;GEN3;GEN4;U0007;GEN4;GEN3;C3245;ES006;ES007;S0001;S0002;S0003;GEN1;GEN2;GEN3;GEN4;GEN5;GEN6;HG01;HG02;18002,174.7,B,False,True
202,40.52442455378047,-74.22622828550124,97.898,,0.0,A,False,True
203,40.714163086947494,-73.83078573195169,192.622,,0.0,A,False,True
204,40.673658609927315,-73.46233960017395,193.16400000000002,,0.0,A,True,True
205,40.74325315752723,-73.63824001868282,138.63,GEN1;3;2;CT5,145.1,B,False,True
206,42.876707232142856,-73.3511302917223,11.984,,0.0,A,False,True
207,42.98482849707201,-78.86977345795448,171.79,,0.0,A,False,True
208,42.38441720462046,-79.45251482178219,7.272,,0.0,A,False,True
209,40.72358253155932,-73.24641803423344,167.906,,0.0,A,False,True
210,44.70275899371252,-73.47160717645689,68.708,,0.0,A,False,True
211,43.186853716605164,-76.56110256236163,8.13,,0.0,A,False,True
212,40.94070437046272,-73.81734570053635,154.002,,0.0,A,False,True
213,43.14608744726236,-77.60425659000231,138.952,,0.0,A,True,True
214,42.940064378061486,-78.83099924511252,165.116,,0.0,A,False,True
215,40.67730077416988,-73.78163842114596,163.53,,0.0,A,False,True
216,42.35037166036157,-77.343911300385,23.896,,0.0,A,False,True
217,40.65519478499771,-73.59221717284684,188.398,,0.0,A,True,True
218,42.90823660175169,-78.87669167572457,160.302,,0.0,A,False,True
219,41.01892347201791,-73.68203395912353,90.272,,0.0,A,True,True
220,40.687332839185366,-73.98470504563232,177.94400000000002,,0.0,A,False,True
221,43.25239167161353,-77.66832539829555,122.50200000000001,,0.0,A,False,True
222,42.03661388873673,-78.29844129270798,5.8420000000000005,,0.0,A,False,True
223,40.60303491362042,-73.75602131062494,173.328,,0.0,A,True,True
224,42.629178926398176,-73.5158102704204,15.842,,0.0,A,False,True
225,40.651785986900926,-73.65176682675953,192.38,,0.0,A,False,True
226,40.582578280342574,-73.94801880243139,160.89600000000002,,0.0,A,False,True
227,40.861351296728685,-73.05650953650667,146.302,,0.0,A,True,True
228,40.58762393983875,-73.81584392392513,113.36200000000001,,0.0,A,True,True
229,40.985188062478805,-73.85318037409483,100.258,,0.0,A,False,True
230,41.00477802850408,-73.77373739126455,174.782,,0.0,A,False,True
231,43.06459858419011,-76.14299893138943,164.96,,0.0,A,False,True
232,40.741945523029024,-73.56890067903925,179.86,,0.0,A,False,True
233,43.21582124711716,-75.46152508962663,83.078,NECA;10016;MRT01;TRSP;10991;ONW;ONS;PV1;JR;81722;10998;SR5;FOX;GEN1;GEN2,108.5,B,False,True
234,40.77999639011903,-73.73412550366567,134.764,,0.0,A,False,True
235,40.8536918671386,-73.30769260849483,139.002,,0.0,A,False,True
236,42.87700102380265,-78.81977008475876,180.064,,0.0,A,False,True
237,40.96023836540676,-73.72784526093311,135.46,,0.0,A,False,True
238,43.43852962086106,-76.45759653798409,71.214,,0.0,A,False,True
239,42.909488290686184,-78.7321659134983,157.916,,0.0,A,True,True
240,40.59665938867713,-74.00065333225282,178.93,,0.0,A,True,True
241,40.8025944828777,-73.91681272622733,173.75,,0.0,A,True,True
242,43.73816447943445,-74.36599999228793,1.556,,0.0,A,False,True
243,42.729046239085235,-76.20733731226612,14.43,,0.0,A,False,True
244,40.77280313407103,-73.50603382276911,174.236,,0.0,A,True,True
245,40.8029754691117,-73.09318998619439,172.104,,0.0,A,True,True
246,40.807635455487436,-73.37274870539073,170.626,,0.0,A,False,True
247,40.83683609182777,-73.50569394587413,95.592,,0.0,A,False,True
248,43.596788249999996,-73.49355490625,0.768,,0.0,A,False,True
249,43.75742345483764,-75.53183084085116,18.046,,0.0,A,False,True
250,43.197788325401476,-77.5657742040495,149.94400000000002,,0.0,A,True,True
251,41.10790500645569,-73.81311081534265,129.808,,0.0,A,True,True
252,41.37037012726225,-74.3548879881268,34.7,,0.0,A,False,True
253,41.048418283888765,-73.79800263681504,134.13,,0.0,A,False,True
254,43.044180468183995,-78.67576029601531,58.524,,0.0,A,True,True
255,40.59199643330026,-73.64669814672044,94.738,,0.0,A,False,True
256,40.71891148903065,-73.67134969560469,184.97,,0.0,A,True,True
257,41.24632958995996,-73.55696338672767,27.968,,0.0,A,False,True
258,42.7499284792645,-73.90265002599808,111.162,,0.0,A,False,True
259,44.859523918770584,-75.11956054774973,3.644,,0.0,A,False,True
260,42.50575210762607,-76.6848328607011,13.008000000000001,,0.0,A,False,True
261,42.58506210226804,-75.11878127670103,4.8500000000000005,,0.0,A,False,True
262,42.80871569167458,-73.8928485943653,126.36,,0.0,A,True,True
263,43.17560334829819,-77.63254840321734,194.322,TWLL;RICH1;100;PV1;PV1;19;1;2;BO;10889;20206;GEN1;20205;DAUM;GEN10;GEN11;GEN9;GEN1;GEN2;GEN3;GEN4;GEN5;GEN6;GEN7;GEN8;28;29;29;GATES;BEALS;ALLIS;ARGOS;30;NYRWY;1;2;3;6081;FLS1;WT1;WT2;10997;GEN1;GEN2;65002;KNPPE;KNPPW;10;11;12;GE15;GE16;GE17;GE18;GE10;GE11;GE12;GE13;GE14;GEN1;GEN2;GEN3;GEN4;GEN5;GEN6;GEN7;GEN8;GEN9;1;10968;10975;MAINR;1,373.60000000000014,B,False,True
264,42.08081872365345,-79.26437206181997,88.968,,0.0,A,False,True
265,40.728942730704766,-73.38965326936273,177.79,,0.0,A,False,True
266,40.811882787562524,-73.67369645721918,152.732,GT2;GT3;GT4;GT5,216.0,B,False,True
267,42.9794123110491,-78.74870840072433,168.43,,0.0,A,False,True
268,42.04810006543823,-76.37846669690525,8.466,,0.0,A,False,True
269,43.66260427764706,-74.07510127388235,4.25,,0.0,A,False,True
270,41.37121822348965,-73.9693696442151,33.138,,0.0,A,False,True
271,41.01219001272412,-72.16643410237133,34.58,,0.0,A,False,True
272,43.52451943693108,-73.79263902916588,10.766,,0.0,A,False,True
273,40.86486563911487,-73.60854974873351,121.202,,0.0,A,True,True
274,42.21908980943904,-76.83531741403075,43.818,,0.0,A,False,True
275,42.76180074276132,-73.60537525969615,138.354,,0.0,A,False,True
276,41.29930810154045,-73.69603363085733,49.596000000000004,,0.0,A,False,True
277,44.09860980859917,-74.9896501705964,1.442,,0.0,A,False,True
278,42.20319646973486,-75.53873649674837,7.996,,0.0,A,False,True
279,43.81498622740873,-76.2134742160383,3.342,,0.0,A,False,True
280,43.35591008405716,-73.33707350294199,14.276,,0.0,A,False,True
281,42.409168017010934,-75.41878026123938,4.938,,0.0,A,False,True
282,44.654906389958654,-74.92631158795038,33.86,,0.0,A,False,True
283,40.76518780762349,-73.18444719826978,121.834,,0.0,A,False,True
284,42.88081657289735,-77.47233377431316,11.866,,0.0,A,False,True
285,44.29722066963351,-75.95901394921466,3.8200000000000003,,0.0,A,False,True
286,40.85971920762983,-72.98086833465733,156.596,,0.0,A,False,True
287,43.7167771032371,-74.98953186526684,2.286,,0.0,A,False,True
288,42.04380023978356,-75.86523434586496,49.528,,0.0,A,False,True
289,41.08039937094213,-73.97182296720284,191.48000000000002,,0.0,A,False,True
290,43.07052177507751,-76.60387424252424,19.998,,0.0,A,False,True
291,43.74557329268292,-75.3105842020906,3.444,,0.0,A,False,True
292,42.603187694915256,-78.21804149152541,5.192,,0.0,A,False,True
293,42.64358059897868,-78.0689341862421,6.658,,0.0,A,False,True
294,43.13931750867208,-76.1781306734023,178.85,,0.0,A,False,True
295,42.72760202173912,-75.10647846669005,5.704,,0.0,A,False,True
296,43.13832209751522,-74.33013839821585,52.238,,0.0,A,False,True
297,43.348306817121184,-75.53213725171358,13.714,,0.0,A,False,True
298,42.703533757640585,-77.68519443245721,6.5440000000000005,1,130.0,B,False,True
299,42.41355637169518,-74.40092960031106,2.572,,0.0,A,False,True
300,43.05312919483589,-76.25841292461456,90.548,,0.0,A,False,True
301,43.25590337866109,-75.83845750348674,5.736,,0.0,A,False,True
302,43.05935953594591,-78.81230734435958,159.74,,0.0,A,False,True
303,41.8293572343121,-74.20184123644329,16.892,,0.0,A,False,True
304,43.0756509562371,-75.80308882275145,45.518,,0.0,A,False,True
305,42.429594581137835,-74.88797956662847,5.238,,0.0,A,False,True
306,41.50425606190256,-73.91839597093377,82.226,,0.0,A,False,True
307,42.82502158000253,-78.78249131679513,142.458,,0.0,A,False,True
308,43.16747834671552,-77.71571315404344,191.05,ROC01;11018;41TG;42TG;43TG;44TG;17TG;75TG;KPR1;1035;617;1034;13500;300;635;10972;10951;MONC;MOND;MONE;10971;10961;SWED1;GEN1;GEN2;GEN3;GEN4;GEN5;GEN6;GEN7;GEN8;RDMNS;RDMNN;HS1;AVON2;HAM1;LIV4;304;NY006;TWNLN;GEN1;LIC01;CFM31;CFM11;GEN1;GEN2,286.1000000000001,B,False,True
309,42.48619164987105,-76.31527339317596,20.164,,0.0,A,False,True
310,42.33546202660754,-75.11733359645233,4.51,,0.0,A,False,True
311,43.32450033766896,-78.5683454297373,7.8420000000000005,,0.0,A,False,True
312,43.01094835584415,-74.40341436103895,30.03,,0.0,A,False,True
313,42.64904726983332,-73.78346733058916,147.70600000000002,,0.0,A,False,True
314,42.97784603009229,-73.87499115681399,102.95,,0.0,A,False,True
315,43.574732634920636,-74.40083553174604,1.512,,0.0,A,False,True
316,44.31844510640496,-75.7790402035124,3.872,,0.0,A,False,True
317,43.27899806288569,-78.74904440885494,20.418,,0.0,A,False,True
318,40.89576982044563,-73.3963152923058,145.772,,0.0,A,False,True
319,42.573789020999,-76.20237390350788,58.098,,0.0,A,False,True
320,41.39733643299792,-73.59496837270405,50.088,,0.0,A,False,True
321,42.0545694683597,-76.53739294796004,19.216,,0.0,A,False,True
322,42.988852382000076,-77.39169716919785,55.178000000000004,,0.0,A,True,True
323,42.56438081959228,-77.55388371243009,11.086,,0.0,A,True,True
324,42.207062353875024,-75.72830965853659,13.858,,0.0,A,False,True
325,43.33084682841823,-78.08099994101876,7.46,,0.0,A,False,True
326,42.41932983636966,-78.680575451474,6.038,,0.0,A,False,True
327,44.072691375771605,-73.4841325447531,7.776,,0.0,A,False,True
328,43.53488253154319,-75.97132257198318,6.182,,0.0,A,False,True
329,42.748980777433935,-78.73494158439067,64.628,,0.0,A,True,True
330,44.580496937208096,-75.1427871541256,23.124,,0.0,A,True,True
331,41.444661020943144,-74.18269582981928,42.496,,0.0,A,False,True
332,42.88950295556896,-73.5091582402493,9.948,,0.0,A,False,True
333,43.087508581579705,-77.05892027572789,41.628,,0.0,A,False,True
334,42.66087788867562,-75.64157437619963,5.21,,0.0,A,False,True
335,42.73615853308128,-77.24687582986768,6.348,,0.0,A,False,True
336,40.85201315222602,-73.19611922183084,191.912,,0.0,A,True,True
337,42.41413248176247,-73.49141105631747,6.854,,0.0,A,False,True
338,42.21811939876303,-73.75138296375867,36.864000000000004,,0.0,A,False,True
339,42.54310822602836,-78.88795327319949,14.246,,0.0,A,False,True
340,42.29215042556617,-75.43826234270688,18.634,,0.0,A,False,True
341,43.2442513941646,-78.95263033883842,21.798000000000002,,0.0,A,False,True
342,42.582305246659445,-77.16126729758035,5.538,,0.0,A,False,True
343,42.1806951871345,-74.9424163380117,3.42,,0.0,A,False,True
344,42.20820231708316,-78.32341849405981,14.646,,0.0,A,False,True
345,44.70811899332094,-73.65886231848158,23.656,,0.0,A,True,True
346,40.91261193419515,-72.39530786288937,29.086000000000002,,0.0,A,False,True
347,41.45479029968735,-74.68038793702546,8.956,,0.0,A,False,True
348,42.19190607943714,-74.50181561915569,4.406,,0.0,A,False,True
349,42.570908878108845,-77.88972723122383,8.122,,0.0,A,False,True
350,42.60278410094432,-76.396381487789,18.426000000000002,,0.0,A,False,True
351,40.923591054374505,-73.09409207380288,192.296,,0.0,A,True,True
352,44.04741360901274,-75.79844676198623,44.426,,0.0,A,False,True
353,43.672638474543085,-73.634342683094,6.128,,0.0,A,False,True
354,42.408466514621225,-73.68343872100698,26.058,,0.0,A,False,True
355,42.753896409530114,-73.73612697670798,187.532,GSCS;UNIT1;UNIT2;UNIT3;UNIT4;5;1;2;3;4;GEN1;GEN2;1;GEN1;GEN2;GEN3;GEN4;3983;3986;3;4;1;2;CG03;CG04;CG06;CG01;CG02;TROYL;DSNBR;PV1;531;3;4;1;2;UNT4;UNT5;UNT1;UNT2;UNT3;BRUNS;GTG1A;X0040;19826;CP1;CP2;7405;GEN1;GEN2;ST13,525.4000000000001,B,False,True
356,40.65944688750828,-73.91289292403908,193.15200000000002,,0.0,A,False,True
357,41.58828435614307,-74.54488751982893,15.432,,0.0,A,False,True
358,42.61680550507224,-79.03334462196433,26.024,,0.0,A,False,True
359,42.169633897268234,-79.14934756538797,13.764000000000001,,0.0,A,False,True
360,43.10047860410299,-77.52923637203924,174.702,23;24;25;10965;4;32;TRY01;TRY02;TRY03;10970;BH;1;BF;V47;PV1;US40;US963;1,300.0,B,False,True
361,44.83270350564727,-73.55141357688966,11.51,,0.0,A,False,True
362,41.92504618859365,-74.7372905469864,9.258000000000001,,0.0,A,False,True
363,43.0785639776739,-77.82157973681605,36.37,,0.0,A,False,True
364,41.256781623879625,-74.35633067498074,49.314,1725;CH;BESS;GLNMR;LWRD3;LWRD2;MINI2;MINI1;456LR;SGOSH;BESS;11;20;JF01;100LR;PV1;SLT;MIN01;MIN;8175D;STG,342.9,B,False,True
365,42.455141534263184,-77.47126622437841,9.894,,0.0,A,False,True
366,42.07547639648866,-79.45819676444769,10.936,,0.0,A,False,True
367,41.508766249522935,-74.30984241279292,52.404,,0.0,A,False,True
368,42.6037193634851,-78.39228953032824,13.222,,0.0,A,False,True
369,41.86890371868171,-74.02038242084097,22.878,,0.0,A,False,True
370,42.07818912346843,-74.49039028463713,2.122,,0.0,A,False,True
371,44.287426882352946,-74.61997847058824,0.272,,0.0,A,False,True
372,41.73817723673071,-74.06198514040437,67.562,,0.0,A,False,True
373,44.202982494568325,-75.74821041738136,10.494,,0.0,A,False,True
374,42.54239988794233,-74.33610784316296,9.156,,0.0,A,False,True
375,42.792015213128245,-78.59667612599696,63.192,,0.0,A,False,True
376,42.218888368766734,-77.9841010737047,8.222,,0.0,A,False,True
377,43.08070094166871,-76.0063016026658,73.374,,0.0,A,False,True
378,44.302182625616766,-74.13809971312054,19.862000000000002,,0.0,A,False,True
379,41.51095387673956,-74.84868924850895,9.054,,0.0,A,False,True
380,43.22495924901703,-75.66742834649409,12.208,,0.0,A,False,True
381,40.805237939496685,-72.83366635859045,182.866,SOUTH;GEN1;GEN2;NORTH;9WUBN;SWM-1;SWM-2;SWM-3;CT01;ST01,393.9,B,True,True
382,42.66343339233285,-74.0150772882236,31.198,,0.0,A,False,True
383,43.24982473684993,-73.53008886511421,26.882,,0.0,A,False,True
384,42.49117231665228,-74.64617005608284,4.636,,0.0,A,False,True
385,41.44047582728682,-74.4812521791291,120.014,MHW;MHE;8175B;CTG1,240.8,B,False,True
386,42.97666612604129,-73.64316140383919,16.566,,0.0,A,False,True
387,41.3267319789319,-74.1946429090411,160.622,,0.0,A,True,True
388,42.603839557167234,-74.54738759215017,7.032,,0.0,A,False,True
389,42.94435747709924,-75.64644552970462,12.052,,0.0,A,False,True
