substation_id,lat,lng,mw_load,assigned_generators,total_assigned_gen_mw,substation_type,has_high_voltage_345kv,has_high_voltage_115kv
82,32.965131,-94.951917,26.966,,0.0,A,True,True
83,32.470841,-94.118036,8.774000000000001,,0.0,A,False,True
84,32.094348,-95.906047,34.712,,0.0,A,False,True
85,32.42667,-95.667877,16.042,,0.0,A,False,True
86,32.641695,-95.075624,9.61,,0.0,A,False,True
87,32.110362,-95.348104,27.282,,0.0,A,False,True
88,32.642043,-95.234859,15.014000000000001,,0.0,A,False,True
89,32.158557,-95.643712,5.104,,0.0,A,False,True
90,32.681453,-95.447702,28.61,,0.0,A,False,True
91,31.863226,-95.484612,0.22,,0.0,A,False,True
92,32.816459,-95.424768,16.236,,0.0,A,False,True
93,31.775433,-95.19655,21.862000000000002,,0.0,A,False,True
94,32.109512,-95.094194,16.758,,0.0,A,False,True
95,32.4761,-95.100668,5.722,,0.0,A,False,True
96,31.734462,-95.531204,31.616,,0.0,A,False,True
97,31.881777,-95.679494,43.022,,0.0,A,False,True
98,31.473667,-96.009365,12.31,,0.0,A,False,True
99,31.268635,-95.843907,4.896,,0.0,A,False,True
100,31.284891,-95.490625,22.85,,0.0,A,True,True
101,31.4789,-96.229757,1.358,,0.0,A,False,True
102,31.606693,-95.58334,12.796000000000001,,0.0,A,False,True
103,31.782559,-96.093621,12.594,,0.0,A,False,True
104,31.087576,-95.076959,6.258,,0.0,A,False,True
105,31.356209,-95.152898,3.49,,0.0,A,False,True
106,31.135677,-95.935045,2.774,,0.0,A,False,True
107,31.092367,-95.499937,9.832,,0.0,A,False,True
108,30.959521,-95.715509,7.268,,0.0,A,False,True
109,31.557331,-95.863641,5.904,,0.0,A,False,True
110,31.188898,-95.255739,0.342,,0.0,A,False,True
111,31.893076,-96.236904,3.65,,0.0,A,False,True
112,31.61135,-96.238051,12.702,,0.0,A,False,True
113,30.964728,-95.325895,20.23,,0.0,A,False,True
114,31.301675,-94.641408,58.296,,0.0,A,True,True
115,31.340325,-94.826061,70.416,,0.0,A,False,True
116,31.614855,-95.062493,7.8260000000000005,,0.0,A,False,True
117,31.248085,-94.969099,2.414,,0.0,A,False,True
118,30.671395,-93.71134,2.636,,0.0,A,False,True
119,31.245162,-94.175514,3.306,,0.0,A,False,True
120,31.113664,-94.021385,3.934,,0.0,A,False,True
121,31.056147,-93.615655,3.2560000000000002,,0.0,A,False,True
122,30.553812,-93.812696,2.098,,0.0,A,False,True
123,31.732513,-94.19129,25.988,,0.0,A,False,True
124,30.952076,-94.579622,1.9020000000000001,,0.0,A,False,True
125,30.940517,-94.35364,4.8500000000000005,,0.0,A,False,True
126,31.187072,-94.758803,17.474,,0.0,A,False,True
127,31.658422,-94.894177,2.676,,0.0,A,False,True
128,31.307588,-93.784102,12.144,,0.0,A,False,True
129,31.229843,-94.509183,17.036,,0.0,A,False,True
130,30.934425,-94.059578,32.308,,0.0,A,False,True
131,31.904341,-94.048094,5.268,,0.0,A,False,True
132,30.676367,-93.98312,19.19,,0.0,A,True,True
133,31.512307,-93.861732,1.718,,0.0,A,False,True
134,30.827971,-93.714454,9.068,,0.0,A,False,True
135,31.483597,-94.131501,12.504,,0.0,A,False,True
136,31.711317,-93.942853,6.072,,0.0,A,False,True
137,31.065187,-93.786673,0.888,,0.0,A,False,True
138,31.138382,-94.375214,4.51,,0.0,A,False,True
139,32.631994,-97.150534,74.462,,0.0,A,False,True
140,32.722829,-97.080316,119.052,,0.0,A,True,True
141,32.900196,-97.561179,60.974000000000004,,0.0,A,False,True
142,32.532677,-97.306547,144.986,GEN1;GEN2;GEN3;GT-1;ST-1,283.79999999999995,B,False,True
143,32.275189,-97.511185,51.954,,0.0,A,False,True
144,32.924857,-97.068211,108.26,,0.0,A,False,True
145,32.162541,-97.15481,6.362,,0.0,A,False,True
146,32.57074,-97.144837,153.218,,0.0,A,False,True
147,32.469436,-96.99067,77.60000000000001,,0.0,A,False,True
148,32.704456,-97.993148,8.212,,0.0,A,False,True
149,32.799741,-98.126932,40.874,,0.0,A,False,True
150,32.747426,-97.217658,84.436,,0.0,A,False,True
151,32.720723,-97.447033,100.742,,0.0,A,False,True
152,32.691147,-97.262625,104.558,GEN1;GEN2;GEN3;4,456.2,B,True,True
153,32.881821,-97.345943,94.754,GEN1;GEN2;GEN3;CHS01,101.2,B,True,True
154,32.652918,-97.379538,107.388,,0.0,A,False,True
155,32.859685,-97.291523,119.96600000000001,,0.0,A,False,True
156,32.909919,-97.434281,138.132,,0.0,A,True,True
157,33.149467,-97.096016,92.092,,0.0,A,False,True
158,33.114714,-97.173909,58.480000000000004,4;DEC1;DEC10;DEC11,117.5,B,False,True
159,33.61791,-98.062664,2.43,,0.0,A,False,True
160,33.520572,-97.95612,19.266000000000002,,0.0,A,False,True
161,33.276319,-97.514178,37.874,,0.0,A,False,True
162,33.479016,-97.351845,0.552,,0.0,A,False,True
163,32.927988,-97.283692,157.63,,0.0,A,True,True
164,32.924955,-97.230259,79.282,,0.0,A,False,True
165,33.631922,-97.688998,1.526,,0.0,A,False,True
166,33.82471,-97.739095,10.954,,0.0,A,False,True
167,33.793074,-97.963802,0.522,,0.0,A,False,True
168,33.009335,-97.22672,82.316,,0.0,A,True,True
169,33.75668,-97.538121,2.928,,0.0,A,False,True
170,33.799085,-98.50984,37.816,,0.0,A,False,True
171,33.558025,-98.695427,3.61,,0.0,A,False,True
172,34.103277,-98.622462,24.646,,0.0,A,False,True
173,33.75849,-98.202251,9.196,,0.0,A,False,True
174,33.723849,-98.783672,4.304,,0.0,A,False,True
175,33.9732,-98.720985,26.77,,0.0,A,False,True
176,33.527389,-98.884746,0.65,,0.0,A,False,True
177,33.250203,-98.925556,1.9060000000000001,,0.0,A,False,True
178,34.131724,-99.106566,0.28800000000000003,,0.0,A,False,True
179,33.358656,-98.740056,7.782,,0.0,A,False,True
180,33.668239,-98.489118,1.36,,0.0,A,False,True
181,33.621035,-99.243769,7.202,,0.0,A,True,True
182,34.160505,-99.34314,24.224,,0.0,A,False,True
183,33.322836,-99.642126,0.462,,0.0,A,False,True
184,33.513054,-98.457321,3.084,,0.0,A,False,True
185,32.801213,-98.88698,17.796,,0.0,A,False,True
186,33.166041,-97.845101,25.388,,0.0,A,False,True
187,33.158189,-98.377664,2.082,,0.0,A,False,True
188,32.759373,-98.666449,0.308,,0.0,A,False,True
189,32.790132,-99.241839,4.338,,0.0,A,False,True
190,33.332344,-97.868439,7.416,,0.0,A,False,True
191,31.842565,-98.805134,2.934,,0.0,A,False,True
192,31.863019,-98.2281,0.296,,0.0,A,False,True
193,32.403542,-99.038804,11.798,,0.0,A,False,True
194,31.890896,-98.613096,15.624,,0.0,A,False,True
195,32.13383,-99.213349,3.806,,0.0,A,False,True
196,32.123666,-98.577422,7.03,,0.0,A,False,True
197,32.302818,-98.552383,0.972,,0.0,A,False,True
198,32.07458,-98.349791,16.240000000000002,,0.0,A,False,True
199,32.901592,-98.315542,4.702,,0.0,A,False,True
200,32.584194,-98.335694,2.876,,0.0,A,False,True
201,31.944662,-98.027972,8.09,,0.0,A,False,True
202,33.219589,-98.188154,12.242,,0.0,A,False,True
203,32.527015,-98.008849,8.824,,0.0,A,False,True
204,32.455408,-98.418168,0.9,,0.0,A,False,True
205,32.556004,-99.164736,1.032,,0.0,A,False,True
206,32.495875,-98.66402,7.0360000000000005,,0.0,A,False,True
207,32.116953,-98.98514,3.544,,0.0,A,False,True
208,32.600503,-98.17276,3.004,,0.0,A,False,True
209,32.673266,-98.485899,2.408,,0.0,A,False,True
210,33.195202,-99.268024,1.79,,0.0,A,False,True
211,32.764096,-98.276879,1.818,,0.0,A,False,True
212,33.036872,-99.048807,0.932,,0.0,A,False,True
213,31.051469,-97.500003,84.324,GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;H1821;H1822;H1823;HTE10;HTE11;HTE12;HTEM1;HTEM2;HTEM3;HTEM4;HTEM5;HTEM6;HTEM7;HTEM8;HTEM9;STG-2,347.59999999999997,B,True,True
214,30.891129,-96.907601,16.066,,0.0,A,True,True
215,31.219045,-97.968224,74.764,,0.0,A,False,True
216,30.841795,-97.809699,7.392,,0.0,A,False,True
217,31.686812,-98.18703,9.19,,0.0,A,False,True
218,31.628871,-97.922097,2.334,,0.0,A,False,True
219,31.095582,-98.027458,17.648,,0.0,A,False,True
220,31.010374,-97.741512,99.53,,0.0,A,False,True
221,31.149188,-97.633113,64.062,,0.0,A,False,True
222,31.102486,-98.259569,28.338,,0.0,A,False,True
223,30.700413,-96.830663,3.414,,0.0,A,False,True
224,31.285086,-97.390061,11.982000000000001,,0.0,A,False,True
225,31.409504,-97.531155,1.994,,0.0,A,False,True
226,31.643709,-98.351,0.35000000000000003,,0.0,A,False,True
227,30.649554,-97.006117,17.734,,0.0,A,False,True
228,31.082267,-96.953514,5.5600000000000005,,0.0,A,False,True
229,31.881712,-97.085481,2.122,,0.0,A,False,True
230,31.816191,-97.243292,3.074,,0.0,A,False,True
231,31.14975,-96.651785,3.908,,0.0,A,False,True
232,31.695107,-97.328851,10.668000000000001,,0.0,A,False,True
233,31.817062,-97.546568,15.22,,0.0,A,False,True
234,31.769065,-97.804444,0.922,,0.0,A,False,True
235,31.503056,-96.520013,13.256,,0.0,A,False,True
236,32.022463,-97.13336,21.026,,0.0,A,False,True
237,31.848596,-96.807361,5.394,,0.0,A,False,True
238,32.001589,-97.882698,1.292,,0.0,A,False,True
239,32.117538,-97.575601,2.178,,0.0,A,False,True
240,31.560686,-96.802657,6.774,,0.0,A,False,True
241,31.916215,-97.710123,5.124,,0.0,A,False,True
242,31.651982,-96.468387,21.982,,0.0,A,False,True
243,31.988449,-97.531227,3.496,,0.0,A,False,True
244,31.45345,-96.913489,6.0680000000000005,,0.0,A,False,True
245,31.662159,-97.506079,7.642,,0.0,A,False,True
246,32.083642,-97.736491,2.162,,0.0,A,False,True
247,31.959701,-97.330421,20.096,,0.0,A,False,True
248,31.526544,-97.261231,52.208,,0.0,A,False,True
249,30.766987,-99.050013,0.17200000000000001,,0.0,A,False,True
250,31.738576,-99.934162,9.36,,0.0,A,False,True
251,31.106301,-99.394237,13.364,,0.0,A,False,True
252,31.517913,-99.135467,1.184,,0.0,A,False,True
253,32.006167,-99.292204,0.398,,0.0,A,False,True
254,30.985763,-98.73555,1.418,,0.0,A,False,True
255,31.881956,-99.480043,10.74,,0.0,A,False,True
256,31.222792,-99.896165,4.14,,0.0,A,True,True
257,30.915116,-100.108691,0.34800000000000003,,0.0,A,False,True
258,31.432854,-98.52307,6.7860000000000005,,0.0,A,False,True
259,30.843122,-99.570053,0.158,,0.0,A,False,True
260,30.472352,-99.821506,7.5200000000000005,,0.0,A,False,True
261,31.267613,-98.371832,2.666,,0.0,A,False,True
262,30.694786,-99.581344,0.612,,0.0,A,False,True
263,30.691484,-99.273312,7.492,,0.0,A,False,True
264,31.176951,-99.616412,0.6,,0.0,A,False,True
265,30.885268,-99.858861,3.5740000000000003,,0.0,A,False,True
266,31.592014,-100.192581,3.968,,0.0,A,False,True
267,31.411505,-99.682323,0.42,,0.0,A,False,True
268,31.553975,-98.731107,1.714,,0.0,A,False,True
269,31.460967,-99.933766,1.324,,0.0,A,False,True
270,31.627357,-98.546717,0.47600000000000003,,0.0,A,False,True
271,31.289123,-98.995473,1.6460000000000001,,0.0,A,False,True
272,31.331919,-99.165902,1.752,,0.0,A,False,True
273,30.45867,-100.06915,0.028,,0.0,A,False,True
274,31.602931,-99.999545,0.898,,0.0,A,False,True
275,31.157059,-98.764007,8.45,,0.0,A,False,True
276,31.657754,-99.292932,3.34,,0.0,A,False,True
277,31.816904,-99.702274,0.5,,0.0,A,False,True
278,31.736907,-99.567789,0.196,,0.0,A,False,True
279,30.858957,-98.861313,0.468,,0.0,A,False,True
280,31.609899,-99.64049,0.274,,0.0,A,False,True
281,31.687955,-98.773665,1.73,,0.0,A,False,True
282,31.272555,-101.172785,0.17200000000000001,,0.0,A,False,True
283,31.268726,-101.542078,7.882000000000001,,0.0,A,False,True
284,31.083442,-100.423683,3.704,,0.0,A,False,True
285,30.883194,-100.595683,5.796,,0.0,A,False,True
286,31.272382,-100.889468,2.842,,0.0,A,False,True
287,30.533977,-101.306031,6.412,,0.0,A,False,True
288,31.884956,-100.61071,3.524,,0.0,A,False,True
289,32.04114,-100.69458,0.026000000000000002,,0.0,A,False,True
290,30.441414,-100.56062,7.648000000000001,,0.0,A,False,True
291,31.802748,-101.055625,2.548,,0.0,A,False,True
292,31.723763,-100.331847,0.166,,0.0,A,False,True
293,31.289523,-100.15267,0.28200000000000003,,0.0,A,False,True
294,31.595106,-100.799358,0.268,,0.0,A,False,True
295,29.76393,-95.173121,115.10600000000001,,0.0,A,False,True
296,29.772179,-95.514203,77.446,,0.0,A,True,True
297,29.655689,-95.471263,72.784,,0.0,A,False,True
298,29.701847,-95.534537,138.308,,0.0,A,True,True
299,29.874575,-95.527099,100.686,,0.0,A,False,True
300,29.740605,-95.560257,81.318,,0.0,A,False,True
301,29.906312,-95.180561,103.956,,0.0,A,False,True
302,29.647339,-95.431435,70.02,,0.0,A,False,True
303,29.832928,-95.14904,77.83,,0.0,A,True,True
304,29.796871,-95.49165,90.402,,0.0,A,False,True
305,29.736298,-95.523277,83.658,,0.0,A,False,True
306,29.917097,-95.537531,98.084,,0.0,A,False,True
307,29.92647,-95.603801,79.902,,0.0,A,True,True
308,29.979455,-95.573317,112.52,,0.0,A,False,True
309,29.699688,-95.584817,130.03,CTG-1;CTG-2,121.0,B,True,True
310,29.687947,-95.515725,81.782,,0.0,A,False,True
311,29.751562,-95.615374,123.816,1;GEN1;GEN2;GEN3;NFB1;NFB2;NFB3;NFB4;NFB5;NFB6;H1091;H1092;H1093;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;CLA1;CLA10;CLA11;CLA12;CLA13;CLA14;CLA15;CLA2;CLA3;CLA4;CLA5;CLA6;CLA7;CLA8;CLA9;HDC10;HDC11;HDC12;HDC13;HDC14;HDC15;HDC16;HDC17;HDC18;HDC19;HDC20;HDC21;HDC22;HDC23;HDC24;HDC25;HDC26;HDC27;HDC28;HDC29;HDC30;HDC31;HDC32;HHDC1;HHDC2;HHDC3;HHDC4;HHDC5;HHDC6;HHDC7;HHDC8;HHDC9;HSNP1;HSNP2;HSNP3;HSNP4;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;H7761;H7762;H7763;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;B0401;B0402;B0403;B0404;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GT-1,169.39999999999992,B,False,True
312,29.815894,-95.522885,90.508,,0.0,A,False,True
313,29.712099,-95.480935,103.562,,0.0,A,True,True
314,29.694401,-95.649565,156.48,FLD10;FLD11;FLD12;FLD13;FLD14;FLD15;FLD16;FLD17;FLD18;FLD19;FLD20;FLD21;FLD22;FLD23;FLD24;FLD25;FLD26;FLD27;FLD28;FLID1;FLID2;FLID3;FLID4;FLID5;FLID6;FLID7;FLID8;FLID9;GEN1;GEN2;GEN3;CTG-3;CTG-4,133.4,B,True,True
315,29.827486,-95.65992,216.322,,0.0,A,True,True
316,29.881487,-95.452619,114.354,,0.0,A,False,True
317,29.586959,-95.225601,110.82000000000001,,0.0,A,False,True
318,30.009427,-95.439603,78.578,,0.0,A,False,True
319,29.830024,-95.474409,79.682,,0.0,A,False,True
320,29.863156,-95.341927,93.97,,0.0,A,False,True
321,29.909513,-95.651476,147.912,52;53;54,255.0,B,True,True
322,29.670869,-95.58599,100.652,,0.0,A,True,True
323,30.306163,-95.68639,54.95,,0.0,A,True,True
324,30.804665,-95.550875,72.182,,0.0,A,False,True
325,30.318169,-94.91573,52.412,,0.0,A,False,True
326,30.392374,-95.191181,33.664,,0.0,A,False,True
327,30.633963,-95.161912,16.128,,0.0,A,False,True
328,30.008015,-95.289431,90.184,,0.0,A,False,True
329,30.046777,-95.221022,84.386,,0.0,A,False,True
330,30.640258,-95.5384,62.808,,0.0,A,False,True
331,29.994499,-95.177499,127.544,GEN1;GEN2;GEN3;CH1;CH2,122.2,B,True,True
332,30.717792,-94.817231,68.734,,0.0,A,False,True
333,30.156257,-95.74926,62.402,,0.0,A,False,True
334,30.316241,-95.849802,5.922,,0.0,A,False,True
335,30.241145,-95.160299,30.968,,0.0,A,False,True
336,30.062169,-95.383966,124.7,,0.0,A,False,True
337,30.094665,-95.586187,120.23,55,85.0,B,False,True
338,30.061727,-95.681504,76.46600000000001,,0.0,A,True,True
339,30.039457,-95.534383,164.986,,0.0,A,False,True
340,30.100262,-95.356488,120.504,,0.0,A,False,True
341,30.057832,-95.471001,101.944,,0.0,A,False,True
342,29.64609,-95.794526,115.244,,0.0,A,False,True
343,29.670004,-95.708089,122.764,,0.0,A,True,True
344,28.908185,-95.868152,48.508,,0.0,A,False,True
345,29.987117,-96.252942,20.5,,0.0,A,True,True
346,28.960348,-95.557701,27.93,,0.0,A,True,True
347,30.1223,-96.258442,4.83,,0.0,A,False,True
348,29.995758,-95.665088,181.012,,0.0,A,False,True
349,29.945301,-95.741369,188.69,,0.0,A,True,True
350,29.527956,-96.305186,9.124,,0.0,A,False,True
351,29.212328,-96.280585,34.354,,0.0,A,False,True
352,30.047619,-95.833733,32.618,,0.0,A,False,True
353,29.837611,-95.73374,246.314,,0.0,A,False,True
354,29.743565,-95.740717,151.504,,0.0,A,True,True
355,29.526401,-95.530936,153.324,,0.0,A,False,True
356,29.383068,-95.806472,24.266000000000002,,0.0,A,False,True
357,29.566996,-95.636016,191.23000000000002,,0.0,A,False,True
358,29.743948,-95.830502,252.62,,0.0,A,True,True
359,29.64355,-95.65327,105.9,,0.0,A,False,True
360,29.380858,-95.241857,100.28,,0.0,A,False,True
361,29.703595,-94.600429,10.922,,0.0,A,False,True
362,29.173439,-95.451545,67.268,,0.0,A,False,True
363,29.733275,-94.994118,67.674,,0.0,A,False,True
364,29.801948,-94.971708,121.406,,0.0,A,True,True
365,29.932894,-95.057219,60.084,,0.0,A,False,True
366,30.054844,-94.922316,69.206,,0.0,A,True,True
367,29.974167,-94.522942,1.616,,0.0,A,False,True
368,29.015519,-95.282536,38.144,,0.0,A,False,True
369,29.515074,-95.192133,106.296,,0.0,A,False,True
370,29.688455,-95.05738,75.398,1;2,176.4,B,False,True
371,29.503785,-95.0873,182.90800000000002,,0.0,A,False,True
372,29.485422,-95.362322,45.644,,0.0,A,True,True
373,29.561597,-95.279759,101.474,,0.0,A,False,True
374,29.380856,-95.468782,82.61,,0.0,A,True,True
375,29.545041,-95.350692,183.986,,0.0,A,True,True
376,30.397704,-93.923702,19.238,,0.0,A,False,True
377,30.326641,-94.052041,1.846,,0.0,A,False,True
378,30.377327,-94.374331,19.994,,0.0,A,False,True
379,29.426496,-94.685696,3.86,,0.0,A,False,True
380,29.710502,-93.93785,0.528,,0.0,A,False,True
381,30.414774,-94.173656,33.488,,0.0,A,False,True
382,30.171444,-94.432275,11.298,,0.0,A,True,True
383,30.177924,-94.018171,55.174,,0.0,A,False,True
384,29.898029,-94.161175,80.44800000000001,,0.0,A,True,True
385,30.797736,-96.312084,24.496000000000002,2,49.1,B,False,True
386,30.530233,-96.012991,6.014,,0.0,A,False,True
387,30.715806,-95.908313,5.694,,0.0,A,False,True
388,30.215075,-96.410272,57.014,,0.0,A,False,True
389,30.193586,-96.588051,6.242,,0.0,A,False,True
390,30.541565,-96.676232,25.032,,0.0,A,False,True
391,31.003109,-96.688981,3.746,,0.0,A,False,True
392,30.60907,-96.325998,119.4,,0.0,A,True,True
393,30.562014,-96.2739,137.514,,0.0,A,False,True
394,30.354551,-96.840806,2.378,,0.0,A,False,True
395,31.075823,-96.425784,10.984,,0.0,A,False,True
396,30.785329,-96.704162,1.534,,0.0,A,False,True
397,30.871914,-96.526934,12.68,,0.0,A,False,True
398,30.721716,-96.109298,4.2700000000000005,,0.0,A,False,True
399,30.953672,-95.905344,15.648,,0.0,A,False,True
400,30.743004,-96.548436,0.63,,0.0,A,False,True
401,30.365776,-96.04642,36.688,,0.0,A,False,True
402,30.879381,-96.138959,4.356,,0.0,A,False,True
403,30.286936,-96.189365,3.6,,0.0,A,False,True
404,28.291992,-96.898424,0.314,,0.0,A,False,True
405,29.097035,-97.282413,22.094,7,49.2,B,False,True
406,29.042415,-96.689715,16.908,,0.0,A,False,True
407,28.67673,-97.198682,0.124,,0.0,A,False,True
408,28.652457,-97.405775,11.466000000000001,,0.0,A,False,True
409,29.378848,-96.834606,15.748000000000001,,0.0,A,False,True
410,29.559671,-97.081874,3.444,,0.0,A,False,True
411,29.453329,-97.191865,8.258000000000001,,0.0,A,False,True
412,29.342572,-97.075651,0.436,,0.0,A,False,True
413,29.202324,-97.076306,21.462,,0.0,A,False,True
414,29.707222,-99.095171,20.258,,0.0,A,False,True
415,28.941736,-98.851298,2.352,,0.0,A,False,True
416,29.85855,-98.703353,75.136,,0.0,A,False,True
417,28.703692,-98.263517,0.7020000000000001,,0.0,A,False,True
418,29.912815,-99.039927,8.448,,0.0,A,False,True
419,28.764527,-98.485947,0.454,,0.0,A,False,True
420,29.972311,-98.904698,12.42,,0.0,A,False,True
421,28.371399,-99.135335,11.02,,0.0,A,False,True
422,29.17158,-98.967448,21.88,,0.0,A,False,True
423,28.711947,-99.177422,12.24,,0.0,A,False,True
424,28.040092,-99.402695,4.222,,0.0,A,False,True
425,28.496731,-98.827726,0.316,,0.0,A,False,True
426,28.257475,-98.143051,8.164,,0.0,A,False,True
427,29.578233,-98.748415,59.694,,0.0,A,False,True
428,27.513375,-99.50214,79.994,,0.0,A,False,True
429,27.545395,-99.462018,94.414,,0.0,A,True,True
430,27.554788,-99.265533,92.282,,0.0,A,False,True
431,27.751747,-99.126085,1.2,,0.0,A,False,True
432,27.833815,-99.681424,135.962,,0.0,A,False,True
433,27.368619,-99.347342,143.452,1,150.0,B,True,True
434,29.070547,-98.48181,1.364,,0.0,A,False,True
435,29.830348,-99.331352,4.24,,0.0,A,False,True
436,29.537033,-98.933944,4.048,,0.0,A,False,True
437,29.037278,-99.001103,1.04,,0.0,A,False,True
438,28.888354,-99.141337,25.132,,0.0,A,False,True
439,29.689692,-98.911216,18.924,,0.0,A,False,True
440,28.935779,-98.428996,33.444,,0.0,A,False,True
441,29.079818,-98.642303,22.268,,0.0,A,False,True
442,27.128042,-99.331147,1.23,,0.0,A,False,True
443,29.897838,-98.40311,31.074,,0.0,A,False,True
444,28.470281,-98.226391,8.788,,0.0,A,False,True
445,28.310347,-98.573186,1.016,,0.0,A,False,True
446,26.930929,-99.162765,26.558,,0.0,A,False,True
447,28.407712,-97.71062,56.506,,0.0,A,False,True
