bus_id,substation_id,voltage_kv,role,connected_load_mw,connected_generator_ids
328,277,115,load,1.442,
329,278,115,load,7.996,
330,279,115,load,3.342,
331,280,115,load,14.276,
332,281,115,load,4.938,
333,282,115,load,33.86,
334,283,115,load,121.834,
335,284,115,load,11.866,
336,285,115,load,3.8200000000000003,
337,286,115,load,156.596,
338,287,115,load,2.286,
339,288,115,load,49.528,
340,289,115,load,191.48000000000002,
341,290,115,load,19.998,
342,291,115,load,3.444,
343,292,115,load,5.192,
344,293,115,load,6.658,
345,294,115,load,178.85,
346,295,115,load,5.704,
347,296,115,load,52.238,
348,297,115,load,13.714,
349,298,115,load_and_generator,6.5440000000000005,1
350,299,115,load,2.572,
351,300,115,load,90.548,
352,301,115,load,5.736,
353,302,115,load,159.74,
354,303,115,load,16.892,
355,304,115,load,45.518,
356,305,115,load,5.238,
357,306,115,load,82.226,
358,307,115,load,142.458,
359,308,115,load_and_generator,191.05,ROC01;11018;41TG;42TG;43TG;44TG;17TG;75TG;KPR1;1035;617;1034;13500;300;635;10972;10951;MONC;MOND;MONE;10971;10961;SWED1;GEN1;GEN2;GEN3;GEN4;GEN5;GEN6;GEN7;GEN8;RDMNS;RDMNN;HS1;AVON2;HAM1;LIV4;304;NY006;TWNLN;GEN1;LIC01;CFM31;CFM11;GEN1;GEN2
360,309,115,load,20.164,
361,310,115,load,4.51,
362,311,115,load,7.8420000000000005,
363,312,115,load,30.03,
364,313,115,load,147.70600000000002,
365,314,115,load,102.95,
366,315,115,load,1.512,
367,316,115,load,3.872,
368,317,115,load,20.418,
369,318,115,load,145.772,
370,319,115,load,58.098,
371,320,115,load,50.088,
372,321,115,load,19.216,
373,322,345,generator,0.0,
374,322,115,load,55.178000000000004,
375,323,345,generator,0.0,
376,323,115,load,11.086,
377,324,115,load,13.858,
378,325,115,load,7.46,
379,326,115,load,6.038,
380,327,115,load,7.776,
381,328,115,load,6.182,
382,329,345,generator,0.0,
383,329,115,load,64.628,
384,330,345,generator,0.0,
385,330,115,load,23.124,
386,331,115,load,42.496,
387,332,115,load,9.948,
388,333,115,load,41.628,
389,334,115,load,5.21,
390,335,115,load,6.348,
391,336,345,generator,0.0,
392,336,115,load,191.912,
393,337,115,load,6.854,
394,338,115,load,36.864000000000004,
395,339,115,load,14.246,
396,340,115,load,18.634,
397,341,115,load,21.798000000000002,
398,342,115,load,5.538,
399,343,115,load,3.42,
400,344,115,load,14.646,
401,345,345,generator,0.0,
402,345,115,load,23.656,
403,346,115,load,29.086000000000002,
404,347,115,load,8.956,
405,348,115,load,4.406,
406,349,115,load,8.122,
407,350,115,load,18.426000000000002,
408,351,345,generator,0.0,
409,351,115,load,192.296,
410,352,115,load,44.426,
411,353,115,load,6.128,
412,354,115,load,26.058,
413,355,115,load_and_generator,187.532,GSCS;UNIT1;UNIT2;UNIT3;UNIT4;5;1;2;3;4;GEN1;GEN2;1;GEN1;GEN2;GEN3;GEN4;3983;3986;3;4;1;2;CG03;CG04;CG06;CG01;CG02;TROYL;DSNBR;PV1;531;3;4;1;2;UNT4;UNT5;UNT1;UNT2;UNT3;BRUNS;GTG1A;X0040;19826;CP1;CP2;7405;GEN1;GEN2;ST13
414,356,115,load,193.15200000000002,
415,357,115,load,15.432,
416,358,115,load,26.024,
417,359,115,load,13.764000000000001,
418,360,115,load_and_generator,174.702,23;24;25;10965;4;32;TRY01;TRY02;TRY03;10970;BH;1;BF;V47;PV1;US40;US963;1
419,361,115,load,11.51,
420,362,115,load,9.258000000000001,
421,363,115,load,36.37,
422,364,115,load_and_generator,49.314,1725;CH;BESS;GLNMR;LWRD3;LWRD2;MINI2;MINI1;456LR;SGOSH;BESS;11;20;JF01;100LR;PV1;SLT;MIN01;MIN;8175D;STG
423,365,115,load,9.894,
424,366,115,load,10.936,
425,367,115,load,52.404,
426,368,115,load,13.222,
427,369,115,load,22.878,
428,370,115,load,2.122,
429,371,115,load,0.272,
430,372,115,load,67.562,
431,373,115,load,10.494,
432,374,115,load,9.156,
433,375,115,load,63.192,
434,376,115,load,8.222,
435,377,115,load,73.374,
436,378,115,load,19.862000000000002,
437,379,115,load,9.054,
438,380,115,load,12.208,
439,381,345,generator,0.0,SOUTH;GEN1;GEN2;NORTH;9WUBN;SWM-1;SWM-2;SWM-3;CT01;ST01
440,381,115,load,182.866,
441,382,115,load,31.198,
442,383,115,load,26.882,
443,384,115,load,4.636,
444,385,115,load_and_generator,120.014,MHW;MHE;8175B;CTG1
445,386,115,load,16.566,
446,387,345,generator,0.0,
447,387,115,load,160.622,
448,388,115,load,7.032,
449,389,115,load,12.052,
450,390,115,load_and_generator,32.464,TWEL;GEN1;GEN1
451,391,115,load,13.636000000000001,
452,392,115,load,6.998,
453,393,115,load,6.534,
454,394,115,load,4.992,
455,395,115,load,192.452,
456,396,115,load,22.11,
457,397,345,generator,0.0,
458,397,115,load,175.892,
459,398,115,load,21.36,
460,399,345,generator,0.0,
461,399,115,load,90.12,
462,400,115,load,12.114,
463,401,115,load,9.464,
464,402,115,load,9.956,
465,403,115,load,10.154,
466,404,115,load,120.402,
467,405,115,load,60.742000000000004,
468,406,115,load,2.44,
469,407,115,load,12.614,
470,408,115,load,5.742,
471,409,115,load,23.098,
472,410,115,load,35.868,
473,411,115,load,15.81,
474,412,115,load,62.738,
475,413,115,load,21.166,
476,414,345,generator,0.0,
477,414,115,load,8.11,
478,415,115,load,53.956,
479,416,115,load,7.168,
480,417,115,load,8.42,
481,418,115,load,31.104,
482,419,115,load,5.328,
483,420,115,load,192.488,
484,421,115,load,5.7940000000000005,
485,422,115,load,8.85,
486,423,115,load_and_generator,176.46200000000002,ST1;CT1
487,424,115,load,6.386,
488,425,345,generator,0.0,HOLTS;LINC;NA1;1;10;2;3
489,425,115,load,195.11,
490,426,115,load,10.796,
491,427,115,load,15.908,
492,428,115,load,1.032,
493,429,345,generator,0.0,
494,429,115,load,179.492,
495,430,345,generator,0.0,
496,430,115,load,11.586,
497,431,115,load,144.978,
498,432,115,load,119.09400000000001,
499,433,115,load,7.452,
500,434,115,load,61.276,
501,435,115,load,176.556,
502,436,115,load,17.764,
503,437,115,load,17.322,
504,438,115,load,3.7840000000000003,
505,439,115,load,4.412,
506,440,345,generator,0.0,
507,440,115,load,79.416,
508,441,115,load,7.3500000000000005,
509,442,345,generator,0.0,
510,442,115,load,168.8,
511,443,115,load,5.744,
512,444,345,generator,0.0,83022;GEN5;GEN6;GEN7;GEN8;GEN1;GEN2;GEN3;GEN4;1159;1442;MONA;MONB;101;850KW;CPH;1142;1181;1244;1;1420;HP;LP;11054;1
513,444,115,load,156.612,
514,445,115,load,5.998,
515,446,115,load,8.99,
516,447,115,load,9.604000000000001,
517,448,115,load,48.876,
518,449,345,generator,0.0,
519,449,115,load,90.426,
520,450,115,load,5.032,
521,451,115,load,25.862000000000002,
522,452,115,load,8.544,
523,453,115,load,11.938,
524,454,115,load,130.796,
525,455,345,generator,0.0,
526,455,115,load,9.41,
527,456,115,load,50.108000000000004,
528,457,115,load,6.7860000000000005,
529,458,115,load,134.794,
530,459,115,load,16.858,
531,460,115,load,13.57,
532,461,115,load,13.172,
533,462,115,load,28.494,
534,463,115,load,165.818,
535,464,115,load,4.614,
536,465,115,load,12.154,
537,466,115,load,16.068,
538,467,115,load,31.3,
539,468,115,load,52.316,
540,469,115,load,119.968,
541,470,115,load,38.28,
542,471,115,load,21.09,
543,472,115,load,13.498000000000001,
544,473,115,load,7.462,
545,474,115,load,2.836,
546,475,115,load,9.918000000000001,
547,476,115,load,11.522,
548,477,115,load,53.334,
549,478,115,load,24.494,
550,479,115,load,6.686,
551,480,345,generator,0.0,
552,480,115,load,39.06,
553,481,115,load,37.614000000000004,
554,482,115,load,6.346,
555,483,115,load,3.826,
556,484,115,load_and_generator,163.014,CT01;CT02;1;BRT1;DRP1;CLN1;CLN2;ATT49;RVH1;BLYD;BLA;GEN6;GEN7;GEN2;GEN3;KIPS1;KIPS2;ATC04;GEN1;GEN1;2
557,485,115,load,12.866,
558,486,115,load,16.15,
559,487,115,load,8.282,
560,488,115,load,15.614,
561,489,115,load,5.928,
562,490,115,load,8.684000000000001,
563,491,115,load,65.166,
564,492,115,load,180.222,
565,493,115,load,6.74,
566,494,115,load,15.352,
567,495,115,load,0.352,
568,496,115,load,4.998,
569,497,115,load,2.32,
570,498,345,generator,0.0,
571,498,115,load,130.26,
572,499,115,load,21.8,
573,500,115,load,4.636,
574,501,115,load,12.098,
575,502,115,load,2.56,
576,503,115,load,5.542,
577,504,115,load,38.082,
578,505,115,load,9.636000000000001,
579,506,115,load,4.252,
580,507,115,load,141.314,
581,508,115,load,5.526,
582,509,115,load,67.214,
583,510,115,load,12.332,
584,511,115,load,9.896,
585,512,115,load,190.71200000000002,
586,513,345,generator,0.0,
587,513,115,load,163.358,
588,514,115,load,32.81,
589,515,345,generator,0.0,AFTON;BLUES
590,515,115,load,11.598,
591,516,115,load,18.096,
592,517,115,load,25.148,
593,518,345,generator,0.0,
594,518,115,load,170.772,
595,519,115,load,19.238,
596,520,115,load,0.318,
597,521,115,load,4.86,
598,522,115,load,13.454,
599,523,115,load,16.05,
600,524,115,load,27.502,
601,525,115,load,9.744,
602,526,115,load,4.774,
603,527,115,load,6.468,
604,528,115,load,18.548000000000002,
605,529,115,load,8.98,
606,530,115,load,12.6,
607,531,115,load,110.102,
608,532,115,load,16.262,
609,533,115,load,50.826,
610,534,115,load,44.956,
611,535,115,load,13.258000000000001,
612,536,345,generator,0.0,
613,536,115,load,22.832,
614,537,115,load,9.392,
615,538,115,load,13.656,
616,539,115,load,12.082,
617,540,115,load,14.88,
618,541,115,load,106.982,
619,542,115,load,41.442,
620,543,115,load,8.696,
621,544,345,generator,0.0,
622,544,115,load,10.618,
623,545,115,load,12.27,
624,546,115,load,20.116,
625,547,115,load,26.826,
626,548,115,load,8.034,
627,549,115,load,4.134,
628,550,115,load,21.344,
629,551,345,generator,0.0,
630,551,115,load,36.646,
631,552,115,load,31.28,
632,553,115,load,17.504,
633,554,115,load,10.948,
634,555,115,load,50.61,
635,556,115,load,24.084,
636,557,345,generator,0.0,
637,557,115,load,135.67000000000002,
638,558,345,generator,0.0,
639,558,115,load,5.398,
640,559,115,load,6.988,
641,560,115,load,10.236,
642,561,345,generator,0.0,
643,561,115,load,45.534,
644,562,115,load,26.608,
645,563,115,load,11.432,
646,564,115,load,7.2700000000000005,
647,565,115,load,2.564,
648,566,115,load,117.786,
649,567,115,load,39.244,
650,568,115,load,20.732,
651,569,115,load,2.444,
652,570,115,load,11.950000000000001,
653,571,115,load,18.072,
654,572,115,load_and_generator,119.19200000000001,CT11;CT12
655,573,115,load,22.28,
656,574,345,generator,0.0,UND;GEN1;PV1;4942;10888;BAT;JBTB2;5324;1;P4450;05658;UVALE;4;3;2
657,574,115,load,184.53,
658,575,115,load_and_generator,36.638,CLAY1;PV1;PV1;CCBA2;CCPV2;1-02;2-01;CCBA1;CCPV1;PV1;VOLES;VOLNE;VOL1;4725B;4725;P5567;GEN1;SYR1;1;2;3;4;5;6;7;1;2;1;2;NECA;UNT1;UNT2;BESS;1;2;NY005
659,576,115,load,33.184,
660,577,115,load,14.094,
661,578,115,load,38.438,
662,579,345,generator,0.0,
663,579,115,load,17.606,
664,580,115,load,21.042,
665,581,115,load,26.142,
666,582,345,generator,0.0,
667,582,115,load,125.268,
668,583,115,load,88.176,
669,584,115,load,60.092,
670,585,115,load,4.148,
671,586,115,load,40.608000000000004,
672,587,115,load,52.482,
673,588,115,load,12.540000000000001,
674,589,115,load,12.378,
675,590,115,load,5.836,
676,591,115,load,10.116,
677,592,115,load,3.0060000000000002,
678,593,115,load,49.444,
679,594,345,generator,0.0,
680,594,115,load,27.51,
681,595,115,load,139.256,
682,596,115,load,51.452,
683,597,115,load,5.19,
684,598,115,load,12.492,
685,599,345,generator,0.0,
686,599,115,load,49.522,
687,600,115,load,28.628,
688,601,345,generator,0.0,GT1;GPS;KRS;CBPB1;CROT;MPRES;KISCB;MPBS;4072C;4072G;P3879;4075;4072B;4075B;MPPV;71334;71335;MPES;RGP00;EQX36;BHD;INV#1;INV#2;NY3;3A;TG4;0001;001;KMFO1;JFK8;GT1;CR18B;CR18A;CTS0A;CTS0B;CTS0C;CTS0D;APP18;APP21;NHH03;NHH04;02;03;02;03;02;03;02;03;04;03-8L;01-8N;02-8P;NT26;NT27;NT28;NT24;NT25;GT48;GT11;GT12;GT13;GT14;GT15;GT16;GT17;GT21;GT22;GT23;GT24;GT25;GT26;GT27;GT28;GT31;GT32;GT33;GT34;GT35;GT36;GT37;GT38;GT41;GT42;GT43;GT44;GT45;GT46;GT47;04;05;ST5;GT1;GT1;1OBP;GT;GT1;CGTB;4S;VG02;VG03;GT1;GT1
689,601,115,load,0.0,
690,602,345,generator,0.0,BR12;MADW;MU1;NRWCH;SC;NRWCB;ST5;ST6;SNGFD;P4739;P4471;8211;6609;6608;DEWIT;NEV;GL;CG-1;CG-4;CG-2;CG-3;20660;20660
691,602,115,load,0.0,
692,603,345,generator,0.0,U005;U006;U001;U002;U003;U004;CT2;CT4;8;OBFC;21;81723;EFK
693,603,115,load,0.0,
694,604,115,generator,0.0,21;22;10887;LIV;KIPP;GHENT;GRPRT;CLAV;U1;U2;GT1;GT1;CT2;TG2;CT2;ST3;FRHOL;8175A;7105;7104;8175C;10907;ORIOL;06945;CASTN;KDRHK;157;BE;BW;SNFRD;MYER;P4453;SGRTS;ULSTE;BLU;P4451;10891;10895;7BPV1;MT1;10890
695,605,345,generator,0.0,MF01;10044;10045;MOVSO;VEPSO;08158;STATE;JOHN2;JOHNN;JOHNS;10046;BAP1;19822;19823;10116;5939;5779;OPPEN;10986;10896;6609;10999;10049;GE19H;HY1;8;P2;P1;C1;C4;C5;C2;C3;WT;1100;2600;10048;106;KNAGG;3595;131;3954;ASHDO;P3101;P3608;P3599;P3600;WASH;GLEN;SS1;SS2;SARA4;SARAT;SARA3;SO049;10254;RTE40;22;114;HERR1;KNY1;3954B;3595B;MG8;MG9;8;SRS1
696,605,115,load,0.0,
697,606,345,generator,0.0,175;40;41;390;391;10988;P5570;H3;H1;H2;H1;GRHM;1583;1731;10886;81724;7141;7140;SWI2;SWI3;RIO;RIO2;4683;BEACO;RILE1;RILE2;10892;GRA;CMRSL;10894;8175E;WALDN;GRA;MAYBK;WAS;10992;8;GT1;GV;11000;WT;CLWB;CENTR;JOGEE;FINCH;10898;AIRPT;10958;BATT;SHOE;CTG2
698,606,115,load,0.0,
699,607,115,generator,0.0,17;18;27;31;1N;2N;3N;4N;HY1;HY1;HY1
700,608,345,generator,0.0,WT;BALLH
701,608,115,load,0.0,
702,609,345,generator,0.0,1G;2G;3G;DE1;RI1;8;8;8
703,609,115,load,0.0,
704,610,115,generator,0.0,1A;65013
705,611,115,generator,0.0,928;10996;HAL20;HUN21;SMI21;10995;TSS;TSN;10993;10994;PASTO;VULC;235;CORT3;CORT1;P5564;CMUSW;CMUSW;CMUSW;TC3;372;6004;CSR1;ELLIS;5216;5467;5465;5466;5515;871
706,612,115,generator,0.0,SUTTG;LEAVG;RIV1;CALV;11933;STERG;U-01;BEH;FI1;BME
707,613,115,generator,0.0,EPW01
708,614,115,generator,0.0,NY002;BR1CS;BR2CS;NYR12;GLSCS;X0140;NECB;SUT01;199;NY003;P4726;CSPV;LWCJ1;LECOU;RUSP1;ROSP1;DEK2;DEK1;SSIRE;ROCKI;LBN;LBS
709,615,115,generator,0.0,MROCS;SWANN;WLMRD;15557;23204;TNWDA;CORN;532;561;15889;18208;SS29;SSUN2;SS24;SS22;BROAD;81721;607;BULLS
710,616,115,generator,0.0,RWEAV;RV;SOLEA;HSW;HSE;11008;WVS1;WVS2;WVW;WVE;A4;1258;1415;1268;1413;HOUGH;TWNSD
711,617,115,generator,0.0,TB1;10967;10982;309;263;ORNGE;PODNQ;CATLI;ORANG
712,618,115,generator,0.0,NY001;FRANK;MALON;1444;1394;1023;1419;1011;496;1010
713,619,115,generator,0.0,WB1
714,620,115,generator,0.0,NY6
715,621,115,generator,0.0,BR1S;BR2S;NR12S;GLSS
716,622,115,generator,0.0,NY004;26;ONSUN;BAL01;NGVB2
717,623,115,generator,0.0,CUMM;P4468;533;PORT1
718,624,115,generator,0.0,P5569;P5648
719,625,115,generator,0.0,11012
720,626,115,generator,0.0,15;WALTO
721,627,115,generator,0.0,SNWH2;SNWH1
722,628,115,generator,0.0,05;HY2
723,629,115,generator,0.0,14320
724,630,115,generator,0.0,HY1;HY2
