bus_id,substation_id,voltage_kv,role,connected_load_mw,connected_generator_ids
151,132,115,load,19.19,
152,133,115,load,1.718,
153,134,115,load,9.068,
154,135,115,load,12.504,
155,136,115,load,6.072,
156,137,115,load,0.888,
157,138,115,load,4.51,
158,139,115,load,74.462,
159,140,345,generator,0.0,
160,140,115,load,119.052,
161,141,115,load,60.974000000000004,
162,142,115,load_and_generator,144.986,GEN1;GEN2;GEN3;GT-1;ST-1
163,143,115,load,51.954,
164,144,115,load,108.26,
165,145,115,load,6.362,
166,146,115,load,153.218,
167,147,115,load,77.60000000000001,
168,148,115,load,8.212,
169,149,115,load,40.874,
170,150,115,load,84.436,
171,151,115,load,100.742,
172,152,345,generator,0.0,GEN1;GEN2;GEN3;4
173,152,115,load,104.558,
174,153,345,generator,0.0,GEN1;GEN2;GEN3;CHS01
175,153,115,load,94.754,
176,154,115,load,107.388,
177,155,115,load,119.96600000000001,
178,156,345,generator,0.0,
179,156,115,load,138.132,
180,157,115,load,92.092,
181,158,115,load_and_generator,58.480000000000004,4;DEC1;DEC10;DEC11
182,159,115,load,2.43,
183,160,115,load,19.266000000000002,
184,161,115,load,37.874,
185,162,115,load,0.552,
186,163,345,generator,0.0,
187,163,115,load,157.63,
188,164,115,load,79.282,
189,165,115,load,1.526,
190,166,115,load,10.954,
191,167,115,load,0.522,
192,168,345,generator,0.0,
193,168,115,load,82.316,
194,169,115,load,2.928,
195,170,115,load,37.816,
196,171,115,load,3.61,
197,172,115,load,24.646,
198,173,115,load,9.196,
199,174,115,load,4.304,
200,175,115,load,26.77,
201,176,115,load,0.65,
202,177,115,load,1.9060000000000001,
203,178,115,load,0.28800000000000003,
204,179,115,load,7.782,
205,180,115,load,1.36,
206,181,345,generator,0.0,
207,181,115,load,7.202,
208,182,115,load,24.224,
209,183,115,load,0.462,
210,184,115,load,3.084,
211,185,115,load,17.796,
212,186,115,load,25.388,
213,187,115,load,2.082,
214,188,115,load,0.308,
215,189,115,load,4.338,
216,190,115,load,7.416,
217,191,115,load,2.934,
218,192,115,load,0.296,
219,193,115,load,11.798,
220,194,115,load,15.624,
221,195,115,load,3.806,
222,196,115,load,7.03,
223,197,115,load,0.972,
224,198,115,load,16.240000000000002,
225,199,115,load,4.702,
226,200,115,load,2.876,
227,201,115,load,8.09,
228,202,115,load,12.242,
229,203,115,load,8.824,
230,204,115,load,0.9,
231,205,115,load,1.032,
232,206,115,load,7.0360000000000005,
233,207,115,load,3.544,
234,208,115,load,3.004,
235,209,115,load,2.408,
236,210,115,load,1.79,
237,211,115,load,1.818,
238,212,115,load,0.932,
239,213,345,generator,0.0,GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;H1821;H1822;H1823;HTE10;HTE11;HTE12;HTEM1;HTEM2;HTEM3;HTEM4;HTEM5;HTEM6;HTEM7;HTEM8;HTEM9;STG-2
240,213,115,load,84.324,
241,214,345,generator,0.0,
242,214,115,load,16.066,
243,215,115,load,74.764,
244,216,115,load,7.392,
245,217,115,load,9.19,
246,218,115,load,2.334,
247,219,115,load,17.648,
248,220,115,load,99.53,
249,221,115,load,64.062,
250,222,115,load,28.338,
251,223,115,load,3.414,
252,224,115,load,11.982000000000001,
253,225,115,load,1.994,
254,226,115,load,0.35000000000000003,
255,227,115,load,17.734,
256,228,115,load,5.5600000000000005,
257,229,115,load,2.122,
258,230,115,load,3.074,
259,231,115,load,3.908,
260,232,115,load,10.668000000000001,
261,233,115,load,15.22,
262,234,115,load,0.922,
263,235,115,load,13.256,
264,236,115,load,21.026,
265,237,115,load,5.394,
266,238,115,load,1.292,
267,239,115,load,2.178,
268,240,115,load,6.774,
269,241,115,load,5.124,
270,242,115,load,21.982,
271,243,115,load,3.496,
272,244,115,load,6.0680000000000005,
273,245,115,load,7.642,
274,246,115,load,2.162,
275,247,115,load,20.096,
276,248,115,load,52.208,
277,249,115,load,0.17200000000000001,
278,250,115,load,9.36,
279,251,115,load,13.364,
280,252,115,load,1.184,
281,253,115,load,0.398,
282,254,115,load,1.418,
283,255,115,load,10.74,
284,256,345,generator,0.0,
285,256,115,load,4.14,
286,257,115,load,0.34800000000000003,
287,258,115,load,6.7860000000000005,
288,259,115,load,0.158,
289,260,115,load,7.5200000000000005,
290,261,115,load,2.666,
291,262,115,load,0.612,
292,263,115,load,7.492,
293,264,115,load,0.6,
294,265,115,load,3.5740000000000003,
295,266,115,load,3.968,
296,267,115,load,0.42,
297,268,115,load,1.714,
298,269,115,load,1.324,
299,270,115,load,0.47600000000000003,
300,271,115,load,1.6460000000000001,
301,272,115,load,1.752,
302,273,115,load,0.028,
303,274,115,load,0.898,
304,275,115,load,8.45,
305,276,115,load,3.34,
306,277,115,load,0.5,
307,278,115,load,0.196,
308,279,115,load,0.468,
309,280,115,load,0.274,
310,281,115,load,1.73,
311,282,115,load,0.17200000000000001,
312,283,115,load,7.882000000000001,
313,284,115,load,3.704,
314,285,115,load,5.796,
315,286,115,load,2.842,
316,287,115,load,6.412,
317,288,115,load,3.524,
318,289,115,load,0.026000000000000002,
319,290,115,load,7.648000000000001,
320,291,115,load,2.548,
321,292,115,load,0.166,
322,293,115,load,0.28200000000000003,
323,294,115,load,0.268,
324,295,115,load,115.10600000000001,
325,296,345,generator,0.0,
326,296,115,load,77.446,
327,297,115,load,72.784,
328,298,345,generator,0.0,
329,298,115,load,138.308,
330,299,115,load,100.686,
331,300,115,load,81.318,
332,301,115,load,103.956,
333,302,115,load,70.02,
334,303,345,generator,0.0,
335,303,115,load,77.83,
336,304,115,load,90.402,
337,305,115,load,83.658,
338,306,115,load,98.084,
339,307,345,generator,0.0,
340,307,115,load,79.902,
341,308,115,load,112.52,
342,309,345,generator,0.0,CTG-1;CTG-2
343,309,115,load,130.03,
344,310,115,load,81.782,
345,311,115,load_and_generator,123.816,1;GEN1;GEN2;GEN3;NFB1;NFB2;NFB3;NFB4;NFB5;NFB6;H1091;H1092;H1093;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;CLA1;CLA10;CLA11;CLA12;CLA13;CLA14;CLA15;CLA2;CLA3;CLA4;CLA5;CLA6;CLA7;CLA8;CLA9;HDC10;HDC11;HDC12;HDC13;HDC14;HDC15;HDC16;HDC17;HDC18;HDC19;HDC20;HDC21;HDC22;HDC23;HDC24;HDC25;HDC26;HDC27;HDC28;HDC29;HDC30;HDC31;HDC32;HHDC1;HHDC2;HHDC3;HHDC4;HHDC5;HHDC6;HHDC7;HHDC8;HHDC9;HSNP1;HSNP2;HSNP3;HSNP4;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;H7761;H7762;H7763;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;B0401;B0402;B0403;B0404;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;GT-1
346,312,115,load,90.508,
347,313,345,generator,0.0,
348,313,115,load,103.562,
349,314,345,generator,0.0,FLD10;FLD11;FLD12;FLD13;FLD14;FLD15;FLD16;FLD17;FLD18;FLD19;FLD20;FLD21;FLD22;FLD23;FLD24;FLD25;FLD26;FLD27;FLD28;FLID1;FLID2;FLID3;FLID4;FLID5;FLID6;FLID7;FLID8;FLID9;GEN1;GEN2;GEN3;CTG-3;CTG-4
350,314,115,load,156.48,
351,315,345,generator,0.0,
352,315,115,load,216.322,
353,316,115,load,114.354,
354,317,115,load,110.82000000000001,
355,318,115,load,78.578,
356,319,115,load,79.682,
357,320,115,load,93.97,
358,321,345,generator,0.0,52;53;54
359,321,115,load,147.912,
360,322,345,generator,0.0,
361,322,115,load,100.652,
362,323,345,generator,0.0,
363,323,115,load,54.95,
364,324,115,load,72.182,
365,325,115,load,52.412,
366,326,115,load,33.664,
367,327,115,load,16.128,
368,328,115,load,90.184,
369,329,115,load,84.386,
370,330,115,load,62.808,
371,331,345,generator,0.0,GEN1;GEN2;GEN3;CH1;CH2
372,331,115,load,127.544,
373,332,115,load,68.734,
374,333,115,load,62.402,
375,334,115,load,5.922,
376,335,115,load,30.968,
377,336,115,load,124.7,
378,337,115,load_and_generator,120.23,55
379,338,345,generator,0.0,
380,338,115,load,76.46600000000001,
381,339,115,load,164.986,
382,340,115,load,120.504,
383,341,115,load,101.944,
384,342,115,load,115.244,
385,343,345,generator,0.0,
386,343,115,load,122.764,
387,344,115,load,48.508,
388,345,345,generator,0.0,
389,345,115,load,20.5,
390,346,345,generator,0.0,
391,346,115,load,27.93,
392,347,115,load,4.83,
393,348,115,load,181.012,
394,349,345,generator,0.0,
395,349,115,load,188.69,
396,350,115,load,9.124,
397,351,115,load,34.354,
398,352,115,load,32.618,
399,353,115,load,246.314,
400,354,345,generator,0.0,
401,354,115,load,151.504,
402,355,115,load,153.324,
403,356,115,load,24.266000000000002,
404,357,115,load,191.23000000000002,
405,358,345,generator,0.0,
406,358,115,load,252.62,
407,359,115,load,105.9,
408,360,115,load,100.28,
409,361,115,load,10.922,
410,362,115,load,67.268,
411,363,115,load,67.674,
412,364,345,generator,0.0,
413,364,115,load,121.406,
414,365,115,load,60.084,
415,366,345,generator,0.0,
416,366,115,load,69.206,
417,367,115,load,1.616,
418,368,115,load,38.144,
419,369,115,load,106.296,
420,370,115,load_and_generator,75.398,1;2
421,371,115,load,182.90800000000002,
422,372,345,generator,0.0,
423,372,115,load,45.644,
424,373,115,load,101.474,
425,374,345,generator,0.0,
426,374,115,load,82.61,
427,375,345,generator,0.0,
428,375,115,load,183.986,
429,376,115,load,19.238,
430,377,115,load,1.846,
431,378,115,load,19.994,
432,379,115,load,3.86,
433,380,115,load,0.528,
434,381,115,load,33.488,
435,382,345,generator,0.0,
436,382,115,load,11.298,
437,383,115,load,55.174,
438,384,345,generator,0.0,
439,384,115,load,80.44800000000001,
440,385,115,load_and_generator,24.496000000000002,2
441,386,115,load,6.014,
442,387,115,load,5.694,
443,388,115,load,57.014,
444,389,115,load,6.242,
445,390,115,load,25.032,
446,391,115,load,3.746,
447,392,345,generator,0.0,
448,392,115,load,119.4,
449,393,115,load,137.514,
450,394,115,load,2.378,
451,395,115,load,10.984,
452,396,115,load,1.534,
453,397,115,load,12.68,
454,398,115,load,4.2700000000000005,
455,399,115,load,15.648,
456,400,115,load,0.63,
457,401,115,load,36.688,
458,402,115,load,4.356,
459,403,115,load,3.6,
460,404,115,load,0.314,
461,405,115,load_and_generator,22.094,7
462,406,115,load,16.908,
463,407,115,load,0.124,
464,408,115,load,11.466000000000001,
465,409,115,load,15.748000000000001,
466,410,115,load,3.444,
467,411,115,load,8.258000000000001,
468,412,115,load,0.436,
469,413,115,load,21.462,
470,414,115,load,20.258,
471,415,115,load,2.352,
472,416,115,load,75.136,
473,417,115,load,0.7020000000000001,
474,418,115,load,8.448,
475,419,115,load,0.454,
476,420,115,load,12.42,
477,421,115,load,11.02,
478,422,115,load,21.88,
479,423,115,load,12.24,
480,424,115,load,4.222,
481,425,115,load,0.316,
482,426,115,load,8.164,
483,427,115,load,59.694,
484,428,115,load,79.994,
485,429,345,generator,0.0,
486,429,115,load,94.414,
487,430,115,load,92.282,
488,431,115,load,1.2,
489,432,115,load,135.962,
490,433,345,generator,0.0,1
491,433,115,load,143.452,
492,434,115,load,1.364,
493,435,115,load,4.24,
494,436,115,load,4.048,
495,437,115,load,1.04,
496,438,115,load,25.132,
497,439,115,load,18.924,
498,440,115,load,33.444,
499,441,115,load,22.268,
500,442,115,load,1.23,
501,443,115,load,31.074,
502,444,115,load,8.788,
503,445,115,load,1.016,
504,446,115,load,26.558,
505,447,115,load,56.506,
506,448,115,load,0.632,
507,449,115,load,78.848,
508,450,115,load,6.506,
509,451,115,load,0.662,
510,452,115,load,8.836,
511,453,115,load,13.92,
512,454,115,load,159.572,
513,455,345,generator,0.0,
514,455,115,load,66.736,
515,456,115,load,7.98,
516,457,115,load,100.672,
517,458,115,load,115.4,
518,459,115,load,90.248,
519,460,115,load,90.65,
520,461,115,load,112.968,
521,462,115,load,122.882,
522,463,115,load,91.322,
523,464,115,load,96.12,
524,465,115,load,123.87400000000001,
525,466,345,generator,0.0,1;OCIA3;570;2
526,466,115,load,67.976,
527,467,115,load,152.784,
528,468,115,load,107.194,
529,469,115,load,123.424,
530,470,345,generator,0.0,
531,470,115,load,125.902,
532,471,115,load,131.77,
533,472,115,load,122.282,
534,473,115,load,94.292,
535,474,115,load,1.266,
536,475,115,load,0.874,
537,476,345,generator,0.0,1
538,476,115,load,4.636,
539,477,115,load,0.838,
540,478,115,load,0.64,
541,479,115,load,14.444,
542,480,345,generator,0.0,TWE
543,480,115,load,5.39,
544,481,115,load,10.546,
545,482,115,load,58.800000000000004,
546,483,115,load,18.61,
547,484,115,load,0.756,
548,485,115,load,0.34,
549,486,115,load,9.934000000000001,
550,487,115,load,8.814,
551,488,115,load,0.894,
552,489,115,load,7.0200000000000005,
553,490,115,load,2.57,
554,491,345,generator,0.0,
555,491,115,load,12.158,
556,492,115,load,11.242,
557,493,115,load,0.782,
558,494,115,load,19.748,
559,495,115,load,4.364,
560,496,345,generator,0.0,
561,496,115,load,88.028,
562,497,115,load,83.952,
563,498,115,load,120.598,
564,499,345,generator,0.0,
565,499,115,load,122.364,
566,500,115,load,72.496,
567,501,115,load,118.776,
568,502,115,load_and_generator,179.258,GEN1;GEN2;GEN3;10;9;6
569,503,115,load,90.24,
570,504,115,load,74.822,
571,505,115,load,89.48,
572,506,115,load,161.674,
573,507,115,load,1.166,
574,508,345,generator,0.0,
575,508,115,load,104.044,
576,509,115,load,0.586,
577,510,115,load,0.41000000000000003,
578,511,345,generator,0.0,
579,511,115,load,160.27,
580,512,345,generator,0.0,GEN1;GEN2;GEN3;CC1;CC10;CC11;CC12;CC13;CC14;CC15;CC2;CC3;CC4;CC5;CC6;CC7;CC8;CC9;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;CTG1
581,512,115,load,82.672,
582,513,115,load,125.944,
583,514,115,load,157.462,
584,515,115,load,88.09400000000001,
585,516,115,load,13.83,
586,517,115,load,36.572,
587,518,345,generator,0.0,
588,518,115,load,118.72,
589,519,115,load,0.27,
590,520,115,load,82.224,
591,521,115,load,137.968,
592,522,115,load,5.596,
593,523,115,load,0.254,
594,524,115,load,57.072,
595,525,115,load,12.63,
596,526,115,load,78.996,
597,527,115,load,24.908,
598,528,345,generator,0.0,
599,528,115,load,167.752,
600,529,115,load,0.6960000000000001,
601,530,115,load,36.84,
602,531,115,load,49.18,
603,532,115,load,45.502,
604,533,115,load,77.074,
605,534,345,generator,0.0,
606,534,115,load,25.224,
607,535,115,load,6.314,
608,536,115,load,2.536,
609,537,115,load_and_generator,74.596,TX19;TX21;AES1
610,538,115,load,123.982,
611,539,115,load,157.136,
612,540,115,load,13.876,
613,541,115,load,16.528,
614,542,115,load,59.244,
615,543,115,load,37.048,
616,544,115,load,13.018,
617,545,345,generator,0.0,
618,545,115,load,203.874,
619,546,115,load_and_generator,127.322,H5911;H5912;H5913;H5914;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;PV;1;TX12
620,547,115,load,103.85000000000001,
621,548,345,generator,0.0,U3
622,548,115,load,163.68800000000002,
623,549,115,load,28.076,
624,550,115,load,0.608,
625,551,115,load,27.962,
626,552,115,load,117.96600000000001,
627,553,345,generator,0.0,
628,553,115,load,102.84400000000001,
629,554,115,load_and_generator,126.574,1;2;GEN8;GEN10;GEN9
630,555,115,load,120.07000000000001,
631,556,345,generator,0.0,
632,556,115,load,101.15,
633,557,115,load,91.802,
634,558,115,load,45.414,
635,559,115,load,0.452,
636,560,115,load,0.188,
637,561,115,load,3.528,
638,562,115,load,1.754,
639,563,115,load,7.348,
640,564,115,load,3.052,
641,565,115,load,16.490000000000002,
642,566,115,load,0.424,
643,567,115,load,17.580000000000002,
644,568,115,load_and_generator,95.986,RKSP;1
645,569,115,load,1.426,
646,570,115,load,2.112,
647,571,115,load,0.022,
648,572,115,load,114.32000000000001,
649,573,115,load,28.636,
650,574,115,load,0.062,
651,575,115,load,2.7520000000000002,
652,576,115,load,3.678,
653,577,115,load,1.8760000000000001,
654,578,115,load,3.472,
655,579,115,load,0.628,
656,580,115,load,3.29,
657,581,115,load,0.248,
658,582,115,load,0.98,
659,583,115,load,0.628,
660,584,115,load,19.13,
661,585,115,load,20.776,
662,586,115,load,11.954,
663,587,115,load,18.436,
664,588,115,load,10.58,
665,589,115,load,0.34800000000000003,
666,590,115,load,0.404,
667,591,115,load,27.872,
668,592,115,load,1.666,
669,593,115,load,0.404,
670,594,115,load,4.312,
671,595,115,load,6.894,
672,596,115,load,7.688,
673,597,115,load,0.66,
674,598,115,load,3.7800000000000002,
675,599,115,load,22.42,
676,600,115,load,9.746,
677,601,115,load,30.698,
678,602,115,load,2.72,
679,603,115,load,0.17,
680,604,115,load,1.002,
681,605,115,load,10.332,
682,606,115,load,1.688,
683,607,115,load,4.17,
684,608,115,load,2.102,
685,609,115,load,2.96,
686,610,115,load,1.3880000000000001,
687,611,115,load_and_generator,37.412,MAR1
688,612,115,load,2.644,
689,613,115,load,0.146,
690,614,115,load,1.168,
691,615,115,load,2.64,
692,616,115,load,1.304,
693,617,115,load,0.364,
694,618,115,load,0.534,
695,619,115,load,1.508,
696,620,115,load,4.872,
697,621,115,load,40.296,
698,622,115,load,7.0120000000000005,
699,623,115,load,19.304000000000002,
700,624,115,load,52.808,
701,625,115,load,5.14,
702,626,115,load,0.906,
703,627,115,load,7.0920000000000005,
704,628,115,load,0.33,
705,629,115,load,4.216,
706,630,115,load_and_generator,4.042,JDW5
707,631,115,load,0.052000000000000005,
708,632,115,load,4.952,
709,633,115,load,1.274,
710,634,115,load,10.802,
711,635,115,load,2.248,
712,636,115,load,0.024,
713,637,115,load,5.354,
714,638,115,load,4.3500000000000005,
715,639,115,load,2.0020000000000002,
716,640,115,load,0.73,
717,641,115,load,47.336,
718,642,115,load_and_generator,37.02,GEN1
719,643,115,load,14.454,
720,644,115,load,0.542,
721,645,115,load,5.534,
722,646,115,load,2.52,
723,647,115,load,0.902,
724,648,115,load,0.312,
725,649,115,load,0.224,
726,650,115,load,0.084,
727,651,115,load,6.67,
728,652,115,load,0.53,
729,653,115,load,0.322,
730,654,115,load,0.116,
731,655,115,load,1.788,
732,656,115,load,3.19,
733,657,115,load,2.876,
734,658,115,load,6.034,
735,659,115,load,0.96,
736,660,115,load,0.718,
737,661,115,load,1.806,
738,662,115,load,0.74,
739,663,115,load,7.554,
740,664,115,load,2.254,
741,665,115,load,3.0100000000000002,
742,666,115,load,0.218,
743,667,115,load,21.544,
744,668,115,load,4.064,
745,669,115,load,14.694,
746,670,115,load,0.116,
747,671,115,load,0.126,
748,672,115,load,5.782,
749,673,115,load,0.14,
750,674,115,load,24.618000000000002,
751,675,115,load,33.654,
752,676,345,generator,0.0,
753,676,115,load,13.182,
754,677,115,load,0.9580000000000001,
755,678,115,load,2.496,
756,679,115,load,4.396,
757,680,115,load,13.908,
758,681,115,load,2.956,
759,682,115,load,0.022,
760,683,115,load,3.852,
761,684,115,load,11.862,
762,685,115,load,2.612,
763,686,115,load_and_generator,33.52,LAP
764,687,115,load,1.334,
765,688,115,load,0.138,
766,689,115,load,2.966,
767,690,115,load,2.976,
768,691,115,load,5.97,
769,692,115,load,0.03,
770,693,115,load,0.492,
771,694,115,load,1.102,
772,695,115,load,0.188,
773,696,115,load,3.18,
774,697,345,generator,0.0,
775,697,115,load,84.708,
776,698,115,load,5.07,
777,699,115,load,2.594,
778,700,115,load,0.614,
779,701,115,load,1.11,
780,702,115,load,15.602,
781,703,115,load,2.834,
782,704,115,load,14.902000000000001,
783,705,115,load,0.452,
784,706,115,load,0.134,
785,707,115,load,4.572,
786,708,115,load,7.126,
787,709,115,load,5.122,
788,710,115,load,1.746,
789,711,115,load,0.45,
790,712,115,load,1.25,
791,713,115,load,0.376,
792,714,115,load,10.46,
793,715,115,load,0.048,
794,716,115,load,2.638,
795,717,115,load,3.468,
796,718,115,load,31.416,
797,719,115,load,25.366,
798,720,115,load,0.88,
799,721,115,load,0.39,
800,722,115,load,0.436,
801,723,115,load,6.298,
802,724,115,load,54.77,
803,725,115,load,52.066,
804,726,115,load,86.238,
805,727,115,load,54.708,
806,728,345,generator,0.0,
807,728,115,load,77.288,
808,729,115,load,36.454,
809,730,115,load,2.058,
810,731,115,load,0.93,
811,732,115,load,68.908,
812,733,115,load,0.458,
813,734,115,load,9.238,
814,735,115,load,0.898,
815,736,115,load,4.088,
816,737,115,load,27.272000000000002,
817,738,115,load,0.374,
818,739,115,load,2.556,
819,740,115,load,0.394,
820,741,115,load,1.234,
821,742,115,load,0.678,
822,743,115,load,2.724,
823,744,115,load,13.566,
824,745,115,load,0.984,
825,746,115,load,4.83,
826,747,115,load,0.234,
827,748,115,load,0.20600000000000002,
828,749,115,load,67.91,
829,750,115,load,28.53,
830,751,115,load,0.34800000000000003,
831,752,115,load,2.23,
832,753,115,load,0.254,
833,754,115,load,0.534,
834,755,115,load,8.608,
835,756,115,load,0.558,
836,757,115,load,0.25,
837,758,115,load,2.0460000000000003,
838,759,115,load,15.912,
839,760,115,load,0.404,
840,761,115,load,4.364,
841,762,115,load,0.794,
842,763,115,load,4.914,
843,764,115,load,8.634,
844,765,115,load,0.046,
845,766,115,load,0.18,
846,767,115,load,1.67,
847,768,115,load,3.378,
848,769,115,load,1.352,
849,770,115,load,0.35000000000000003,
850,771,115,load,4.216,
851,772,115,load,102.416,
852,773,115,load,159.722,
853,774,115,load,119.632,
854,775,115,load,124.688,
855,776,115,load,52.72,
856,777,115,load,217.336,
857,778,345,generator,0.0,
858,778,115,load,166.65200000000002,
859,779,115,generator,0.0,
860,780,345,generator,0.0,
861,780,115,load,130.104,
862,781,115,load,124.552,
863,782,345,generator,0.0,
864,782,115,load,112.172,
865,783,345,generator,0.0,
866,783,115,load,114.58200000000001,
867,784,115,load,128.758,
868,785,115,load,135.69,
869,786,345,generator,0.0,
870,786,115,load,92.836,
871,787,115,load,89.458,
872,788,345,generator,0.0,
873,788,115,load,126.762,
874,789,115,load,132.9,
875,790,115,load,79.54,
876,791,115,load,111.742,
877,792,115,load,106.866,
878,793,115,load,98.226,
879,794,115,load,108.156,
880,795,115,load,128.98,
881,796,345,generator,0.0,
882,796,115,load,108.86,
883,797,345,generator,0.0,
884,797,115,load,105.97800000000001,
885,798,115,load,112.8,
886,799,115,load,123.736,
887,800,115,load,128.334,
888,801,345,generator,0.0,
889,801,115,load,130.964,
890,802,345,generator,0.0,8
891,802,115,load,109.044,
892,803,115,load,137.404,
893,804,115,load,94.794,
894,805,115,load_and_generator,123.644,GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;H0541;H0542;H0543;GEN1;GEN2;GEN3;GEN1;GEN2;GEN3;H7691;H7692;H7693;TG2;GEN1;GEN2;GEN3;GEN1;CTG2
895,806,115,load,94.724,
896,807,115,load,1.052,
897,808,115,load,123.284,
898,809,115,load_and_generator,108.298,PV1;5C
899,810,115,load,56.552,
900,811,345,generator,0.0,1;2;3;PSF
901,811,115,load,114.34,
902,812,115,load,9.14,
903,813,115,load,110.558,
904,814,115,load,96.718,
905,815,115,load,112.032,
906,816,115,load,116.662,
907,817,115,load,98.974,
908,818,115,load,99.246,
909,819,115,load,105.072,
910,820,345,generator,0.0,
911,820,115,load,107.426,
