STORAGE UID,Bus ID,Discharge Rate MW,Charge Rate MW,Energy Capacity MWh,Initial SOC MWh,Charge Efficiency,Discharge Efficiency,_zone,_mwh_source
CORALSLR_BESS2,672,52.2,52.2,104.4,52.2,0.96,0.96,NORTH,fallback_2h
CORAZON_BESS1,2122,204.8,204.8,819.2,409.6,0.96,0.96,SOUTH,fallback_4h
CTW_BESS1,2143,153.0,153.0,612.0,306.0,0.96,0.96,COASTAL,fallback_4h
COYOTSPR_BESS,474,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
CR_BESS1,1368,9.9,9.9,24.8,12.4,0.96,0.96,HOUSTON,eia860
CS_BESS,1722,9.9,9.9,19.8,9.9,0.96,0.96,HOUSTON,fallback_2h
CROSSTRL_BESS1,2037,58.3,58.3,116.6,58.3,0.96,0.96,WEST,fallback_2h
CROSSETT_BES1,135,101.5,101.5,406.0,203.0,0.96,0.96,WEST,fallback_4h
CROSSETT_BES2,135,101.5,101.5,406.0,203.0,0.96,0.96,WEST,fallback_4h
DA_BESS,2143,5.0,5.0,10.0,5.0,0.96,0.96,COASTAL,fallback_2h
DAN_BESS1,1,77.8,77.8,155.6,77.8,0.96,0.96,SOUTH,fallback_2h
DAN_BESS2,1,75.1,75.1,150.2,75.1,0.96,0.96,SOUTH,fallback_2h
DCSES_BES1,1904,67.3,67.3,134.6,67.3,0.96,0.96,NORTH,fallback_2h
DCSES_BES2,1904,67.3,67.3,134.6,67.3,0.96,0.96,NORTH,fallback_2h
DCSES_BES3,1904,64.2,64.2,128.4,64.2,0.96,0.96,NORTH,fallback_2h
DCSES_BES4,1904,64.2,64.2,128.4,64.2,0.96,0.96,NORTH,fallback_2h
DSWL_ESS_BES1,2394,154.4,154.4,617.6,308.8,0.96,0.96,NORTH,fallback_4h
DIBOL_BESS,403,10.0,10.0,9.9,4.95,0.96,0.96,NORTH,eia860
DGFS_ESR_BESS1,3,78.2,78.2,156.4,78.2,0.96,0.96,WEST,fallback_2h
EBNY_ESS_BESS1,997,201.2,201.2,400.0,200.0,0.96,0.96,SOUTH,eia860
ELZA_SLR_BES1,2394,100.4,100.4,401.6,200.8,0.96,0.96,NORTH,fallback_4h
ENDPARKS_ESS1,2037,51.5,51.5,103.0,51.5,0.96,0.96,WEST,fallback_2h
ESTONIAN_BES1,2449,101.6,101.6,406.4,203.2,0.96,0.96,NORTH,fallback_4h
EUNICE_BES1,2398,40.3,40.3,80.6,40.3,0.96,0.96,WEST,fallback_2h
EVLN_ESS_BESS1,1176,227.9,227.9,911.6,455.8,0.96,0.96,HOUSTON,fallback_4h
FALFUR_BESS,348,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
FALFUR_BESS1,348,9.8,9.8,9.9,4.95,0.96,0.96,SOUTH,eia860
FRMRSVLW_BESS,2562,9.9,9.9,9.9,4.95,0.96,0.96,NORTH,eia860
FRMRSVL1_BES2,2449,9.9,9.9,19.8,9.9,0.96,0.96,NORTH,fallback_2h
FAULKNER_BESS,477,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
FENCESLR_BESS1,2394,72.0,72.0,144.0,72.0,0.96,0.96,NORTH,fallback_2h
FIVEWSLR_BESS1,801,228.5,228.5,250.0,125.0,0.96,0.96,NORTH,eia860
FLAT_TOP_FLATU1,69,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
FLOWERII_BESS1,478,101.5,101.5,200.0,100.0,0.96,0.96,WEST,eia860
FTDUNCAN_BESS_GEN,1950,101.6,101.6,406.4,203.2,0.96,0.96,SOUTH,fallback_4h
FORTMA_BESS1,1212,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
GAMBIT_BESS1,2143,102.4,102.4,409.6,204.8,0.96,0.96,COASTAL,fallback_4h
GRDNE_BESS,512,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
GEORSO_ESS_1,1079,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
GIGA_ESS_BESS_1,1404,125.3,125.3,501.2,250.6,0.96,0.96,SOUTH,fallback_4h
GOMZ_BESS,466,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
GOODWIN_BESS1,333,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
GKS_BESS_BESS1,298,102.5,102.5,410.0,205.0,0.96,0.96,SOUTH,fallback_4h
GREGORY_BESS1,245,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
HAMILTON_BESS,894,9.9,9.9,9.9,4.95,0.96,0.96,WEST,eia860
HEARN_RD_BESS1,1218,9.8,9.8,19.6,9.8,0.96,0.96,COASTAL,fallback_2h
HI_LONEB_BESS1,23,51.1,51.1,102.2,51.1,0.96,0.96,WEST,fallback_2h
HOLCOMB_BESS,1943,10.0,10.0,9.9,4.95,0.96,0.96,SOUTH,eia860
HLY_BESS1,1525,104.7,104.7,418.8,209.4,0.96,0.96,HOUSTON,fallback_4h
HLY_BESS2,1525,104.7,104.7,418.8,209.4,0.96,0.96,HOUSTON,fallback_4h
HOUSEMTN_BESS1,3038,61.5,61.5,123.0,61.5,0.96,0.96,WEST,fallback_2h
HMNG_ESS_BESS1,2335,100.4,100.4,401.6,200.8,0.96,0.96,NORTH,fallback_4h
INDL_ESS,1625,9.9,9.9,9.9,4.95,0.96,0.96,WEST,eia860
INRT_W_BESS_1,548,13.0,13.0,26.0,13.0,0.96,0.96,WEST,fallback_2h
JADE_SLR_BESS1,2037,78.5,78.5,157.0,78.5,0.96,0.96,WEST,fallback_2h
JADE_SLR_BESS2,2037,82.3,82.3,164.6,82.3,0.96,0.96,WEST,fallback_2h
JAR_BES1,2143,149.3,149.3,597.2,298.6,0.96,0.96,COASTAL,fallback_4h
JAR_BES2,2143,157.7,157.7,630.8,315.4,0.96,0.96,COASTAL,fallback_4h
JOHNCI_UNIT_1,1404,2.3,2.3,4.6,2.3,0.96,0.96,SOUTH,fallback_2h
JDKNS_BESS,692,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
JUNCTION_BESS,1465,10.0,10.0,9.9,4.95,0.96,0.96,SOUTH,eia860
JUNORTH1_BES1,1465,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
KB_ESS_KB_ESS,1404,1.5,1.5,3.0,1.5,0.96,0.96,SOUTH,eia860
LIGSW_BESS1,2394,9.9,9.9,19.8,9.9,0.96,0.96,NORTH,fallback_2h
LILY_BESS1,2394,51.7,51.7,80.5,40.25,0.96,0.96,NORTH,eia860
LMO_BESS1,2260,100.4,100.4,401.6,200.8,0.96,0.96,NORTH,fallback_4h
LONESTAR_BESS,469,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
LON_BES1,1271,180.8,180.8,407.4,203.7,0.96,0.96,COASTAL,eia860
LOWR_ESS_BESS1,298,60.4,60.4,120.8,60.4,0.96,0.96,SOUTH,fallback_2h
LUCKYBLU_UNIT1,1904,100.8,100.8,403.2,201.6,0.96,0.96,NORTH,fallback_4h
LFSTH_BESS,945,10.0,10.0,9.9,4.95,0.96,0.96,NORTH,eia860
MADERO_UNIT1,310,100.8,100.8,100.0,50.0,0.96,0.96,SOUTH,eia860
MADERO_UNIT2,310,100.8,100.8,100.0,50.0,0.96,0.96,SOUTH,eia860
MAINLAND_BESS,1176,9.9,9.9,9.9,4.95,0.96,0.96,HOUSTON,eia860
MAYBERRY_BESS2,307,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
MIDWY_BESS1,704,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
MNWLE_BESS,2553,10.0,10.0,9.9,4.95,0.96,0.96,NORTH,eia860
MU_ESS_MU_ESS,1199,1.5,1.5,3.0,1.5,0.96,0.96,SOUTH,fallback_2h
MUENSTER_BESS1,2335,9.9,9.9,19.8,9.9,0.96,0.96,NORTH,fallback_2h
MU_BESS,1199,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
MUSTNGCK_BES1,1,71.5,71.5,143.0,71.5,0.96,0.96,SOUTH,fallback_2h
MYR_BES1,2143,76.9,76.9,153.8,76.9,0.96,0.96,COASTAL,fallback_2h
MYR_BES2,2143,74.3,74.3,148.6,74.3,0.96,0.96,COASTAL,fallback_2h
NOBLESLR_BESS1,2335,63.5,63.5,125.0,62.5,0.96,0.96,NORTH,eia860
NOBLESLR_BESS2,2335,63.5,63.5,125.0,62.5,0.96,0.96,NORTH,eia860
N_ALAMO_BESS,302,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
NCO_ESS1,2143,51.8,51.8,103.6,51.8,0.96,0.96,COASTAL,fallback_2h
NF_BRP_BES1,1079,100.5,100.5,402.0,201.0,0.96,0.96,SOUTH,fallback_4h
N_MERCED_BESS,281,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
NWF_NBS,1675,36.0,36.0,72.0,36.0,0.96,0.96,WEST,fallback_2h
OLNEYTN_BESS,2334,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
PAD1_ESS_BESS1,1371,51.1,51.1,102.2,51.1,0.96,0.96,SOUTH,fallback_2h
PAULN_BESS,2697,10.0,10.0,9.9,4.95,0.96,0.96,NORTH,eia860
PAVLOV_BESS,1209,9.9,9.9,9.9,4.95,0.96,0.96,COASTAL,eia860
PEARSAL3_BES1,1371,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
PHO_BES1,1,152.7,152.7,610.8,305.4,0.96,0.96,SOUTH,fallback_4h
PHO_BES2,1,152.7,152.7,610.8,305.4,0.96,0.96,SOUTH,fallback_4h
PIRATE_BESS1,1218,9.8,9.8,19.6,9.8,0.96,0.96,COASTAL,fallback_2h
PRTLAVS_BESS1,1218,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
PRCRK_BESS1,1907,9.9,9.9,19.8,9.9,0.96,0.96,NORTH,fallback_2h
PYOTE_SWOOSEU1,481,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
PYR_ESS2A,1626,15.1,15.1,30.2,15.1,0.96,0.96,WEST,fallback_2h
PYR_ESS2B,1626,15.1,15.1,30.2,15.1,0.96,0.96,WEST,fallback_2h
PYR_ESS,1626,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
QUEEN_BA_BESS1,23,51.1,51.1,102.2,51.1,0.96,0.96,WEST,fallback_2h
RTLSNAKE_BESS,469,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
MOORE_FL_BESS1,1772,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
PALACIOS_BESS1,1209,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
RPUBRDS_ESS1,1213,51.8,51.8,103.6,51.8,0.96,0.96,NORTH,fallback_2h
RIO_GRAN_BESS2,329,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
RBN_BESS1,1242,101.6,101.6,406.4,203.2,0.96,0.96,HOUSTON,fallback_4h
RVRVLYS_ESS1,1079,51.5,51.5,103.0,51.5,0.96,0.96,SOUTH,fallback_2h
RVRVLYS_ESS2,1079,51.5,51.5,103.0,51.5,0.96,0.96,SOUTH,fallback_2h
RRANCHES_UNIT1,2472,150.4,150.4,600.0,300.0,0.96,0.96,WEST,eia860
RRANCHES_UNIT2,2472,150.4,150.4,600.0,300.0,0.96,0.96,WEST,eia860
ROSELAND_BESS1,672,51.6,51.6,84.5,42.25,0.96,0.96,NORTH,eia860
RUSSEKST_BESS,23,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
SADLBACK_BESS,32,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
SANDLAK1_BESS,474,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
SGSA_BESS1,494,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
SBEAN_BESS,489,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
SHAMROCK_BESS1,2073,99.3,99.3,198.6,99.3,0.96,0.96,WEST,fallback_2h
SHEEPCRK_BESS1,2432,142.1,142.1,568.4,284.2,0.96,0.96,NORTH,fallback_4h
SLCNHLS_ESS1,1404,51.8,51.8,103.6,51.8,0.96,0.96,SOUTH,fallback_2h
SLCNHLS_ESS2,1404,51.8,51.8,103.6,51.8,0.96,0.96,SOUTH,fallback_2h
ELSA_BESS,298,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
GARCENO_BESS,331,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
L_FRESNO_BESS,268,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
MAYBERRY_BESS,307,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
RIO_GRAN_BESS,329,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
S_SNROSA_BESS,923,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
DPCRK_UNIT1,2037,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
SPTX12B_BES1,23,25.1,25.1,50.2,25.1,0.96,0.96,WEST,fallback_2h
SP_BESS,1879,9.9,9.9,19.8,9.9,0.96,0.96,HOUSTON,fallback_2h
SGAL_BES_BESS1,3,101.5,101.5,406.0,203.0,0.96,0.96,WEST,fallback_4h
SGAL_BES_BESS2,3,102.5,102.5,410.0,205.0,0.96,0.96,WEST,fallback_4h
STAM_SLR_BESS1,2449,73.0,73.0,146.0,73.0,0.96,0.96,NORTH,fallback_2h
SUNVASLR_BESS1,1658,54.1,54.1,108.2,54.1,0.96,0.96,NORTH,fallback_2h
SUNVASLR_BESS2,1658,47.3,47.3,94.6,47.3,0.96,0.96,NORTH,fallback_2h
SWTWR_UNIT1,1609,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
SWOOSEII_BESS1,473,101.5,101.5,200.0,100.0,0.96,0.96,WEST,eia860
TANZ_ESS_BES1,2394,132.9,132.9,531.6,265.8,0.96,0.96,NORTH,fallback_4h
TANZ_ESS_BES2,2394,132.9,132.9,531.6,265.8,0.96,0.96,NORTH,fallback_4h
TDWLPR_1_BESS1,1213,102.0,102.0,408.0,204.0,0.96,0.96,NORTH,fallback_4h
TDWLPR_1_BESS2,1213,102.0,102.0,408.0,204.0,0.96,0.96,NORTH,fallback_4h
TBWF_ESS_BES1,135,150.3,150.3,601.2,300.6,0.96,0.96,WEST,fallback_4h
CHERRYCR_BESS,474,10.0,10.0,9.9,4.95,0.96,0.96,WEST,eia860
TYNAN01_BESS1,1218,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
MV_VALV4_BESS,298,9.9,9.9,9.9,4.95,0.96,0.96,SOUTH,eia860
VORTEX_BESS1,2280,121.8,121.8,487.2,243.6,0.96,0.96,WEST,fallback_4h
WAL_BESS_1,1,205.3,205.3,821.2,410.6,0.96,0.96,SOUTH,fallback_4h
WEIL_TRC_BESS,1387,10.0,10.0,9.9,4.95,0.96,0.96,COASTAL,eia860
WCOLLOCL_BSS_U1,1242,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
W_HARLIN_BESS,268,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
WOVER_UNIT1,767,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
WR_BESS1,1832,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
WIG_ESS_BES1,2449,122.9,122.9,491.6,245.8,0.96,0.96,NORTH,fallback_4h
WFTANK_ESS1,1509,150.4,150.4,150.0,75.0,0.96,0.96,SOUTH,eia860
WORSHAM_BESS1,487,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
ADL1_BESS1,1525,60.1,60.1,120.2,60.1,0.96,0.96,HOUSTON,fallback_2h
ZIER_SLR_BES1,30,40.1,40.1,80.0,40.0,0.96,0.96,SOUTH,eia860
ELMCRK_BESS1_1,1625,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
ABINDUST_BESS1,561,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
Z01_BESS1,1371,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
BY_BESS1,1688,10.0,10.0,20.0,10.0,0.96,0.96,HOUSTON,fallback_2h
STADIUM_BESS,1509,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
BEXAR_ES_BESS1,1371,102.3,102.3,409.2,204.6,0.96,0.96,SOUTH,fallback_4h
BIG_STAR_BESS,2115,80.0,80.0,160.0,80.0,0.96,0.96,SOUTH,fallback_2h
BYP_BESS1,1242,207.9,207.9,831.6,415.8,0.96,0.96,HOUSTON,fallback_4h
CARTWHL_BESS1,1605,154.2,154.2,616.8,308.4,0.96,0.96,NORTH,fallback_4h
COTULLA_BESS1,1949,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
E_HARRIS_BESS1,268,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
ELMCRK_BESS1_2,1625,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
EMPCT1_BESS1,2394,10.0,10.0,20.0,10.0,0.96,0.96,NORTH,fallback_2h
TNFS_BESS1,466,9.9,9.9,19.8,9.9,0.96,0.96,WEST,fallback_2h
GZ_BESS1,1525,9.9,9.9,19.8,9.9,0.96,0.96,HOUSTON,fallback_2h
GZ_BESS2,1525,10.0,10.0,20.0,10.0,0.96,0.96,HOUSTON,fallback_2h
HEADCAMP_BESS1,3,152.9,152.9,611.6,305.8,0.96,0.96,WEST,fallback_4h
HV_BESS1,1193,9.9,9.9,19.8,9.9,0.96,0.96,HOUSTON,fallback_2h
OR_BESS,1242,10.0,10.0,20.0,10.0,0.96,0.96,HOUSTON,fallback_2h
KNAPP_BES1,630,10.0,10.0,20.0,10.0,0.96,0.96,WEST,fallback_2h
LANTANA_BESS1,1218,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
LAURELES_BESS,269,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
LYSSY_BESS1,590,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
MEDILA_BESS1,997,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
MESQUITE_BESS,840,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
MESQUITE_BESS2,840,9.9,9.9,19.8,9.9,0.96,0.96,COASTAL,fallback_2h
MIDP_SLR_BESS1,672,50.9,50.9,101.8,50.9,0.96,0.96,NORTH,fallback_2h
MILTON_BESS1,903,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
OLMITO_BESS1,276,10.0,10.0,20.0,10.0,0.96,0.96,COASTAL,fallback_2h
PALMVIEW_BESS1,321,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
PINEFRST_BESS1,2449,200.7,200.7,802.8,401.4,0.96,0.96,NORTH,fallback_4h
PLATINUM_BES1,1639,152.9,152.9,611.6,305.8,0.96,0.96,NORTH,fallback_4h
PLATINUM_BES2,1639,157.0,157.0,628.0,314.0,0.96,0.96,NORTH,fallback_4h
POTEETS_BESS,1371,10.0,10.0,20.0,10.0,0.96,0.96,SOUTH,fallback_2h
RADN_SLR_BESS1,2432,78.3,78.3,156.6,78.3,0.96,0.96,NORTH,fallback_2h
RADN_SLR_BESS2,2432,82.0,82.0,164.0,82.0,0.96,0.96,NORTH,fallback_2h
RRC_WIND_BESS1,2432,75.2,75.2,150.4,75.2,0.96,0.96,NORTH,fallback_2h
RRC_WIND_BESS2,2432,75.2,75.2,150.4,75.2,0.96,0.96,NORTH,fallback_2h
SE_EDINB_BESS1,296,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
SEVNF_ES_BESS1,1509,102.7,102.7,410.8,205.4,0.96,0.96,SOUTH,fallback_4h
SLK_BESS_BESS1,135,203.9,203.9,815.6,407.8,0.96,0.96,WEST,fallback_4h
STRG_SLR_BESS1,1213,101.9,101.9,407.6,203.8,0.96,0.96,SOUTH,fallback_4h
SMTH_ESS_BESS_1,2449,125.4,125.4,501.6,250.8,0.96,0.96,NORTH,fallback_4h
TSECA_ES_BESS1,894,102.7,102.7,410.8,205.4,0.96,0.96,WEST,fallback_4h
TORR_BESS1,31,9.9,9.9,19.8,9.9,0.96,0.96,SOUTH,fallback_2h
WZRD_ESS_BES1,1176,150.8,150.8,603.2,301.6,0.96,0.96,HOUSTON,fallback_4h
