ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from
MIN,32.865417,-97.099401,propagated,low,0,,LZ_HOUSTON,69.0,,,EULES
MINES_RD,27.636017,-99.530159,osm,high,95.6,Mines Road Substation,LZ_SOUTH,138.0,,451971666,
MIRACLAK,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
MIRAGE,29.646049,-95.053635,osm,high,100,Mirage Substation,LZ_HOUSTON,138.0,,585135019,
MIRASOLE,30.464977,-103.475361,propagated,low,0,,LZ_SOUTH,345.0,,,LASSO
MISAE,34.380532,-100.099625,eia860,high,100.0,Misae Solar,LZ_WEST,345.0,62249,,
MIVIDA,31.51522,-103.45109,osm,high,98.1,Mi Vida Substation,LZ_WEST,138.0,,501745957,
MKDSW,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
MKNGB,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
MKNNY,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
MKNSO,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MKNSW,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
MLA,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MLB_SLR,26.142247,-97.641923,propagated,low,0,,LZ_WEST,345.0,,,LA_PALMA
MLDR2,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES
MLFEX,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
MLFRD,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,138.0,,,JOLLYVIL
MLKF2,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
MLR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MLSES,35.91254,-97.604869,propagated,low,0,,LZ_NORTH,345.0,,,CRSCN
MLSSA_RC,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
MMILL,26.523359,-99.017108,propagated,low,0,,LZ_NORTH,138.0,,,STARR
MNFLD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MNHNS,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
MNMIN,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO
MNPOD,31.843422,-102.868295,propagated,low,0,,LZ_WEST,138.0,,,PHOEBE
MNRVA,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES
MNSES,31.975269,-102.63501,propagated,low,0,,LZ_NORTH,345.0,,,GOLDTH
MNSEX,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
MNSTR,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
MNT,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MNTLB2RC,35.254028,-101.185906,propagated,low,0,,LZ_NORTH,69.0,,,GRANDVW1
MNTTP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
MNWLE,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,138.0,,,JOLLYVIL
MNWLL,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
MNWLW,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
MOCKINGB,33.39167,-95.42519,eia860,medium,87.3,Mockingbird Solar Center,LZ_SOUTH,138.0,64347,,
MOFFAT,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MONARCH,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
MONMNTDC,33.021601,-99.61463,propagated,low,0,,LZ_WEST,138.0,,,AZURE
MONMNTDR,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
MONT,29.401072,-97.009241,osm,high,100,Mont Substation,LZ_SOUTH,138.0,,510838953,
MONTECR1,30.479567,-97.781526,propagated,low,0,,LZ_SOUTH,345.0,,,JOLLYVIL
MONTELL,33.0917,-95.0417,eia860,medium,85.8,Monticello,LZ_SOUTH,69.0,6147,,
MONT_WND,32.865417,-97.099401,propagated,low,0,,LZ_WEST,345.0,,,EULES
MOODY,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MOORE,29.079452,-99.048608,osm,high,100,Moore Substation,LZ_SOUTH,138.0,,125726673,
MOORES,29.066849,-99.022522,osm,high,97.3,Moore Substation,LZ_SOUTH,69.0,,340165286,
MOORE_,29.079452,-99.048608,osm,high,100,Moore Substation,LZ_WEST,138.0,,125726673,
MOORE_FL,29.079452,-99.048608,osm,high,95.4,Moore Substation,LZ_SOUTH,138.0,,125726673,
MOR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MORGAN,32.3358,-100.9156,eia860,medium,87.0,Morgan Creek,LZ_NORTH,138.0,3492,,
MORHD,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
MORRIS,27.784317,-97.40554,osm,high,100,Morris Substation,LZ_SOUTH,138.0,,371318815,
MOSSW,31.812815,-102.4955,osm,high,95.6,Moss Substation,LZ_WEST,345.0,,172246733,
MOTORM,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
MOULSO,29.574383,-97.140267,osm,medium,85.2,Moulton Substation,LZ_SOUTH,138.0,,286376518,
MOULTO,29.574383,-97.140267,osm,high,98.4,Moulton Substation,LZ_SOUTH,138.0,,286376518,
MOUND,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
MOUNHO,28.9275,-99.0919,propagated,low,0,,LZ_SOUTH,138.0,,,PEARSALL
MOUNTARY,32.075587,-98.431864,osm,high,100.0,Mountary Substation,LZ_NORTH,138.0,,517717724,
MOUNTO,29.401072,-97.009241,osm,medium,87.5,Mont Substation,LZ_SOUTH,138.0,,510838953,
MOZART,32.994279,-100.531606,osm,high,100,Mozart Substation,LZ_WEST,69.0,,519686420,
MP,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MPHTP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
MPLTANKF,27.827464,-97.524699,propagated,low,0,,LZ_HOUSTON,138.0,,,KOCH_UP
MPTSW,31.740751,-102.213176,propagated,low,0,,LZ_WEST,345.0,,,PEGAS
MRAN,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
MRDCK,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MRE,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MRKLY,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
MRKM_SLR,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
MRLNS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
MRN,33.393056,-95.146667,propagated,low,0,,LZ_HOUSTON,138.0,,,RVR
MRNFD,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS
MROW_SLR,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
MRSDO,32.465874,-100.139167,propagated,low,0,,LZ_NORTH,138.0,,,MCELMU
MRTNS,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
MRTSP,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
MRVLY,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
MRYAV,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES
MSHBRNCH,32.950556,-96.975,propagated,low,0,,LZ_NORTH,138.0,,,N_LAKE_D
MSHLN,29.059698,-98.950228,propagated,low,0,,LZ_NORTH,138.0,,,BIG_FOOT
MSLMN,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
MSLSW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MSN,28.683605,-96.551155,propagated,low,0,,LZ_HOUSTON,138.0,,,FORMOSA
MSRPD,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
MSS,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,345.0,,,DOW
MSTLT,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
MSTNG,29.183513,-99.834833,propagated,low,0,,LZ_WEST,138.0,,,W_LD_138
MSTNG_PR,32.3983,-100.6481,propagated,low,0,,LZ_NORTH,138.0,,,CHAMPION
MTBCH,32.857896,-97.511964,propagated,low,0,,LZ_WEST,138.0,,,AZLES
MTFSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
MTL,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE
MTLDA,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
MTNSPRGS,29.045645,-95.745296,propagated,low,0,,LZ_NORTH,138.0,,,HILCORP
MU,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE
MUELLER,30.289961,-97.689687,osm,high,100,Mueller Substation,LZ_SOUTH,138.0,,300572017,
MUENSTER,29.461255,-95.056987,propagated,low,0,,LZ_NORTH,138.0,,,DICKNSON
MULBERRY,32.524018,-99.822569,osm,high,93.7,Mulberry Creek Substation,LZ_WEST,345.0,,171734088,
MULDOO,29.056392,-97.787721,propagated,low,0,,LZ_SOUTH,138.0,,,MILTON
MULSW,33.048156,-97.034996,propagated,low,0,,LZ_WEST,345.0,,,WEAST
MUNDAYR2,33.450189,-99.620778,osm,high,92.9,Munday Substation,LZ_WEST,69.0,,295414123,
MUNDAYST,33.450189,-99.620778,osm,high,92.9,Munday Substation,LZ_WEST,69.0,,295414123,
MURPH,30.645131,-98.258172,propagated,low,0,,LZ_NORTH,138.0,,,FAIRLA
MURRAY,31.286739,-96.877205,propagated,low,0,,LZ_WEST,138.0,,,MARION
MUSQUIZ,31.238367,-103.158324,osm,high,100,Musquiz Substation,LZ_WEST,138.0,,500535858,
MUSTANG,27.725381,-97.142291,osm,medium,91.4,Mustang Island Substation,LZ_SOUTH,69.0,,193803697,
MUSTNGCK,32.128234,-101.818895,propagated,low,0,,LZ_SOUTH,138.0,,,TRIANGLE
MV,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MVHILINE,29.87056,-98.194733,propagated,low,0,,LZ_SOUTH,138.0,,,CANYONWD
MVRANGER,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
MVRCK,32.295946,-102.54,propagated,low,0,,LZ_WEST,138.0,,,BAKKE
MV_BURNS,30.509782,-98.20608,propagated,low,0,,LZ_SOUTH,138.0,,,FLATRO
MV_CNTRA,30.509782,-98.20608,propagated,low,0,,LZ_SOUTH,138.0,,,FLATRO
MV_COOK1,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
MV_COOK2,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
MV_DOEDN,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
MV_ERAY2,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
MV_HBRG4,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,138.0,,,NAVO
MV_HW511,28.197778,-97.444953,propagated,low,0,,LZ_SOUTH,138.0,,,CRANELL
MV_LASAR,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
MV_PALM4,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,138.0,,,NAVO
MV_RIOHO,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
MV_VALV4,35.40238,-101.15404,propagated,low,0,,LZ_SOUTH,138.0,,,RAILHEAD
MV_WEDN4,32.303889,-100.021667,propagated,low,0,,LZ_SOUTH,138.0,,,CALLAHAN
MV_WESL4,26.208088,-98.057687,propagated,low,0,,LZ_SOUTH,138.0,,,SIOUX
MV_YUTT,30.461167,-97.830056,propagated,low,0,,LZ_SOUTH,138.0,,,BALCON
MWEC,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
MWPOD,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
MY,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MYK,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
MYPRL,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,69.0,,,EULES
MYPTX,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
MYR,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,138.0,,,BEXAR_ES
MYRA,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO
NA,30.591658,-96.311067,propagated,low,0,,LZ_HOUSTON,138.0,,,SOUTH_SI
NAAMAN,32.936882,-96.611499,osm,high,100,Naaman Substation,LZ_NORTH,138.0,,346508813,
NACPW,32.168778,-101.478409,propagated,low,0,,LZ_NORTH,138.0,,,ELBOW
NADAS,29.392097,-96.38714,osm,medium,91.0,Nada Substation,LZ_SOUTH,69.0,,520305269,
NAMELE,30.528139,-97.928368,osm,high,92.9,Nameless Substation,LZ_SOUTH,138.0,,186977835,
NARUNA,29.200262,-100.038035,propagated,low,0,,LZ_SOUTH,138.0,,,BLEWET
NAS,32.870498,-97.597856,propagated,low,0,,LZ_NORTH,138.0,,,FLATROCK
NASHCR,29.243655,-95.594134,osm,medium,84.0,Nash Substation,LZ_SOUTH,69.0,,338758525,
NATALISS,29.207201,-98.905293,osm,medium,87.8,Natalia Substation,LZ_SOUTH,69.0,,340165287,
NATDAM,32.311556,-100.061589,propagated,low,0,,LZ_WEST,138.0,,,BUFFALO
NATHENRC,33.048156,-97.034996,propagated,low,0,,LZ_NORTH,138.0,,,WEAST
NAVALBAS,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO
NAVARRO,31.96453,-96.518632,osm,high,100,Navarro Switching Station,LZ_NORTH,345.0,,454919461,
NAVIG,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
NAVO,33.221074,-96.917938,osm,high,100,Navo Substation,LZ_NORTH,138.0,,341162171,
NB,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,345.0,,,DOW
NBATSVS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
NBL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
NBOHR,32.295946,-102.54,propagated,low,0,,LZ_WEST,345.0,,,BAKKE
NBPOD,32.857896,-97.511964,propagated,low,0,,LZ_WEST,138.0,,,AZLES
NCALHMS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
NCARBIDE,26.22939,-98.008742,propagated,low,0,,LZ_SOUTH,138.0,,,WESLACO
NCDSE,35.91254,-97.604869,propagated,low,0,,LZ_NORTH,345.0,,,CRSCN
NCDSW,29.056392,-97.787721,propagated,low,0,,LZ_NORTH,138.0,,,MILTON
NCLMVLS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
NCNTH,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
NCO,31.503698,-97.762643,propagated,low,0,,LZ_HOUSTON,138.0,,,GATESVL2
NCRST,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
NCSFA,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
NCSTH,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
NCWAM,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS
NCWDN,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES
NEBO,30.438894,-98.747342,osm,high,100,Nebo Substation,LZ_SOUTH,69.0,,504555818,
NEBULA,26.090103,-97.798453,eia860,high,100.0,Nebula Solar,LZ_SOUTH,138.0,65661,,
NECSP,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
NEDIN,27.819774,-97.421084,propagated,low,0,,LZ_SOUTH,345.0,,,GILA
NELSW,28.985999,-95.358109,propagated,low,0,,LZ_WEST,138.0,,,DOW
NEVADA,29.233882,-95.187062,propagated,low,0,,LZ_NORTH,138.0,,,AMOCOOIL
NEVAD_RC,33.144966,-97.108397,propagated,low,0,,LZ_NORTH,138.0,,,TEASLEY
NEVILLSW,32.104125,-100.162375,propagated,low,0,,LZ_WEST,345.0,,,HOLSTEIN
NEW,31.4647,-96.985,propagated,low,0,,LZ_SOUTH,138.0,,,LK
NEWARK,33.039964,-97.52285,osm,high,100,Newark Substation,LZ_NORTH,138.0,,374356575,
NEWBARKS,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,69.0,,,ELGATO
NEWBER,29.056392,-97.787721,propagated,low,0,,LZ_SOUTH,138.0,,,MILTON
NEWBRE,30.003599,-97.667464,propagated,low,0,,LZ_SOUTH,138.0,,,MENDOZ
NEWMAN,32.913663,-96.624537,osm,high,100,Newman Switching Station,LZ_NORTH,138.0,,346508731,
NEWPORT,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
NEWROS,28.683605,-96.551155,propagated,low,0,,LZ_SOUTH,69.0,,,FORTMA
NF_BRP,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES
NHAMLIN,28.197778,-97.444953,propagated,low,0,,LZ_WEST,69.0,,,CRANELL
NHNSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
NHP,33.543862,-100.897118,propagated,low,0,,LZ_NORTH,69.0,,,ESPULA9
NHSW_RC,29.183513,-99.834833,propagated,low,0,,LZ_NORTH,138.0,,,W_LD_138
NHTAP_RC,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
NICOLE,32.02352,-100.290311,osm,high,100,Nicole Switching Station,LZ_WEST,138.0,,491192845,
NIMITZ,30.306796,-98.865871,osm,high,100,Nimitz Substation,LZ_SOUTH,138.0,,192729242,
NIMROD,32.271753,-99.010506,osm,high,100.0,Nimrod Substation,LZ_NORTH,138.0,,517717684,
NIPAK,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
NIXOAE,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO
NIXOGV,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
NIXON,29.308118,-97.740817,osm,high,100.0,Nixon Substation,LZ_SOUTH,69.0,,21024563,
NLAMESA,32.465874,-100.139167,propagated,low,0,,LZ_WEST,138.0,,,MCELMU
NLARSW,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
NLNVL,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
NLPOD,30.479567,-97.781526,propagated,low,0,,LZ_WEST,69.0,,,JOLLYVIL
NLSES,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
NM,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE
NMSES,35.91254,-97.604869,propagated,low,0,,LZ_NORTH,138.0,,,CRSCN
NNTRL,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
NNTWK,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
NOBLESLR,30.231749,-97.613703,propagated,low,0,,LZ_NORTH,345.0,,,HORNSB
NOCONA,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
NOCONATN,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,69.0,,,GATESVL2
NOELKE,27.318515,-97.810266,propagated,low,0,,LZ_WEST,345.0,,,LOYOLA
NOPAL,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
NOR,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
NORDHE,28.923534,-97.599763,osm,high,92.9,Nordheim Substation,LZ_SOUTH,138.0,,425756334,
NORDWE,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
NORSW,35.91254,-97.604869,propagated,low,0,,LZ_NORTH,345.0,,,CRSCN
NORTHBR,28.9275,-99.0919,propagated,low,0,,LZ_NORTH,69.0,,,PEARSALL
NORTHBRA,30.691204,-96.394546,osm,medium,85.7,North Substation,LZ_SOUTH,69.0,,497732814,
NORTHLAN,30.335261,-97.754604,osm,high,100.0,Northland Substation,LZ_SOUTH,138.0,,339880149,
NORTHSDE,29.40911,-94.913681,osm,high,100.0,Northside Substation,LZ_HOUSTON,69.0,,338817766,
NORTHWES,30.464605,-97.757305,osm,high,100.0,Northwest Substation,LZ_SOUTH,138.0,,339130468,
NORTMC,32.865417,-97.099401,propagated,low,0,,LZ_WEST,345.0,,,EULES
NOTSW,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS
NOVA1SLR,32.104125,-100.162375,propagated,low,0,,LZ_WEST,138.0,,,HOLSTEIN
NOVA2SLR,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES
NOVICE,31.983988,-99.669333,osm,high,100,Novice Substation,LZ_WEST,69.0,,507399223,
NP,30.7217,-96.4608,propagated,low,0,,LZ_HOUSTON,138.0,,,DANSBY
NPKWY,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS
NRFORK,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
NRTH,35.40238,-101.15404,propagated,low,0,,LZ_WEST,69.0,,,RAILHEAD
NRTN_SLR,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES
NS,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
NSANGER,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
NSH,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
NSPOI,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,
NSTAR,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
NTH,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE
NTHANARC,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES
NTPOI,28.197778,-97.444953,propagated,low,0,,LZ_WEST,138.0,,,CRANELL
NUCOR,29.57981,-98.408528,propagated,low,0,,LZ_NORTH,345.0,,,SKYLINE
NUECES_B,27.819412,-97.419203,eia860,medium,91.0,Nueces Bay,LZ_SOUTH,138.0,3441,,
NUGENT,32.693687,-99.674893,osm,high,100,Nugent Substation,LZ_WEST,69.0,,517461630,
NURSRYS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
NV,33.393056,-95.146667,propagated,low,0,,LZ_HOUSTON,138.0,,,RVR
NVAP_345,32.865417,-97.099401,propagated,low,0,,LZ_WEST,345.0,,,EULES
NVARO,31.51522,-103.45109,propagated,low,0,,LZ_NORTH,138.0,,,MIVIDA
NVKSW,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
NVPOD,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
NVRML,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,
NWESLACO,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES
NWEST_TA,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,
NWF,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
NWST2_TA,29.271,-98.456,propagated,low,0,,LZ_WEST,69.0,,,BEXAR_ES
NWTER_RC,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES
NWTHRFRD,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO
NWTON,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,138.0,,,TRIANGLE
NWWYL_RC,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO
NXPOD,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES
NYSS_RC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,
NZL,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,138.0,,,JOLLYVIL
N_ALAMO,26.230979,-98.11342,osm,high,100,North Alamo Substation,LZ_SOUTH,138.0,,513155565,
N_DENT,35.377007,-99.720053,propagated,low,0,,LZ_NORTH,138.0,,,CHISOLM
N_ELLA,32.950556,-96.975,eia860,medium,84.1,North Lake,LZ_SOUTH,69.0,3454,,
N_LAKE_D,32.950556,-96.975,eia860,high,96.3,North Lake,LZ_NORTH,138.0,3454,,
N_MCALLN,32.760556,-97.336389,eia860,medium,85.2,North Main,LZ_SOUTH,138.0,3493,,
N_MERCED,26.230514,-97.911818,osm,high,98.4,North Mercedes Substation,LZ_SOUTH,138.0,,513282723,
N_PADRE,27.60011,-97.221573,osm,high,94.9,North Padre Island Substation,LZ_SOUTH,69.0,,193803694,
N_SHARPE,30.691204,-96.394546,osm,medium,84.1,North Substation,LZ_SOUTH,345.0,,497732814,
N_VICT,30.691204,-96.394546,osm,medium,91.4,North Substation,LZ_SOUTH,69.0,,497732814,
O2,26.22939,-98.008742,propagated,low,0,,LZ_SOUTH,138.0,,,WESLACO
O3,29.22717,-99.699701,propagated,low,0,,LZ_SOUTH,138.0,,,DOWNIES
OA,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK
OAKC,32.524018,-99.822569,propagated,low,0,,LZ_WEST,138.0,,,MULBERRY
OAKCK,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
OAKGRVRC,28.7883,-97.01,propagated,low,0,,LZ_NORTH,138.0,,,VICTORIA
OAKHILL,32.465874,-100.139167,propagated,low,0,,LZ_SOUTH,138.0,,,MCELMU
OAKHL,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES
OAKLAND,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2
OAKPNT,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,138.0,,,JOLLYVIL
OAKS9,29.131098,-98.590719,osm,high,95.6,Oaks Substation,LZ_SOUTH,138.0,,116676002,
OAS,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,345.0,,,DOW
OATES,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT
OB,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,345.0,,,DOW
OBERON,31.692358,-102.69743,eia860,high,92.0,Oberon IB,LZ_WEST,138.0,62932,,
OBRIN,28.197778,-97.444953,propagated,low,0,,LZ_WEST,69.0,,,CRANELL
OCELOT,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,
OCI_ALM1,29.271254,-98.455782,osm,medium,89.8,OCI Alamo 1,LZ_SOUTH,138.0,,318453563,
OCONNOR,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,
OCOTILLO,32.1217,-101.3853,eia860,medium,85.1,Ocotillo Windpower,LZ_WEST,69.0,56959,,
OCPOD,29.53742,-100.896089,propagated,low,0,,LZ_WEST,138.0,,,ROUGH
ODBSN,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES
ODEHV,30.591658,-96.311067,propagated,low,0,,LZ_WEST,345.0,,,SOUTH_SI
ODEM,27.942557,-97.573837,osm,high,100,Odem Substation,LZ_SOUTH,69.0,,489675614,
